schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	contrast_family	contrast_name	paper_matched	eligibility_status	terminal_status	genes_returned	cells_ad	cells_nci	donors_ad	donors_nci	message
mast_contrast_status_v1	oligodendrocytes	659	oligodendrocytes::Oli::AD_vs_NCI__Female__e2	Oli	AD_vs_NCI	AD_vs_NCI__Female__e2	TRUE	eligible	validated_complete	6274	11733	21373	8	17	
mast_contrast_status_v1	oligodendrocytes	660	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	Oli	AD_vs_NCI	AD_vs_NCI__Female__e33	TRUE	eligible	validated_complete	5712	67094	75904	37	45	
mast_contrast_status_v1	oligodendrocytes	661	oligodendrocytes::Oli::AD_vs_NCI__Female__e4	Oli	AD_vs_NCI	AD_vs_NCI__Female__e4	TRUE	eligible	validated_complete	6054	45666	27181	26	11	
mast_contrast_status_v1	oligodendrocytes	662	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	Oli	AD_vs_NCI	AD_vs_NCI__Male__e2	TRUE	eligible	validated_complete	5054	9717	5807	7	6	
mast_contrast_status_v1	oligodendrocytes	663	oligodendrocytes::Oli::AD_vs_NCI__Male__e33	Oli	AD_vs_NCI	AD_vs_NCI__Male__e33	TRUE	eligible	validated_complete	5547	35863	94184	28	53	
mast_contrast_status_v1	oligodendrocytes	664	oligodendrocytes::Oli::AD_vs_NCI__Male__e4	Oli	AD_vs_NCI	AD_vs_NCI__Male__e4	TRUE	eligible	validated_complete	5644	37526	15559	27	10	
mast_contrast_status_v1	oligodendrocytes	665	oligodendrocytes::Oli::AD_effect_Female_minus_Male__e2	Oli	sex_interaction	AD_effect_Female_minus_Male__e2	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	oligodendrocytes	666	oligodendrocytes::Oli::AD_effect_Female_minus_Male__e33	Oli	sex_interaction	AD_effect_Female_minus_Male__e33	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	oligodendrocytes	667	oligodendrocytes::Oli::AD_effect_Female_minus_Male__e4	Oli	sex_interaction	AD_effect_Female_minus_Male__e4	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	oligodendrocytes	668	oligodendrocytes::Oli::AD_effect_e2_minus_e33__Female	Oli	apoe_interaction	AD_effect_e2_minus_e33__Female	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	oligodendrocytes	669	oligodendrocytes::Oli::AD_effect_e4_minus_e33__Female	Oli	apoe_interaction	AD_effect_e4_minus_e33__Female	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	oligodendrocytes	670	oligodendrocytes::Oli::AD_effect_e2_minus_e33__Male	Oli	apoe_interaction	AD_effect_e2_minus_e33__Male	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	oligodendrocytes	671	oligodendrocytes::Oli::AD_effect_e4_minus_e33__Male	Oli	apoe_interaction	AD_effect_e4_minus_e33__Male	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	oligodendrocytes	672	oligodendrocytes::Oli::AD_effect_heterogeneity_across_sex_APOE	Oli	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
