schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	contrast_family	contrast_name	paper_matched	eligibility_status	terminal_status	genes_returned	cells_ad	cells_nci	donors_ad	donors_nci	message
mast_contrast_status_v1	astrocytes	15	astrocytes::Ast.DPP10::AD_vs_NCI__Female__e2	Ast DPP10	AD_vs_NCI	AD_vs_NCI__Female__e2	TRUE	eligible	validated_complete	6410	531	912	5	13	
mast_contrast_status_v1	astrocytes	16	astrocytes::Ast.DPP10::AD_vs_NCI__Female__e33	Ast DPP10	AD_vs_NCI	AD_vs_NCI__Female__e33	TRUE	eligible	validated_complete	6655	2805	4015	31	40	
mast_contrast_status_v1	astrocytes	17	astrocytes::Ast.DPP10::AD_vs_NCI__Female__e4	Ast DPP10	AD_vs_NCI	AD_vs_NCI__Female__e4	TRUE	eligible	validated_complete	7029	1741	916	19	11	
mast_contrast_status_v1	astrocytes	18	astrocytes::Ast.DPP10::AD_vs_NCI__Male__e2	Ast DPP10	AD_vs_NCI	AD_vs_NCI__Male__e2	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mast_contrast_status_v1	astrocytes	19	astrocytes::Ast.DPP10::AD_vs_NCI__Male__e33	Ast DPP10	AD_vs_NCI	AD_vs_NCI__Male__e33	TRUE	eligible	validated_complete	6562	1818	5140	22	46	
mast_contrast_status_v1	astrocytes	20	astrocytes::Ast.DPP10::AD_vs_NCI__Male__e4	Ast DPP10	AD_vs_NCI	AD_vs_NCI__Male__e4	TRUE	eligible	validated_complete	6878	1535	950	22	8	
mast_contrast_status_v1	astrocytes	21	astrocytes::Ast.DPP10::AD_effect_Female_minus_Male__e2	Ast DPP10	sex_interaction	AD_effect_Female_minus_Male__e2	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	astrocytes	22	astrocytes::Ast.DPP10::AD_effect_Female_minus_Male__e33	Ast DPP10	sex_interaction	AD_effect_Female_minus_Male__e33	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	astrocytes	23	astrocytes::Ast.DPP10::AD_effect_Female_minus_Male__e4	Ast DPP10	sex_interaction	AD_effect_Female_minus_Male__e4	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	astrocytes	24	astrocytes::Ast.DPP10::AD_effect_e2_minus_e33__Female	Ast DPP10	apoe_interaction	AD_effect_e2_minus_e33__Female	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	astrocytes	25	astrocytes::Ast.DPP10::AD_effect_e4_minus_e33__Female	Ast DPP10	apoe_interaction	AD_effect_e4_minus_e33__Female	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	astrocytes	26	astrocytes::Ast.DPP10::AD_effect_e2_minus_e33__Male	Ast DPP10	apoe_interaction	AD_effect_e2_minus_e33__Male	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	astrocytes	27	astrocytes::Ast.DPP10::AD_effect_e4_minus_e33__Male	Ast DPP10	apoe_interaction	AD_effect_e4_minus_e33__Male	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	astrocytes	28	astrocytes::Ast.DPP10::AD_effect_heterogeneity_across_sex_APOE	Ast DPP10	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	astrocytes	29	astrocytes::Ast.GRM3::AD_vs_NCI__Female__e2	Ast GRM3	AD_vs_NCI	AD_vs_NCI__Female__e2	TRUE	eligible	validated_complete	7470	950	2703	6	16	
mast_contrast_status_v1	astrocytes	30	astrocytes::Ast.GRM3::AD_vs_NCI__Female__e33	Ast GRM3	AD_vs_NCI	AD_vs_NCI__Female__e33	TRUE	eligible	validated_complete	7333	9568	10427	36	41	
mast_contrast_status_v1	astrocytes	31	astrocytes::Ast.GRM3::AD_vs_NCI__Female__e4	Ast GRM3	AD_vs_NCI	AD_vs_NCI__Female__e4	TRUE	eligible	validated_complete	8368	5183	1775	24	8	
mast_contrast_status_v1	astrocytes	32	astrocytes::Ast.GRM3::AD_vs_NCI__Male__e2	Ast GRM3	AD_vs_NCI	AD_vs_NCI__Male__e2	TRUE	eligible	validated_complete	6983	1411	1183	7	5	
mast_contrast_status_v1	astrocytes	33	astrocytes::Ast.GRM3::AD_vs_NCI__Male__e33	Ast GRM3	AD_vs_NCI	AD_vs_NCI__Male__e33	TRUE	eligible	validated_complete	6799	5927	14368	27	45	
mast_contrast_status_v1	astrocytes	34	astrocytes::Ast.GRM3::AD_vs_NCI__Male__e4	Ast GRM3	AD_vs_NCI	AD_vs_NCI__Male__e4	TRUE	eligible	validated_complete	6756	4899	2144	24	10	
mast_contrast_status_v1	astrocytes	35	astrocytes::Ast.GRM3::AD_effect_Female_minus_Male__e2	Ast GRM3	sex_interaction	AD_effect_Female_minus_Male__e2	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	astrocytes	36	astrocytes::Ast.GRM3::AD_effect_Female_minus_Male__e33	Ast GRM3	sex_interaction	AD_effect_Female_minus_Male__e33	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	astrocytes	37	astrocytes::Ast.GRM3::AD_effect_Female_minus_Male__e4	Ast GRM3	sex_interaction	AD_effect_Female_minus_Male__e4	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	astrocytes	38	astrocytes::Ast.GRM3::AD_effect_e2_minus_e33__Female	Ast GRM3	apoe_interaction	AD_effect_e2_minus_e33__Female	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	astrocytes	39	astrocytes::Ast.GRM3::AD_effect_e4_minus_e33__Female	Ast GRM3	apoe_interaction	AD_effect_e4_minus_e33__Female	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	astrocytes	40	astrocytes::Ast.GRM3::AD_effect_e2_minus_e33__Male	Ast GRM3	apoe_interaction	AD_effect_e2_minus_e33__Male	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	astrocytes	41	astrocytes::Ast.GRM3::AD_effect_e4_minus_e33__Male	Ast GRM3	apoe_interaction	AD_effect_e4_minus_e33__Male	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	astrocytes	42	astrocytes::Ast.GRM3::AD_effect_heterogeneity_across_sex_APOE	Ast GRM3	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
