schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	sex	apoe_group	yu_stratum	yu_contrast	contrast_name	analysis_population	cells_ad	cells_nci	donors_ad	donors_nci	tested_genes	paper_degs	latent_vars	min_pct	logfc_threshold	design_rank	design_columns	model_status	message
yu_mast_model_diagnostics_v2	oligodendrocytes	1	oligodendrocytes::Oli::AD_vs_NCI__Female__e2	Oli	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	11733	21373	8	17	6274	236	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	oligodendrocytes	2	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	Oli	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	67094	75904	37	45	5712	156	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	oligodendrocytes	3	oligodendrocytes::Oli::AD_vs_NCI__Female__e4	Oli	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	45666	27181	26	11	6054	234	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	oligodendrocytes	4	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	Oli	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	9717	5807	7	6	5054	602	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	oligodendrocytes	5	oligodendrocytes::Oli::AD_vs_NCI__Male__e33	Oli	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	35873	94184	29	53	5546	145	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	oligodendrocytes	6	oligodendrocytes::Oli::AD_vs_NCI__Male__e4	Oli	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	37526	15559	27	10	5644	227	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
