schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	contrast_family	contrast_name	paper_matched	eligibility_status	terminal_status	genes_returned	cells_ad	cells_nci	donors_ad	donors_nci	message
mast_contrast_status_v1	excitatory_set1	43	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	Exc L2-3 CBLN2 LINC02306	AD_vs_NCI	AD_vs_NCI__Female__e2	TRUE	eligible	validated_complete	10468	3671	12562	8	17	
mast_contrast_status_v1	excitatory_set1	44	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e33	Exc L2-3 CBLN2 LINC02306	AD_vs_NCI	AD_vs_NCI__Female__e33	TRUE	eligible	validated_complete	10586	26557	34425	36	45	
mast_contrast_status_v1	excitatory_set1	45	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e4	Exc L2-3 CBLN2 LINC02306	AD_vs_NCI	AD_vs_NCI__Female__e4	TRUE	eligible	validated_complete	10682	15947	14571	25	11	
mast_contrast_status_v1	excitatory_set1	46	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Male__e2	Exc L2-3 CBLN2 LINC02306	AD_vs_NCI	AD_vs_NCI__Male__e2	TRUE	eligible	validated_complete	10846	4010	3277	7	6	
mast_contrast_status_v1	excitatory_set1	47	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Male__e33	Exc L2-3 CBLN2 LINC02306	AD_vs_NCI	AD_vs_NCI__Male__e33	TRUE	eligible	validated_complete	10427	19822	46696	28	52	
mast_contrast_status_v1	excitatory_set1	48	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Male__e4	Exc L2-3 CBLN2 LINC02306	AD_vs_NCI	AD_vs_NCI__Male__e4	TRUE	eligible	validated_complete	10325	15661	6766	27	10	
mast_contrast_status_v1	excitatory_set1	49	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_Female_minus_Male__e2	Exc L2-3 CBLN2 LINC02306	sex_interaction	AD_effect_Female_minus_Male__e2	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set1	50	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_Female_minus_Male__e33	Exc L2-3 CBLN2 LINC02306	sex_interaction	AD_effect_Female_minus_Male__e33	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set1	51	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_Female_minus_Male__e4	Exc L2-3 CBLN2 LINC02306	sex_interaction	AD_effect_Female_minus_Male__e4	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set1	52	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_e2_minus_e33__Female	Exc L2-3 CBLN2 LINC02306	apoe_interaction	AD_effect_e2_minus_e33__Female	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set1	53	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_e4_minus_e33__Female	Exc L2-3 CBLN2 LINC02306	apoe_interaction	AD_effect_e4_minus_e33__Female	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set1	54	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_e2_minus_e33__Male	Exc L2-3 CBLN2 LINC02306	apoe_interaction	AD_effect_e2_minus_e33__Male	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set1	55	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_e4_minus_e33__Male	Exc L2-3 CBLN2 LINC02306	apoe_interaction	AD_effect_e4_minus_e33__Male	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set1	56	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_heterogeneity_across_sex_APOE	Exc L2-3 CBLN2 LINC02306	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
