schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	sex	apoe_group	yu_stratum	yu_contrast	contrast_name	analysis_population	cells_ad	cells_nci	donors_ad	donors_nci	tested_genes	paper_degs	latent_vars	min_pct	logfc_threshold	design_rank	design_columns	model_status	message
yu_mast_model_diagnostics_v2	excitatory_set3	11	excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Male__e33	Exc L5-6 RORB LINC02196	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	1537	3343	27	53	11510	266	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	12	excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Male__e4	Exc L5-6 RORB LINC02196	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	1275	493	27	10	11606	692	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	13	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Female__e2	Exc L5/6 IT Car3	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	174	699	8	16	12591	548	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	14	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Female__e33	Exc L5/6 IT Car3	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	1964	2051	37	45	12291	517	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	15	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Female__e4	Exc L5/6 IT Car3	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	1113	561	25	11	12579	1087	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	16	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Male__e2	Exc L5/6 IT Car3	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	297	298	7	6	12412	1050	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	17	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Male__e33	Exc L5/6 IT Car3	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	1386	2592	27	53	11783	925	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	18	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Male__e4	Exc L5/6 IT Car3	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	1124	427	27	10	12279	270	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	19	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Female__e2	Exc L5/6 NP	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	201	637	8	17	11426	156	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	20	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Female__e33	Exc L5/6 NP	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	1752	2067	36	45	11017	375	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	21	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Female__e4	Exc L5/6 NP	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	967	561	24	11	11458	227	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	22	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Male__e2	Exc L5/6 NP	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	295	285	7	6	11068	569	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	23	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Male__e33	Exc L5/6 NP	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	975	2667	27	53	10941	301	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	24	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Male__e4	Exc L5/6 NP	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	920	413	26	9	10832	259	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	25	excitatory_set3::Exc L6 CT::AD_vs_NCI__Female__e2	Exc L6 CT	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	298	712	8	16	10952	322	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	26	excitatory_set3::Exc L6 CT::AD_vs_NCI__Female__e33	Exc L6 CT	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	2273	3016	36	45	11011	646	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	27	excitatory_set3::Exc L6 CT::AD_vs_NCI__Female__e4	Exc L6 CT	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	1402	835	25	11	11372	482	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	28	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e2	Exc L6 CT	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	390	337	7	6	11040	595	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	29	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e33	Exc L6 CT	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	1546	3559	27	53	10709	507	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	30	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e4	Exc L6 CT	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	1116	523	27	10	11173	313	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	31	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e2	Exc L6 THEMIS NFIA	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	839	2594	8	16	12451	988	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	32	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e33	Exc L6 THEMIS NFIA	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	7459	7539	37	45	12341	423	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	33	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e4	Exc L6 THEMIS NFIA	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	4415	1837	25	11	12778	768	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	34	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e2	Exc L6 THEMIS NFIA	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	1323	1024	7	6	12446	1991	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	35	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e33	Exc L6 THEMIS NFIA	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	4552	9666	27	53	12109	225	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	36	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e4	Exc L6 THEMIS NFIA	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	3580	1566	27	10	12342	712	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	37	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e2	Exc L6b	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	247	749	8	16	12691	383	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	38	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e33	Exc L6b	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	2695	3137	36	45	12197	782	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	39	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e4	Exc L6b	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	1520	846	25	11	12798	1021	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	40	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2	Exc L6b	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	363	383	7	6	12439	1685	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	41	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e33	Exc L6b	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	2241	3581	28	53	11765	916	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	42	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e4	Exc L6b	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	1260	480	27	10	12447	777	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	43	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e2	Exc NRGN	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	332	782	8	17	4830	6	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	44	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33	Exc NRGN	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	2965	4875	37	45	4461	332	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	45	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4	Exc NRGN	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	1585	1156	26	11	4552	62	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	46	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2	Exc NRGN	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	545	1905	7	6	5155	3510	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	47	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33	Exc NRGN	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	4383	6868	28	52	4637	2847	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	48	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4	Exc NRGN	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	4828	461	27	10	6308	619	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	49	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e2	Exc RELN CHD7	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	160	6923	8	17	9439	556	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	50	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e33	Exc RELN CHD7	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	2001	4024	35	44	7584	2561	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	51	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e4	Exc RELN CHD7	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	884	736	24	11	8697	2022	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	52	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e2	Exc RELN CHD7	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	202	673	7	6	7646	1580	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	53	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e33	Exc RELN CHD7	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	22508	8393	28	51	5606	1058	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	excitatory_set3	54	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e4	Exc RELN CHD7	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	5746	397	26	10	6936	2526	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
