schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	contrast_family	contrast_name	paper_matched	eligibility_status	terminal_status	genes_returned	cells_ad	cells_nci	donors_ad	donors_nci	message
mast_contrast_status_v1	inhibitory	333	inhibitory::Inh.CUX2.MSR1::AD_effect_e4_minus_e33__Female	Inh CUX2 MSR1	apoe_interaction	AD_effect_e4_minus_e33__Female	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	334	inhibitory::Inh.CUX2.MSR1::AD_effect_e2_minus_e33__Male	Inh CUX2 MSR1	apoe_interaction	AD_effect_e2_minus_e33__Male	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	335	inhibitory::Inh.CUX2.MSR1::AD_effect_e4_minus_e33__Male	Inh CUX2 MSR1	apoe_interaction	AD_effect_e4_minus_e33__Male	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	336	inhibitory::Inh.CUX2.MSR1::AD_effect_heterogeneity_across_sex_APOE	Inh CUX2 MSR1	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	337	inhibitory::Inh.ENOX2.SPHKAP::AD_vs_NCI__Female__e2	Inh ENOX2 SPHKAP	AD_vs_NCI	AD_vs_NCI__Female__e2	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2
mast_contrast_status_v1	inhibitory	338	inhibitory::Inh.ENOX2.SPHKAP::AD_vs_NCI__Female__e33	Inh ENOX2 SPHKAP	AD_vs_NCI	AD_vs_NCI__Female__e33	TRUE	eligible	validated_complete	8598	896	1378	19	32	
mast_contrast_status_v1	inhibitory	339	inhibitory::Inh.ENOX2.SPHKAP::AD_vs_NCI__Female__e4	Inh ENOX2 SPHKAP	AD_vs_NCI	AD_vs_NCI__Female__e4	TRUE	eligible	validated_complete	8830	438	387	13	9	
mast_contrast_status_v1	inhibitory	340	inhibitory::Inh.ENOX2.SPHKAP::AD_vs_NCI__Male__e2	Inh ENOX2 SPHKAP	AD_vs_NCI	AD_vs_NCI__Male__e2	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mast_contrast_status_v1	inhibitory	341	inhibitory::Inh.ENOX2.SPHKAP::AD_vs_NCI__Male__e33	Inh ENOX2 SPHKAP	AD_vs_NCI	AD_vs_NCI__Male__e33	TRUE	eligible	validated_complete	8776	560	1940	14	37	
mast_contrast_status_v1	inhibitory	342	inhibitory::Inh.ENOX2.SPHKAP::AD_vs_NCI__Male__e4	Inh ENOX2 SPHKAP	AD_vs_NCI	AD_vs_NCI__Male__e4	TRUE	eligible	validated_complete	8233	647	209	18	6	
mast_contrast_status_v1	inhibitory	343	inhibitory::Inh.ENOX2.SPHKAP::AD_effect_Female_minus_Male__e2	Inh ENOX2 SPHKAP	sex_interaction	AD_effect_Female_minus_Male__e2	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	344	inhibitory::Inh.ENOX2.SPHKAP::AD_effect_Female_minus_Male__e33	Inh ENOX2 SPHKAP	sex_interaction	AD_effect_Female_minus_Male__e33	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	345	inhibitory::Inh.ENOX2.SPHKAP::AD_effect_Female_minus_Male__e4	Inh ENOX2 SPHKAP	sex_interaction	AD_effect_Female_minus_Male__e4	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	346	inhibitory::Inh.ENOX2.SPHKAP::AD_effect_e2_minus_e33__Female	Inh ENOX2 SPHKAP	apoe_interaction	AD_effect_e2_minus_e33__Female	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	347	inhibitory::Inh.ENOX2.SPHKAP::AD_effect_e4_minus_e33__Female	Inh ENOX2 SPHKAP	apoe_interaction	AD_effect_e4_minus_e33__Female	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	348	inhibitory::Inh.ENOX2.SPHKAP::AD_effect_e2_minus_e33__Male	Inh ENOX2 SPHKAP	apoe_interaction	AD_effect_e2_minus_e33__Male	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	349	inhibitory::Inh.ENOX2.SPHKAP::AD_effect_e4_minus_e33__Male	Inh ENOX2 SPHKAP	apoe_interaction	AD_effect_e4_minus_e33__Male	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	350	inhibitory::Inh.ENOX2.SPHKAP::AD_effect_heterogeneity_across_sex_APOE	Inh ENOX2 SPHKAP	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	351	inhibitory::Inh.FBN2.EPB41L4A::AD_vs_NCI__Female__e2	Inh FBN2 EPB41L4A	AD_vs_NCI	AD_vs_NCI__Female__e2	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2
mast_contrast_status_v1	inhibitory	352	inhibitory::Inh.FBN2.EPB41L4A::AD_vs_NCI__Female__e33	Inh FBN2 EPB41L4A	AD_vs_NCI	AD_vs_NCI__Female__e33	TRUE	eligible	validated_complete	10293	589	492	16	17	
mast_contrast_status_v1	inhibitory	353	inhibitory::Inh.FBN2.EPB41L4A::AD_vs_NCI__Female__e4	Inh FBN2 EPB41L4A	AD_vs_NCI	AD_vs_NCI__Female__e4	TRUE	eligible	validated_complete	10611	195	168	6	6	
mast_contrast_status_v1	inhibitory	354	inhibitory::Inh.FBN2.EPB41L4A::AD_vs_NCI__Male__e2	Inh FBN2 EPB41L4A	AD_vs_NCI	AD_vs_NCI__Male__e2	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2
mast_contrast_status_v1	inhibitory	355	inhibitory::Inh.FBN2.EPB41L4A::AD_vs_NCI__Male__e33	Inh FBN2 EPB41L4A	AD_vs_NCI	AD_vs_NCI__Male__e33	TRUE	eligible	validated_complete	10154	227	732	8	23	
mast_contrast_status_v1	inhibitory	356	inhibitory::Inh.FBN2.EPB41L4A::AD_vs_NCI__Male__e4	Inh FBN2 EPB41L4A	AD_vs_NCI	AD_vs_NCI__Male__e4	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e4
mast_contrast_status_v1	inhibitory	357	inhibitory::Inh.FBN2.EPB41L4A::AD_effect_Female_minus_Male__e2	Inh FBN2 EPB41L4A	sex_interaction	AD_effect_Female_minus_Male__e2	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	358	inhibitory::Inh.FBN2.EPB41L4A::AD_effect_Female_minus_Male__e33	Inh FBN2 EPB41L4A	sex_interaction	AD_effect_Female_minus_Male__e33	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	359	inhibitory::Inh.FBN2.EPB41L4A::AD_effect_Female_minus_Male__e4	Inh FBN2 EPB41L4A	sex_interaction	AD_effect_Female_minus_Male__e4	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	360	inhibitory::Inh.FBN2.EPB41L4A::AD_effect_e2_minus_e33__Female	Inh FBN2 EPB41L4A	apoe_interaction	AD_effect_e2_minus_e33__Female	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	361	inhibitory::Inh.FBN2.EPB41L4A::AD_effect_e4_minus_e33__Female	Inh FBN2 EPB41L4A	apoe_interaction	AD_effect_e4_minus_e33__Female	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	362	inhibitory::Inh.FBN2.EPB41L4A::AD_effect_e2_minus_e33__Male	Inh FBN2 EPB41L4A	apoe_interaction	AD_effect_e2_minus_e33__Male	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	363	inhibitory::Inh.FBN2.EPB41L4A::AD_effect_e4_minus_e33__Male	Inh FBN2 EPB41L4A	apoe_interaction	AD_effect_e4_minus_e33__Male	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	364	inhibitory::Inh.FBN2.EPB41L4A::AD_effect_heterogeneity_across_sex_APOE	Inh FBN2 EPB41L4A	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	365	inhibitory::Inh.GPC5.RIT2::AD_vs_NCI__Female__e2	Inh GPC5 RIT2	AD_vs_NCI	AD_vs_NCI__Female__e2	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2
mast_contrast_status_v1	inhibitory	366	inhibitory::Inh.GPC5.RIT2::AD_vs_NCI__Female__e33	Inh GPC5 RIT2	AD_vs_NCI	AD_vs_NCI__Female__e33	TRUE	eligible	validated_complete	10077	286	336	10	13	
mast_contrast_status_v1	inhibitory	367	inhibitory::Inh.GPC5.RIT2::AD_vs_NCI__Female__e4	Inh GPC5 RIT2	AD_vs_NCI	AD_vs_NCI__Female__e4	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:NCI__Female__e4
mast_contrast_status_v1	inhibitory	368	inhibitory::Inh.GPC5.RIT2::AD_vs_NCI__Male__e2	Inh GPC5 RIT2	AD_vs_NCI	AD_vs_NCI__Male__e2	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2
mast_contrast_status_v1	inhibitory	369	inhibitory::Inh.GPC5.RIT2::AD_vs_NCI__Male__e33	Inh GPC5 RIT2	AD_vs_NCI	AD_vs_NCI__Male__e33	TRUE	eligible	validated_complete	9520	112	382	5	14	
mast_contrast_status_v1	inhibitory	370	inhibitory::Inh.GPC5.RIT2::AD_vs_NCI__Male__e4	Inh GPC5 RIT2	AD_vs_NCI	AD_vs_NCI__Male__e4	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:AD__Male__e4,NCI__Male__e4
mast_contrast_status_v1	inhibitory	371	inhibitory::Inh.GPC5.RIT2::AD_effect_Female_minus_Male__e2	Inh GPC5 RIT2	sex_interaction	AD_effect_Female_minus_Male__e2	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	372	inhibitory::Inh.GPC5.RIT2::AD_effect_Female_minus_Male__e33	Inh GPC5 RIT2	sex_interaction	AD_effect_Female_minus_Male__e33	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	373	inhibitory::Inh.GPC5.RIT2::AD_effect_Female_minus_Male__e4	Inh GPC5 RIT2	sex_interaction	AD_effect_Female_minus_Male__e4	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	374	inhibitory::Inh.GPC5.RIT2::AD_effect_e2_minus_e33__Female	Inh GPC5 RIT2	apoe_interaction	AD_effect_e2_minus_e33__Female	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	375	inhibitory::Inh.GPC5.RIT2::AD_effect_e4_minus_e33__Female	Inh GPC5 RIT2	apoe_interaction	AD_effect_e4_minus_e33__Female	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	376	inhibitory::Inh.GPC5.RIT2::AD_effect_e2_minus_e33__Male	Inh GPC5 RIT2	apoe_interaction	AD_effect_e2_minus_e33__Male	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	377	inhibitory::Inh.GPC5.RIT2::AD_effect_e4_minus_e33__Male	Inh GPC5 RIT2	apoe_interaction	AD_effect_e4_minus_e33__Male	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	378	inhibitory::Inh.GPC5.RIT2::AD_effect_heterogeneity_across_sex_APOE	Inh GPC5 RIT2	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	379	inhibitory::Inh.L1.PAX6.CA4::AD_vs_NCI__Female__e2	Inh L1 PAX6 CA4	AD_vs_NCI	AD_vs_NCI__Female__e2	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2
mast_contrast_status_v1	inhibitory	380	inhibitory::Inh.L1.PAX6.CA4::AD_vs_NCI__Female__e33	Inh L1 PAX6 CA4	AD_vs_NCI	AD_vs_NCI__Female__e33	TRUE	eligible	validated_complete	8533	204	367	7	12	
mast_contrast_status_v1	inhibitory	381	inhibitory::Inh.L1.PAX6.CA4::AD_vs_NCI__Female__e4	Inh L1 PAX6 CA4	AD_vs_NCI	AD_vs_NCI__Female__e4	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:NCI__Female__e4
mast_contrast_status_v1	inhibitory	382	inhibitory::Inh.L1.PAX6.CA4::AD_vs_NCI__Male__e2	Inh L1 PAX6 CA4	AD_vs_NCI	AD_vs_NCI__Male__e2	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2
mast_contrast_status_v1	inhibitory	383	inhibitory::Inh.L1.PAX6.CA4::AD_vs_NCI__Male__e33	Inh L1 PAX6 CA4	AD_vs_NCI	AD_vs_NCI__Male__e33	TRUE	eligible	validated_complete	8518	173	615	6	20	
mast_contrast_status_v1	inhibitory	384	inhibitory::Inh.L1.PAX6.CA4::AD_vs_NCI__Male__e4	Inh L1 PAX6 CA4	AD_vs_NCI	AD_vs_NCI__Male__e4	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:AD__Male__e4,NCI__Male__e4
mast_contrast_status_v1	inhibitory	385	inhibitory::Inh.L1.PAX6.CA4::AD_effect_Female_minus_Male__e2	Inh L1 PAX6 CA4	sex_interaction	AD_effect_Female_minus_Male__e2	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	386	inhibitory::Inh.L1.PAX6.CA4::AD_effect_Female_minus_Male__e33	Inh L1 PAX6 CA4	sex_interaction	AD_effect_Female_minus_Male__e33	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	387	inhibitory::Inh.L1.PAX6.CA4::AD_effect_Female_minus_Male__e4	Inh L1 PAX6 CA4	sex_interaction	AD_effect_Female_minus_Male__e4	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	388	inhibitory::Inh.L1.PAX6.CA4::AD_effect_e2_minus_e33__Female	Inh L1 PAX6 CA4	apoe_interaction	AD_effect_e2_minus_e33__Female	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	389	inhibitory::Inh.L1.PAX6.CA4::AD_effect_e4_minus_e33__Female	Inh L1 PAX6 CA4	apoe_interaction	AD_effect_e4_minus_e33__Female	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	390	inhibitory::Inh.L1.PAX6.CA4::AD_effect_e2_minus_e33__Male	Inh L1 PAX6 CA4	apoe_interaction	AD_effect_e2_minus_e33__Male	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	391	inhibitory::Inh.L1.PAX6.CA4::AD_effect_e4_minus_e33__Male	Inh L1 PAX6 CA4	apoe_interaction	AD_effect_e4_minus_e33__Male	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	392	inhibitory::Inh.L1.PAX6.CA4::AD_effect_heterogeneity_across_sex_APOE	Inh L1 PAX6 CA4	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	FALSE	ineligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	inhibitory	393	inhibitory::Inh.L1.2.PAX6.SCGN::AD_vs_NCI__Female__e2	Inh L1-2 PAX6 SCGN	AD_vs_NCI	AD_vs_NCI__Female__e2	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2
mast_contrast_status_v1	inhibitory	394	inhibitory::Inh.L1.2.PAX6.SCGN::AD_vs_NCI__Female__e33	Inh L1-2 PAX6 SCGN	AD_vs_NCI	AD_vs_NCI__Female__e33	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:AD__Female__e33,NCI__Female__e33
mast_contrast_status_v1	inhibitory	395	inhibitory::Inh.L1.2.PAX6.SCGN::AD_vs_NCI__Female__e4	Inh L1-2 PAX6 SCGN	AD_vs_NCI	AD_vs_NCI__Female__e4	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:AD__Female__e4,NCI__Female__e4
mast_contrast_status_v1	inhibitory	396	inhibitory::Inh.L1.2.PAX6.SCGN::AD_vs_NCI__Male__e2	Inh L1-2 PAX6 SCGN	AD_vs_NCI	AD_vs_NCI__Male__e2	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2
mast_contrast_status_v1	inhibitory	397	inhibitory::Inh.L1.2.PAX6.SCGN::AD_vs_NCI__Male__e33	Inh L1-2 PAX6 SCGN	AD_vs_NCI	AD_vs_NCI__Male__e33	TRUE	ineligible	ineligible	0	0	0	0	0	fewer_than_5_eligible_donors_in_required_group:AD__Male__e33,NCI__Male__e33
