schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	sex	apoe_group	yu_stratum	yu_contrast	contrast_family	contrast_name	analysis_population	manifest_modeling_status	terminal_status	genes_returned	paper_degs	cells_ad	cells_nci	donors_ad	donors_nci	message
yu_mast_contrast_status_v2	opcs	1	opcs::OPC::AD_vs_NCI__Female__e2	OPC	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	8808	327	1325	3748	8	17	
yu_mast_contrast_status_v2	opcs	2	opcs::OPC::AD_vs_NCI__Female__e33	OPC	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	8084	195	8923	10650	37	45	
yu_mast_contrast_status_v2	opcs	3	opcs::OPC::AD_vs_NCI__Female__e4	OPC	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	8622	911	5248	2760	26	11	
yu_mast_contrast_status_v2	opcs	4	opcs::OPC::AD_vs_NCI__Male__e2	OPC	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	7649	1610	1320	1404	7	6	
yu_mast_contrast_status_v2	opcs	5	opcs::OPC::AD_vs_NCI__Male__e33	OPC	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	7647	113	4876	14431	29	53	
yu_mast_contrast_status_v2	opcs	6	opcs::OPC::AD_vs_NCI__Male__e4	OPC	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	7903	240	5115	2083	27	10	
