schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	source_rds	normalized_rds	normalized_rds_sha256	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	rds_manifest_sha256	contrast_manifest_sha256	pseudobulk_samples_sha256	pseudobulk_de_sha256	seurat_version	mast_version	manifest_rows	eligible_paper_contrasts	completed_contrasts	ineligible_contrasts	not_applicable_contrasts	failed_contrasts	result_rows	paper_degs	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
mast_de_status_v1	minerva_production	2	direct	minerva_production_192gb_001	mast:immune	data/processed/Immune_cells.rds	results/minerva_production/05_normalized/Immune_cells.normalized.rds	ff3272dd5ae7298f1a68038aaf44a3c0b5777eaee2950c9efea168b3d4c03fbe	scripts/08_run_mast.R	9f4a2ae1d942c78a6e2ec4d4020902aded8a51f9991a53e989b6f2d47cfc7c85	8b7847757b19b1a0585a125f77d4850e23e2c18cc37cee2195893628f246e3d5	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	f0b0304d4458abaf5866b778729e27dcd99dc5e7396db83a6465d505a2d0721b	df39a2e64119000443a48ec0cdaa9e84800538409dbcb0c6209c471f4d090756	b43936bd1baa30b46ce0675f1795d915aae00504948c13c15da86497ebc82645	5.5.1	1.28.0	70	7	7	23	40	0	34930	2786	11.5425872802734	1638.06755781174	validated_complete		4e50090768ee4f62a81cfd701f9975ff41bcbf92	2026-07-13 15:35:07 UTC
