schema_version	manifest_row	contrast_id	rds_id	cell_type_high_resolution	sex	apoe_group	yu_stratum	yu_contrast	contrast_family	contrast_name	contrast_kind	numerator	denominator	cells_ad_expected	cells_nci_expected	donors_ad_expected	donors_nci_expected	analysis_population	modeling_status	modeling_reason
yu_mast_contrast_manifest_v2	1	opcs::OPC::AD_vs_NCI__Female__e2	opcs	OPC	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	1325	3748	8	17	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	2	opcs::OPC::AD_vs_NCI__Female__e33	opcs	OPC	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	8923	10650	37	45	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	3	opcs::OPC::AD_vs_NCI__Female__e4	opcs	OPC	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	5248	2760	26	11	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	4	opcs::OPC::AD_vs_NCI__Male__e2	opcs	OPC	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	1320	1404	7	6	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	5	opcs::OPC::AD_vs_NCI__Male__e33	opcs	OPC	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	4876	14431	29	53	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	6	opcs::OPC::AD_vs_NCI__Male__e4	opcs	OPC	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	5115	2083	27	10	yu_all_cohort_included_nuclei	estimable	
