schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	contrast_family	contrast_name	paper_matched	eligibility_status	terminal_status	genes_returned	cells_ad	cells_nci	donors_ad	donors_nci	message
mast_contrast_status_v1	excitatory_set2	57	excitatory_set2::Exc.L3.4.RORB.CUX2::AD_vs_NCI__Female__e2	Exc L3-4 RORB CUX2	AD_vs_NCI	AD_vs_NCI__Female__e2	TRUE	eligible	validated_complete	11871	2049	7715	8	16	
mast_contrast_status_v1	excitatory_set2	58	excitatory_set2::Exc.L3.4.RORB.CUX2::AD_vs_NCI__Female__e33	Exc L3-4 RORB CUX2	AD_vs_NCI	AD_vs_NCI__Female__e33	TRUE	eligible	validated_complete	12076	18247	20834	36	45	
mast_contrast_status_v1	excitatory_set2	59	excitatory_set2::Exc.L3.4.RORB.CUX2::AD_vs_NCI__Female__e4	Exc L3-4 RORB CUX2	AD_vs_NCI	AD_vs_NCI__Female__e4	TRUE	eligible	validated_complete	12373	9656	4753	25	11	
mast_contrast_status_v1	excitatory_set2	60	excitatory_set2::Exc.L3.4.RORB.CUX2::AD_vs_NCI__Male__e2	Exc L3-4 RORB CUX2	AD_vs_NCI	AD_vs_NCI__Male__e2	TRUE	eligible	validated_complete	12118	2069	3138	7	5	
mast_contrast_status_v1	excitatory_set2	61	excitatory_set2::Exc.L3.4.RORB.CUX2::AD_vs_NCI__Male__e33	Exc L3-4 RORB CUX2	AD_vs_NCI	AD_vs_NCI__Male__e33	TRUE	eligible	validated_complete	11784	12039	30612	27	52	
mast_contrast_status_v1	excitatory_set2	62	excitatory_set2::Exc.L3.4.RORB.CUX2::AD_vs_NCI__Male__e4	Exc L3-4 RORB CUX2	AD_vs_NCI	AD_vs_NCI__Male__e4	TRUE	eligible	validated_complete	11792	11361	4290	26	10	
mast_contrast_status_v1	excitatory_set2	63	excitatory_set2::Exc.L3.4.RORB.CUX2::AD_effect_Female_minus_Male__e2	Exc L3-4 RORB CUX2	sex_interaction	AD_effect_Female_minus_Male__e2	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	64	excitatory_set2::Exc.L3.4.RORB.CUX2::AD_effect_Female_minus_Male__e33	Exc L3-4 RORB CUX2	sex_interaction	AD_effect_Female_minus_Male__e33	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	65	excitatory_set2::Exc.L3.4.RORB.CUX2::AD_effect_Female_minus_Male__e4	Exc L3-4 RORB CUX2	sex_interaction	AD_effect_Female_minus_Male__e4	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	66	excitatory_set2::Exc.L3.4.RORB.CUX2::AD_effect_e2_minus_e33__Female	Exc L3-4 RORB CUX2	apoe_interaction	AD_effect_e2_minus_e33__Female	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	67	excitatory_set2::Exc.L3.4.RORB.CUX2::AD_effect_e4_minus_e33__Female	Exc L3-4 RORB CUX2	apoe_interaction	AD_effect_e4_minus_e33__Female	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	68	excitatory_set2::Exc.L3.4.RORB.CUX2::AD_effect_e2_minus_e33__Male	Exc L3-4 RORB CUX2	apoe_interaction	AD_effect_e2_minus_e33__Male	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	69	excitatory_set2::Exc.L3.4.RORB.CUX2::AD_effect_e4_minus_e33__Male	Exc L3-4 RORB CUX2	apoe_interaction	AD_effect_e4_minus_e33__Male	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	70	excitatory_set2::Exc.L3.4.RORB.CUX2::AD_effect_heterogeneity_across_sex_APOE	Exc L3-4 RORB CUX2	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	71	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_vs_NCI__Female__e2	Exc L3-5 RORB PLCH1	AD_vs_NCI	AD_vs_NCI__Female__e2	TRUE	eligible	validated_complete	12232	507	1258	7	13	
mast_contrast_status_v1	excitatory_set2	72	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_vs_NCI__Female__e33	Exc L3-5 RORB PLCH1	AD_vs_NCI	AD_vs_NCI__Female__e33	TRUE	eligible	validated_complete	11709	3897	3972	35	44	
mast_contrast_status_v1	excitatory_set2	73	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_vs_NCI__Female__e4	Exc L3-5 RORB PLCH1	AD_vs_NCI	AD_vs_NCI__Female__e4	TRUE	eligible	validated_complete	11828	2398	1115	22	11	
mast_contrast_status_v1	excitatory_set2	74	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_vs_NCI__Male__e2	Exc L3-5 RORB PLCH1	AD_vs_NCI	AD_vs_NCI__Male__e2	TRUE	eligible	validated_complete	11620	715	577	6	5	
mast_contrast_status_v1	excitatory_set2	75	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_vs_NCI__Male__e33	Exc L3-5 RORB PLCH1	AD_vs_NCI	AD_vs_NCI__Male__e33	TRUE	eligible	validated_complete	11202	2403	6042	24	50	
mast_contrast_status_v1	excitatory_set2	76	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_vs_NCI__Male__e4	Exc L3-5 RORB PLCH1	AD_vs_NCI	AD_vs_NCI__Male__e4	TRUE	eligible	validated_complete	11250	2218	959	24	8	
mast_contrast_status_v1	excitatory_set2	77	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_effect_Female_minus_Male__e2	Exc L3-5 RORB PLCH1	sex_interaction	AD_effect_Female_minus_Male__e2	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	78	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_effect_Female_minus_Male__e33	Exc L3-5 RORB PLCH1	sex_interaction	AD_effect_Female_minus_Male__e33	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	79	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_effect_Female_minus_Male__e4	Exc L3-5 RORB PLCH1	sex_interaction	AD_effect_Female_minus_Male__e4	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	80	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_effect_e2_minus_e33__Female	Exc L3-5 RORB PLCH1	apoe_interaction	AD_effect_e2_minus_e33__Female	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	81	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_effect_e4_minus_e33__Female	Exc L3-5 RORB PLCH1	apoe_interaction	AD_effect_e4_minus_e33__Female	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	82	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_effect_e2_minus_e33__Male	Exc L3-5 RORB PLCH1	apoe_interaction	AD_effect_e2_minus_e33__Male	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	83	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_effect_e4_minus_e33__Male	Exc L3-5 RORB PLCH1	apoe_interaction	AD_effect_e4_minus_e33__Male	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	84	excitatory_set2::Exc.L3.5.RORB.PLCH1::AD_effect_heterogeneity_across_sex_APOE	Exc L3-5 RORB PLCH1	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	85	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_vs_NCI__Female__e2	Exc L4-5 RORB GABRG1	AD_vs_NCI	AD_vs_NCI__Female__e2	TRUE	eligible	validated_complete	11080	991	2612	8	16	
mast_contrast_status_v1	excitatory_set2	86	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_vs_NCI__Female__e33	Exc L4-5 RORB GABRG1	AD_vs_NCI	AD_vs_NCI__Female__e33	TRUE	eligible	validated_complete	10995	8741	9737	35	45	
