schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	contrast_family	contrast_name	paper_matched	eligibility_status	terminal_status	genes_returned	cells_ad	cells_nci	donors_ad	donors_nci	message
mast_contrast_status_v1	excitatory_set2	87	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_vs_NCI__Female__e4	Exc L4-5 RORB GABRG1	AD_vs_NCI	AD_vs_NCI__Female__e4	TRUE	eligible	validated_complete	10995	4241	2234	24	11	
mast_contrast_status_v1	excitatory_set2	88	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_vs_NCI__Male__e2	Exc L4-5 RORB GABRG1	AD_vs_NCI	AD_vs_NCI__Male__e2	TRUE	eligible	validated_complete	10791	1238	1325	6	5	
mast_contrast_status_v1	excitatory_set2	89	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_vs_NCI__Male__e33	Exc L4-5 RORB GABRG1	AD_vs_NCI	AD_vs_NCI__Male__e33	TRUE	eligible	validated_complete	10407	5277	12044	26	51	
mast_contrast_status_v1	excitatory_set2	90	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_vs_NCI__Male__e4	Exc L4-5 RORB GABRG1	AD_vs_NCI	AD_vs_NCI__Male__e4	TRUE	eligible	validated_complete	10463	4597	2201	25	10	
mast_contrast_status_v1	excitatory_set2	91	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_effect_Female_minus_Male__e2	Exc L4-5 RORB GABRG1	sex_interaction	AD_effect_Female_minus_Male__e2	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	92	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_effect_Female_minus_Male__e33	Exc L4-5 RORB GABRG1	sex_interaction	AD_effect_Female_minus_Male__e33	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	93	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_effect_Female_minus_Male__e4	Exc L4-5 RORB GABRG1	sex_interaction	AD_effect_Female_minus_Male__e4	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	94	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_effect_e2_minus_e33__Female	Exc L4-5 RORB GABRG1	apoe_interaction	AD_effect_e2_minus_e33__Female	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	95	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_effect_e4_minus_e33__Female	Exc L4-5 RORB GABRG1	apoe_interaction	AD_effect_e4_minus_e33__Female	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	96	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_effect_e2_minus_e33__Male	Exc L4-5 RORB GABRG1	apoe_interaction	AD_effect_e2_minus_e33__Male	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	97	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_effect_e4_minus_e33__Male	Exc L4-5 RORB GABRG1	apoe_interaction	AD_effect_e4_minus_e33__Male	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	98	excitatory_set2::Exc.L4.5.RORB.GABRG1::AD_effect_heterogeneity_across_sex_APOE	Exc L4-5 RORB GABRG1	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	99	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_vs_NCI__Female__e2	Exc L4-5 RORB IL1RAPL2	AD_vs_NCI	AD_vs_NCI__Female__e2	TRUE	eligible	validated_complete	11874	1430	4989	8	16	
mast_contrast_status_v1	excitatory_set2	100	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_vs_NCI__Female__e33	Exc L4-5 RORB IL1RAPL2	AD_vs_NCI	AD_vs_NCI__Female__e33	TRUE	eligible	validated_complete	11857	12683	13885	37	45	
mast_contrast_status_v1	excitatory_set2	101	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_vs_NCI__Female__e4	Exc L4-5 RORB IL1RAPL2	AD_vs_NCI	AD_vs_NCI__Female__e4	TRUE	eligible	validated_complete	11934	6763	4054	25	11	
mast_contrast_status_v1	excitatory_set2	102	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_vs_NCI__Male__e2	Exc L4-5 RORB IL1RAPL2	AD_vs_NCI	AD_vs_NCI__Male__e2	TRUE	eligible	validated_complete	11811	1690	1855	7	5	
mast_contrast_status_v1	excitatory_set2	103	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_vs_NCI__Male__e33	Exc L4-5 RORB IL1RAPL2	AD_vs_NCI	AD_vs_NCI__Male__e33	TRUE	eligible	validated_complete	11543	7405	17980	27	52	
mast_contrast_status_v1	excitatory_set2	104	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_vs_NCI__Male__e4	Exc L4-5 RORB IL1RAPL2	AD_vs_NCI	AD_vs_NCI__Male__e4	TRUE	eligible	validated_complete	11592	6924	2820	26	10	
mast_contrast_status_v1	excitatory_set2	105	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_effect_Female_minus_Male__e2	Exc L4-5 RORB IL1RAPL2	sex_interaction	AD_effect_Female_minus_Male__e2	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	106	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_effect_Female_minus_Male__e33	Exc L4-5 RORB IL1RAPL2	sex_interaction	AD_effect_Female_minus_Male__e33	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	107	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_effect_Female_minus_Male__e4	Exc L4-5 RORB IL1RAPL2	sex_interaction	AD_effect_Female_minus_Male__e4	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	108	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_effect_e2_minus_e33__Female	Exc L4-5 RORB IL1RAPL2	apoe_interaction	AD_effect_e2_minus_e33__Female	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	109	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_effect_e4_minus_e33__Female	Exc L4-5 RORB IL1RAPL2	apoe_interaction	AD_effect_e4_minus_e33__Female	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	110	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_effect_e2_minus_e33__Male	Exc L4-5 RORB IL1RAPL2	apoe_interaction	AD_effect_e2_minus_e33__Male	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	111	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_effect_e4_minus_e33__Male	Exc L4-5 RORB IL1RAPL2	apoe_interaction	AD_effect_e4_minus_e33__Male	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
mast_contrast_status_v1	excitatory_set2	112	excitatory_set2::Exc.L4.5.RORB.IL1RAPL2::AD_effect_heterogeneity_across_sex_APOE	Exc L4-5 RORB IL1RAPL2	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	FALSE	eligible	not_applicable	0	0	0	0	0	Interaction/omnibus rows are primary pseudobulk tests, not paper-style MAST rows
