schema_version	generated_at_utc	figure_script	input_candidate_tests	input_conservative_summary	input_checks	figure_basename	ranking_method	acat_input_p_value	acat_na_action	acat_example_max_abs_error	acat_reference	selection_rule	plotted_network_driver_rows	plotted_stratum_direction_cells	evidence_color_cap	width_inches	height_inches	png_dpi	data_checks_passed
phase12_kda_figure_generation_log_v1	2026-08-10T23:30:34Z	scripts/figures/analysis/phease12_kda/visualize_phase12_kda_sex_apoe.R	/home/ericzhuang2010/VscodeProjects/alzheimer/results/figures/analysis/phase12_kda/phase12_kda_primary_directional_candidate_tests.tsv.gz	/home/ericzhuang2010/VscodeProjects/alzheimer/results/figures/analysis/phase12_kda/phase12_kda_conservative_candidate_summary.tsv	/home/ericzhuang2010/VscodeProjects/alzheimer/results/figures/analysis/phase12_kda/phase12_kda_figure_data_checks.tsv	phase12_kda_sex_apoe	acat	raw_p_value	na.to1	3.0434210707142e-11	https://github.com/mw201608/NetWeaver/blob/master/R/ACAT.R	Highlighted non-mtDNA conservative candidates ranked by overall ACAT P; ranking coverage >= 0.5; capped at 3 per network	16	192	7.74823007452389	7.1	7.2	450	TRUE
