schema_version	context_id	rds_id	features	samples	feature_order_identical	count_columns_match_samples	conservation_passed	cohort_barcodes
phase13_source_identity_v1	astrocytes	astrocytes	33538	804	TRUE	TRUE	TRUE	99034
phase13_source_identity_v1	excitatory_neurons	excitatory_set1	33538	276	TRUE	TRUE	TRUE	203994
phase13_source_identity_v1	excitatory_neurons	excitatory_set2	33538	1091	TRUE	TRUE	TRUE	290983
phase13_source_identity_v1	excitatory_neurons	excitatory_set3	33538	2424	TRUE	TRUE	TRUE	205479
phase13_source_identity_v1	inhibitory_neurons	inhibitory	33538	6586	TRUE	TRUE	TRUE	226971
phase13_source_identity_v1	immune_cells	immune	33538	1100	TRUE	TRUE	TRUE	55905
phase13_source_identity_v1	opcs	opcs	33538	276	TRUE	TRUE	TRUE	61883
phase13_source_identity_v1	oligodendrocytes	oligodendrocytes	33538	276	TRUE	TRUE	TRUE	447617
phase13_source_identity_v1	vasculature	vasculature	33538	1053	TRUE	TRUE	TRUE	12904
