schema_version	context_id	module_id	pc1_success	pc1_failure_reason	nci_mean_z_pc1_correlation	variance_explained_pc1	pc1_reliable	omission_units	omission_sign_reversals	omission_fraction_retain_half_magnitude	most_influential_omission
phase13_module_reliability_v1	astrocytes	mtdna_oxphos_13	TRUE		0.997351186690964	0.756201487040433	TRUE	13	0	0.846153846153846	gene:MT-ND6
phase13_module_reliability_v1	astrocytes	nuclear_oxphos_structural_86	TRUE		0.977174114176916	0.349113665245505	TRUE	5	0	0.6	complex_IV
phase13_module_reliability_v1	astrocytes	mitochondrial_translation_155	TRUE		0.985229450024486	0.142308729980278	TRUE	6	1	0.833333333333333	mitochondrial_ribosome
phase13_module_reliability_v1	astrocytes	mib_micos_inner_membrane_19	TRUE		0.357798886771651	0.199912445303486	FALSE	18	3	0.722222222222222	gene:SAMM50
phase13_module_reliability_v1	excitatory_neurons	mtdna_oxphos_13	TRUE		0.997140688491182	0.769162937354508	TRUE	13	0	0.923076923076923	gene:MT-ND6
phase13_module_reliability_v1	excitatory_neurons	nuclear_oxphos_structural_86	TRUE		0.99603805157347	0.639504629277498	TRUE	5	1	0.8	complex_II
phase13_module_reliability_v1	excitatory_neurons	mitochondrial_translation_155	TRUE		0.856508904628686	0.374636553590195	TRUE	6	1	0.833333333333333	mitochondrial_ribosome
phase13_module_reliability_v1	excitatory_neurons	mib_micos_inner_membrane_19	TRUE		0.205971811354545	0.36763647968346	FALSE	18	4	0.777777777777778	gene:IMMT
phase13_module_reliability_v1	inhibitory_neurons	mtdna_oxphos_13	TRUE		0.996806504675456	0.748546184461643	TRUE	13	0	1	gene:MT-ND2
phase13_module_reliability_v1	inhibitory_neurons	nuclear_oxphos_structural_86	TRUE		0.995750752641785	0.555770402215137	TRUE	5	0	0.8	complex_I
phase13_module_reliability_v1	inhibitory_neurons	mitochondrial_translation_155	TRUE		0.989175670875115	0.346564466598103	TRUE	6	0	0.833333333333333	mitochondrial_ribosome
phase13_module_reliability_v1	inhibitory_neurons	mib_micos_inner_membrane_19	TRUE		0.299066071328554	0.278675505255617	FALSE	18	3	0.777777777777778	gene:ATAD3A
phase13_module_reliability_v1	immune_cells	mtdna_oxphos_13	TRUE		0.993640148953465	0.597392070023283	TRUE	13	0	1	gene:MT-ND6
phase13_module_reliability_v1	immune_cells	nuclear_oxphos_structural_86	TRUE		0.945465686747791	0.207106866629797	TRUE	5	3	0.8	complex_I
phase13_module_reliability_v1	immune_cells	mitochondrial_translation_155	TRUE		0.987648972327049	0.167848692724313	TRUE	6	1	0.833333333333333	mitochondrial_ribosome
phase13_module_reliability_v1	immune_cells	mib_micos_inner_membrane_19	TRUE		0.780901970942988	0.212929322913339	TRUE	18	6	0.666666666666667	gene:ATP5MG
phase13_module_reliability_v1	opcs	mtdna_oxphos_13	TRUE		0.993223209089743	0.636738252519182	TRUE	13	0	1	gene:MT-ATP8
phase13_module_reliability_v1	opcs	nuclear_oxphos_structural_86	TRUE		0.986453088632062	0.412476440162215	TRUE	5	0	1	complex_V
phase13_module_reliability_v1	opcs	mitochondrial_translation_155	TRUE		0.812156870302547	0.140769646077446	TRUE	6	0	1	mitochondrial_ribosome
phase13_module_reliability_v1	opcs	mib_micos_inner_membrane_19	TRUE		0.28230887470572	0.222738094918939	FALSE	18	3	0.777777777777778	gene:CHCHD6
phase13_module_reliability_v1	oligodendrocytes	mtdna_oxphos_13	TRUE		0.994949321683196	0.604129178636286	TRUE	13	0	0.846153846153846	gene:MT-ND6
phase13_module_reliability_v1	oligodendrocytes	nuclear_oxphos_structural_86	TRUE		0.984631028815933	0.52997809863299	TRUE	5	0	1	complex_IV
phase13_module_reliability_v1	oligodendrocytes	mitochondrial_translation_155	TRUE		0.41742397152502	0.210122988720966	FALSE	6	3	0.5	mitochondrial_ribosome
phase13_module_reliability_v1	oligodendrocytes	mib_micos_inner_membrane_19	TRUE		0.0374959110249842	0.335379606976105	FALSE	18	1	0.722222222222222	gene:CHCHD6
phase13_module_reliability_v1	vasculature	mtdna_oxphos_13	TRUE		0.999085180170822	0.702570018537702	TRUE	12	0	0.916666666666667	gene:MT-ND5
phase13_module_reliability_v1	vasculature	nuclear_oxphos_structural_86	TRUE		0.994141836118957	0.361837041146158	TRUE	5	1	0.8	complex_I
phase13_module_reliability_v1	vasculature	mitochondrial_translation_155	FALSE	not_testable_module_coverage	NA	NA	FALSE	NA	NA	NA	NA
phase13_module_reliability_v1	vasculature	mib_micos_inner_membrane_19	TRUE		0.662781112089987	0.257557452048928	FALSE	14	6	0.642857142857143	gene:MICOS13
