schema_version	test_id	context_id	contrast_id	module_id	primary_estimate	bootstrap_planned	bootstrap_successful	bootstrap_median	bootstrap_ci_low	bootstrap_ci_high	bootstrap_same_direction_fraction	bootstrap_valid	loo_planned	loo_successful	loo_sign_reversals	loo_largest_change_donor	loo_largest_absolute_change	loo_minimum_estimate	loo_maximum_estimate	balance_planned	balance_successful	balance_same_direction_fraction	balance_valid	threshold50_estimate	threshold50_status	threshold50_agrees	pc1_estimate	pc1_status	pc1_agrees	qc_adjusted_estimate	qc_adjusted_same_direction	severe_qc_exclusion_estimate	severe_qc_exclusion_status	severe_qc_same_direction	omission_units	omission_successful	omission_sign_reversals	omission_fraction_retain_half_magnitude	most_influential_omission	stability_status
phase13_stability_summary_v1	excitatory_neurons::apoe_e4_minus_e33__Male::mitochondrial_translation_155	excitatory_neurons	apoe_e4_minus_e33__Male	mitochondrial_translation_155	-0.0262961721383422	1000	1000	-0.0223474285877048	-0.878518932174099	0.817659831049484	0.523	TRUE	275	275	21	10260309	0.190286976276243	-0.196960801804058	0.1639908041379	1000	1000	0.537	TRUE	-0.0742089191485156	estimated	TRUE	0.0350413007944656	estimated	FALSE	0.23154930119856	FALSE	-0.030724883742935	estimated	TRUE	6	6	1	0.833333333333333	mitochondrial_ribosome	evaluated
phase13_stability_summary_v1	excitatory_neurons::sex_F_minus_M__e2::mib_micos_inner_membrane_19	excitatory_neurons	sex_F_minus_M__e2	mib_micos_inner_membrane_19	-0.0949864104190365	1000	1000	-0.209376565765075	-1.97459043699824	1.59994319099006	0.592	TRUE	275	275	8	50101523	0.50771504785046	-0.53042486584325	0.412728637431423	1000	1000	0.627	TRUE	-0.21412841197283	estimated	TRUE	0.531135462251814	estimated	FALSE	0.307476062934433	FALSE	-0.222038392230804	estimated	TRUE	18	18	4	0.777777777777778	gene:IMMT	evaluated
phase13_stability_summary_v1	excitatory_neurons::sex_F_minus_M__e33::mib_micos_inner_membrane_19	excitatory_neurons	sex_F_minus_M__e33	mib_micos_inner_membrane_19	0.300169607065102	1000	1000	0.256116959262809	-0.332804371808461	0.880229013275733	0.812	TRUE	275	275	0	15144878	0.136428946691395	0.163740660373707	0.383954320081804	1000	1000	0.959	TRUE	0.205881777150477	estimated	TRUE	-0.255953962664761	estimated	FALSE	0.541464908217491	TRUE	0.234940764812665	estimated	TRUE	18	18	0	1	gene:ATAD3B	evaluated
phase13_stability_summary_v1	excitatory_neurons::sex_F_minus_M__e4::mib_micos_inner_membrane_19	excitatory_neurons	sex_F_minus_M__e4	mib_micos_inner_membrane_19	-0.56520508213543	1000	1000	-0.500623505226262	-3.06213904934488	1.13635412533648	0.693	TRUE	275	275	1	21159840	0.932457519496456	-0.955634646375521	0.367252437361027	1000	1000	0.473	TRUE	0.367252437361027	estimated	FALSE	0.064296255760488	estimated	FALSE	-0.318150527412166	TRUE	0.369284347401443	estimated	FALSE	18	18	0	0.944444444444444	gene:IMMT	evaluated
phase13_stability_summary_v1	excitatory_neurons::apoe_e2_minus_e33__Female::mib_micos_inner_membrane_19	excitatory_neurons	apoe_e2_minus_e33__Female	mib_micos_inner_membrane_19	0.354781540431965	1000	1000	0.302098677093548	-0.673324062538014	1.4475160367379	0.726	TRUE	275	275	0	21189544	0.308339582656235	0.0464419577757299	0.518906700715599	1000	1000	0.698	TRUE	0.337612901648554	estimated	TRUE	0.0104443613624388	estimated	FALSE	-0.0611922668002844	FALSE	0.337216616860401	estimated	TRUE	18	18	0	1	gene:CHCHD6	evaluated
phase13_stability_summary_v1	excitatory_neurons::apoe_e2_minus_e33__Male::mib_micos_inner_membrane_19	excitatory_neurons	apoe_e2_minus_e33__Male	mib_micos_inner_membrane_19	0.749937557916104	1000	1000	0.8188543115435	-0.769030739242125	2.46771342331701	0.839	TRUE	275	275	0	50101523	0.477085683461078	0.272851874455026	1.17958549726689	1000	1000	0.946	TRUE	0.757623090771861	estimated	TRUE	-0.776645063554136	estimated	FALSE	0.172796578482774	TRUE	0.794195773903871	estimated	TRUE	18	18	0	1	gene:CHCHD6	evaluated
phase13_stability_summary_v1	excitatory_neurons::apoe_e4_minus_e33__Female::mib_micos_inner_membrane_19	excitatory_neurons	apoe_e4_minus_e33__Female	mib_micos_inner_membrane_19	-0.758158700701466	1000	1000	-0.670560635131772	-3.0751064974201	0.768547662544527	0.745	TRUE	275	275	1	21159840	0.967816217096054	-1.17038198315644	0.209657516394588	1000	1000	0.586	TRUE	0.209657516394588	estimated	FALSE	0.172851851060848	estimated	FALSE	-0.485480371956044	TRUE	0.212443360504472	estimated	FALSE	18	18	0	1	gene:MTX3	evaluated
phase13_stability_summary_v1	excitatory_neurons::apoe_e4_minus_e33__Male::mib_micos_inner_membrane_19	excitatory_neurons	apoe_e4_minus_e33__Male	mib_micos_inner_membrane_19	0.107215988499066	1000	1000	0.108077281627907	-0.7991131643581	1.12175483995504	0.574	TRUE	275	275	3	10260309	0.210621245687294	-0.0714567467227503	0.31783723418636	1000	1000	0.58	TRUE	0.0482868561840382	estimated	FALSE	-0.147398367364401	estimated	FALSE	0.374135063673613	TRUE	0.0780997779156943	estimated	TRUE	18	18	0	0.888888888888889	gene:IMMT	evaluated
phase13_stability_summary_v1	inhibitory_neurons::sex_F_minus_M__e2::mtdna_oxphos_13	inhibitory_neurons	sex_F_minus_M__e2	mtdna_oxphos_13	0.174453010765047	1000	1000	0.194038185514501	-1.15265729615129	1.72586983178354	0.612	TRUE	273	273	4	66406040	0.33871308375131	-0.164260072986263	0.478158990581415	1000	1000	0.687	TRUE	0.167692238629874	estimated	TRUE	0.211748121780223	estimated	TRUE	-0.00691987358578983	FALSE	0.174453010765047	estimated	TRUE	13	13	0	1	gene:MT-ND2	evaluated
phase13_stability_summary_v1	inhibitory_neurons::sex_F_minus_M__e33::mtdna_oxphos_13	inhibitory_neurons	sex_F_minus_M__e33	mtdna_oxphos_13	0.20759030836546	1000	1000	0.229490323036682	-0.395824489939289	0.811691131996164	0.762	TRUE	273	273	0	11371707	0.0833474786293716	0.124242829736089	0.281894614587562	1000	1000	0.831	TRUE	0.184069708213151	estimated	TRUE	0.232410508661567	estimated	TRUE	0.106920597734526	TRUE	0.20759030836546	estimated	TRUE	13	13	0	1	gene:MT-ND6	evaluated
phase13_stability_summary_v1	inhibitory_neurons::sex_F_minus_M__e4::mtdna_oxphos_13	inhibitory_neurons	sex_F_minus_M__e4	mtdna_oxphos_13	-0.0784551307392182	1000	1000	-0.107054806009035	-1.10974592158815	0.887263198331606	0.584	TRUE	273	273	4	11681508	0.214319474170195	-0.241550904441923	0.135864343430977	1000	1000	0.586	TRUE	-0.213669875355983	estimated	TRUE	-0.0587885359149551	estimated	TRUE	-0.270976226133704	TRUE	-0.0784551307392182	estimated	TRUE	13	13	0	1	gene:MT-ATP6	evaluated
phase13_stability_summary_v1	inhibitory_neurons::apoe_e2_minus_e33__Female::mtdna_oxphos_13	inhibitory_neurons	apoe_e2_minus_e33__Female	mtdna_oxphos_13	-0.511182105733775	1000	1000	-0.493155343362887	-1.37218444593185	0.436215167582052	0.867	TRUE	273	273	0	09650662	0.310830450475297	-0.708028447549758	-0.200351655258478	1000	1000	0.864	TRUE	-0.509586999444236	estimated	TRUE	-0.490564864394744	estimated	TRUE	-0.0762265719434041	TRUE	-0.511182105733775	estimated	TRUE	13	13	0	1	gene:MT-ATP8	evaluated
phase13_stability_summary_v1	inhibitory_neurons::apoe_e2_minus_e33__Male::mtdna_oxphos_13	inhibitory_neurons	apoe_e2_minus_e33__Male	mtdna_oxphos_13	-0.478044808133362	1000	1000	-0.474968823332823	-1.73308283388649	0.851226637031518	0.785	TRUE	273	273	0	66406040	0.333434578055525	-0.777075038208792	-0.144610230077837	1000	1000	0.787	TRUE	-0.493209529860959	estimated	TRUE	-0.4699024775134	estimated	TRUE	0.0376138993769122	FALSE	-0.478044808133362	estimated	TRUE	13	13	0	1	gene:MT-ATP8	evaluated
phase13_stability_summary_v1	inhibitory_neurons::apoe_e4_minus_e33__Female::mtdna_oxphos_13	inhibitory_neurons	apoe_e4_minus_e33__Female	mtdna_oxphos_13	-0.483595448756469	1000	1000	-0.522956210056763	-1.2050836599327	0.226313828437947	0.917	TRUE	273	273	0	20963578	0.105439370862215	-0.589034819618684	-0.380843939004547	1000	1000	0.863	TRUE	-0.560732351232486	estimated	TRUE	-0.490137705679074	estimated	TRUE	-0.238635320343517	TRUE	-0.483595448756469	estimated	TRUE	13	13	0	1	gene:MT-ATP8	evaluated
phase13_stability_summary_v1	inhibitory_neurons::apoe_e4_minus_e33__Male::mtdna_oxphos_13	inhibitory_neurons	apoe_e4_minus_e33__Male	mtdna_oxphos_13	-0.19755000965179	1000	1000	-0.183891898724757	-1.06083179756883	0.766730109395535	0.647	TRUE	273	273	0	11681508	0.214362728037052	-0.411912737688842	-0.0353938294639679	1000	1000	0.65	TRUE	-0.162992767663352	estimated	TRUE	-0.198938661102552	estimated	TRUE	0.139261503524714	FALSE	-0.19755000965179	estimated	TRUE	13	13	0	1	gene:MT-ATP8	evaluated
phase13_stability_summary_v1	inhibitory_neurons::sex_F_minus_M__e2::nuclear_oxphos_structural_86	inhibitory_neurons	sex_F_minus_M__e2	nuclear_oxphos_structural_86	-0.318989875566187	1000	1000	-0.337227874145742	-1.94084043739973	1.20566052384848	0.649	TRUE	273	273	0	34726040	0.412100368167144	-0.731090243733332	-0.0841517225634365	1000	1000	0.697	TRUE	-0.365983102693193	estimated	TRUE	-0.214731258113363	estimated	TRUE	-0.184282485955597	TRUE	-0.318989875566187	estimated	TRUE	5	5	0	1	complex_I	evaluated
phase13_stability_summary_v1	inhibitory_neurons::sex_F_minus_M__e33::nuclear_oxphos_structural_86	inhibitory_neurons	sex_F_minus_M__e33	nuclear_oxphos_structural_86	-0.21415745428984	1000	1000	-0.209006210234965	-0.778145553651977	0.363238345490934	0.775	TRUE	273	273	0	10101327	0.116904643640551	-0.274855717413492	-0.097252810649289	1000	1000	0.893	TRUE	-0.103377512901238	estimated	FALSE	-0.230514309174032	estimated	TRUE	-0.121821689926073	TRUE	-0.21415745428984	estimated	TRUE	5	5	0	1	complex_V	evaluated
phase13_stability_summary_v1	inhibitory_neurons::sex_F_minus_M__e4::nuclear_oxphos_structural_86	inhibitory_neurons	sex_F_minus_M__e4	nuclear_oxphos_structural_86	0.208554794972956	1000	1000	0.239216353148509	-0.978609742506988	1.32161901282214	0.663	TRUE	273	273	1	10260309	0.277623618753365	-0.0690688237804089	0.419156032839026	1000	1000	0.738	TRUE	0.297938898074705	estimated	TRUE	0.243626314981304	estimated	TRUE	0.190963912970204	TRUE	0.208554794972956	estimated	TRUE	5	5	0	1	complex_I	evaluated
phase13_stability_summary_v1	inhibitory_neurons::apoe_e2_minus_e33__Female::nuclear_oxphos_structural_86	inhibitory_neurons	apoe_e2_minus_e33__Female	nuclear_oxphos_structural_86	-0.166663637073766	1000	1000	-0.172176201010967	-1.2536182156523	1.09048272289775	0.602	TRUE	273	273	1	21189544	0.330741825640413	-0.497405462714179	0.0559451861050207	1000	1000	0.61	TRUE	-0.165538942811945	estimated	TRUE	-0.177359940510594	estimated	TRUE	-0.208485533805733	TRUE	-0.166663637073766	estimated	TRUE	5	5	0	1	complex_I	evaluated
phase13_stability_summary_v1	inhibitory_neurons::apoe_e2_minus_e33__Male::nuclear_oxphos_structural_86	inhibitory_neurons	apoe_e2_minus_e33__Male	nuclear_oxphos_structural_86	-0.0618312157974183	1000	1000	-0.05176724314191	-1.19701046662503	1.0209740231202	0.527	TRUE	273	273	9	34726040	0.402496089022953	-0.299882817836684	0.340664873225534	1000	1000	0.501	TRUE	0.0970666469800092	estimated	FALSE	-0.193142991571264	estimated	TRUE	-0.146024737776209	TRUE	-0.0618312157974183	estimated	TRUE	5	5	0	0.8	complex_I	evaluated
phase13_stability_summary_v1	inhibitory_neurons::apoe_e4_minus_e33__Female::nuclear_oxphos_structural_86	inhibitory_neurons	apoe_e4_minus_e33__Female	nuclear_oxphos_structural_86	0.200706929897929	1000	1000	0.201189088713075	-0.388145471201723	0.874418871424821	0.729	TRUE	273	273	0	20112377	0.169816083402013	0.0308908464959163	0.30939098229176	1000	1000	0.778	TRUE	0.226087789308829	estimated	TRUE	0.234830230155936	estimated	TRUE	0.304378246306557	TRUE	0.200706929897929	estimated	TRUE	5	5	0	1	complex_I	evaluated
phase13_stability_summary_v1	inhibitory_neurons::apoe_e4_minus_e33__Male::nuclear_oxphos_structural_86	inhibitory_neurons	apoe_e4_minus_e33__Male	nuclear_oxphos_structural_86	-0.222005319364866	1000	1000	-0.221405273715642	-1.27456680321515	0.893337142929224	0.669	TRUE	273	273	1	10260309	0.269147687215891	-0.437520482106336	0.0471423678510242	1000	1000	0.68	TRUE	-0.175228621667114	estimated	TRUE	-0.2393103939994	estimated	TRUE	-0.00840735658971969	TRUE	-0.222005319364866	estimated	TRUE	5	5	0	1	complex_I	evaluated
phase13_stability_summary_v1	inhibitory_neurons::sex_F_minus_M__e2::mitochondrial_translation_155	inhibitory_neurons	sex_F_minus_M__e2	mitochondrial_translation_155	-1.43219757816699	1000	1000	-1.46677827185239	-3.11852683666464	0.219781882270634	0.959	TRUE	273	273	0	50102114	0.854681083029747	-1.94938455518837	-0.577516495137248	1000	1000	1	TRUE	-1.80815870792641	estimated	TRUE	-1.22489076992933	estimated	TRUE	-1.07777522641411	TRUE	-1.43219757816699	estimated	TRUE	6	6	0	1	mitochondrial_ribosome	evaluated
phase13_stability_summary_v1	inhibitory_neurons::sex_F_minus_M__e33::mitochondrial_translation_155	inhibitory_neurons	sex_F_minus_M__e33	mitochondrial_translation_155	-0.275050228297649	1000	1000	-0.289165912894997	-0.672417568366269	0.150642572214324	0.916	TRUE	273	273	0	83984043	0.0557802839137768	-0.330830512211426	-0.219700798783244	1000	1000	0.958	TRUE	-0.228738291764115	estimated	TRUE	-0.262561489215563	estimated	TRUE	-0.0439993751071311	TRUE	-0.275050228297649	estimated	TRUE	6	6	0	1	mitochondrial_ribosome	evaluated
phase13_stability_summary_v1	inhibitory_neurons::sex_F_minus_M__e4::mitochondrial_translation_155	inhibitory_neurons	sex_F_minus_M__e4	mitochondrial_translation_155	-0.15010705494652	1000	1000	-0.153574549870082	-1.30673940965509	0.734114414363311	0.635	TRUE	273	273	1	21159840	0.238094700918076	-0.28761800415829	0.0879876459715565	1000	1000	0.561	TRUE	0.2481234947847	estimated	FALSE	-0.0421912937681557	estimated	FALSE	-0.0877115129272184	TRUE	-0.15010705494652	estimated	TRUE	6	6	0	1	mitochondrial_ribosome	evaluated
phase13_stability_summary_v1	inhibitory_neurons::apoe_e2_minus_e33__Female::mitochondrial_translation_155	inhibitory_neurons	apoe_e2_minus_e33__Female	mitochondrial_translation_155	0.0669330245626844	1000	1000	0.0723850743303941	-0.634424271664398	0.966628158638514	0.585	TRUE	273	273	3	21189544	0.178121592983996	-0.111188568421311	0.1671205287565	1000	1000	0.636	TRUE	0.143374780760138	estimated	TRUE	0.015439770622731	estimated	FALSE	-0.233432768102671	FALSE	0.0669330245626844	estimated	TRUE	6	6	0	0.833333333333333	mitochondrial_ribosome	evaluated
phase13_stability_summary_v1	inhibitory_neurons::apoe_e2_minus_e33__Male::mitochondrial_translation_155	inhibitory_neurons	apoe_e2_minus_e33__Male	mitochondrial_translation_155	1.22408037443203	1000	1000	1.28083733274672	-0.358515699254788	2.78519462549961	0.933	TRUE	273	273	0	50102114	0.874056935805525	0.350023438626505	1.73359479019078	1000	1000	0.972	TRUE	1.72279519692243	estimated	TRUE	0.977769051336497	estimated	TRUE	0.800343083204312	TRUE	1.22408037443203	estimated	TRUE	6	6	0	1	mitochondrial_ribosome	evaluated
phase13_stability_summary_v1	inhibitory_neurons::apoe_e4_minus_e33__Female::mitochondrial_translation_155	inhibitory_neurons	apoe_e4_minus_e33__Female	mitochondrial_translation_155	-0.131943734104549	1000	1000	-0.143278653528849	-1.02394936842035	0.651921855401238	0.645	TRUE	273	273	1	21159840	0.232433601543025	-0.272903583905225	0.100489867438476	1000	1000	0.589	TRUE	0.341239720272977	estimated	FALSE	-0.0336795573340463	estimated	FALSE	-0.0524746614623086	TRUE	-0.131943734104549	estimated	TRUE	6	6	0	1	mitochondrial_ribosome	evaluated
phase13_stability_summary_v1	inhibitory_neurons::apoe_e4_minus_e33__Male::mitochondrial_translation_155	inhibitory_neurons	apoe_e4_minus_e33__Male	mitochondrial_translation_155	-0.256886907455678	1000	1000	-0.262148978274308	-0.907551112980554	0.515461633650974	0.778	TRUE	273	273	0	11697592	0.14709592600383	-0.403982833459509	-0.127748582349323	1000	1000	0.758	TRUE	-0.135622066275838	estimated	TRUE	-0.254049752781454	estimated	TRUE	-0.00876252364222135	TRUE	-0.256886907455678	estimated	TRUE	6	6	0	1	mitochondrial_ribosome	evaluated
phase13_stability_summary_v1	inhibitory_neurons::sex_F_minus_M__e2::mib_micos_inner_membrane_19	inhibitory_neurons	sex_F_minus_M__e2	mib_micos_inner_membrane_19	-1.28027739695352	1000	1000	-1.28283812565634	-3.10101358740635	0.82261960377403	0.893	TRUE	273	273	0	50102114	0.597447088037042	-1.79455987374433	-0.682830308916474	1000	1000	0.994	TRUE	-1.21360735606515	estimated	TRUE	-0.202969817235087	estimated	FALSE	-0.975890136852212	TRUE	-1.28027739695352	estimated	TRUE	18	18	0	1	gene:CHCHD6	evaluated
phase13_stability_summary_v1	inhibitory_neurons::sex_F_minus_M__e33::mib_micos_inner_membrane_19	inhibitory_neurons	sex_F_minus_M__e33	mib_micos_inner_membrane_19	0.332265381603017	1000	1000	0.352405205162913	-0.256671972809934	0.96921904296826	0.869	TRUE	273	273	0	11345331	0.104835051441164	0.246423944063182	0.437100433044181	1000	1000	0.984	TRUE	0.422642919225601	estimated	TRUE	-0.427266000488213	estimated	FALSE	0.531718221017586	TRUE	0.332265381603017	estimated	TRUE	18	18	0	1	gene:OPA1	evaluated
phase13_stability_summary_v1	inhibitory_neurons::sex_F_minus_M__e4::mib_micos_inner_membrane_19	inhibitory_neurons	sex_F_minus_M__e4	mib_micos_inner_membrane_19	0.36982504422734	1000	1000	0.330114876660316	-0.929439321029754	1.44469581068455	0.696	TRUE	273	273	0	21159840	0.278299878784077	0.11107903147728	0.648124923011418	1000	1000	0.771	TRUE	0.585616453073125	estimated	TRUE	0.297317894053176	estimated	TRUE	0.414085963396644	TRUE	0.36982504422734	estimated	TRUE	18	18	0	1	gene:APOO	evaluated
phase13_stability_summary_v1	inhibitory_neurons::apoe_e2_minus_e33__Female::mib_micos_inner_membrane_19	inhibitory_neurons	apoe_e2_minus_e33__Female	mib_micos_inner_membrane_19	-0.380126743263997	1000	1000	-0.361648643355111	-1.15941937079901	0.511571346133663	0.791	TRUE	273	273	0	08109170	0.194982355619552	-0.560863800375553	-0.185144387644445	1000	1000	0.753	TRUE	-0.345888270677067	estimated	TRUE	-0.0898297417367266	estimated	FALSE	-0.621755962349183	TRUE	-0.380126743263997	estimated	TRUE	18	18	0	1	gene:SAMM50	evaluated
phase13_stability_summary_v1	inhibitory_neurons::apoe_e2_minus_e33__Male::mib_micos_inner_membrane_19	inhibitory_neurons	apoe_e2_minus_e33__Male	mib_micos_inner_membrane_19	1.23241603529254	1000	1000	1.28921502345449	-0.907498829105305	3.06207872593328	0.901	TRUE	273	273	0	50102114	0.592896191850643	0.639519843441894	1.77261071335571	1000	1000	0.974	TRUE	1.29036200461368	estimated	TRUE	-0.314125924989853	estimated	FALSE	0.885852395520616	TRUE	1.23241603529254	estimated	TRUE	18	18	0	1	gene:CHCHD6	evaluated
phase13_stability_summary_v1	inhibitory_neurons::apoe_e4_minus_e33__Female::mib_micos_inner_membrane_19	inhibitory_neurons	apoe_e4_minus_e33__Female	mib_micos_inner_membrane_19	-0.0855626069887577	1000	1000	-0.101536017349004	-1.242669355895	0.900638498340859	0.572	TRUE	273	273	3	83034844	0.276220554351395	-0.361783161340153	0.183760610089088	1000	1000	0.53	TRUE	0.224339602099788	estimated	FALSE	0.469708229550412	estimated	FALSE	-0.000725144602611416	TRUE	-0.0855626069887577	estimated	TRUE	18	18	3	0.777777777777778	gene:ATAD3A	evaluated
phase13_stability_summary_v1	inhibitory_neurons::apoe_e4_minus_e33__Male::mib_micos_inner_membrane_19	inhibitory_neurons	apoe_e4_minus_e33__Male	mib_micos_inner_membrane_19	-0.123122269613081	1000	1000	-0.0885665767385007	-0.974804309978586	0.885167342455966	0.574	TRUE	273	273	2	11697592	0.242933235243155	-0.366055504856236	0.108453151022293	1000	1000	0.585	TRUE	0.0613660682522646	estimated	FALSE	-0.254875664990978	estimated	TRUE	0.11690711301833	FALSE	-0.123122269613081	estimated	TRUE	18	18	0	0.944444444444444	gene:SLC25A46	evaluated
phase13_stability_summary_v1	immune_cells::sex_F_minus_M__e2::mtdna_oxphos_13	immune_cells	sex_F_minus_M__e2	mtdna_oxphos_13	0.542046576448688	1000	1000	0.568152931647402	-0.832442322695841	1.91667731250806	0.791	TRUE	264	264	0	50400835	0.47070611512707	0.181388524856855	1.01275269157576	1000	1000	0.84	TRUE	NA	not_testable_threshold50	FALSE	0.6745527671733	estimated	TRUE	0.299678799534503	TRUE	0.522573893136989	estimated	TRUE	13	13	0	1	gene:MT-ND6	evaluated
phase13_stability_summary_v1	immune_cells::sex_F_minus_M__e33::mtdna_oxphos_13	immune_cells	sex_F_minus_M__e33	mtdna_oxphos_13	0.182848470565844	1000	1000	0.163162991319199	-0.539511616407239	0.930400045869909	0.674	TRUE	264	264	0	11444465	0.155503509224002	0.0273449613418418	0.276485773494723	1000	1000	0.812	TRUE	-0.0132999071644627	estimated	FALSE	0.148884383633705	estimated	TRUE	0.0938174188972356	TRUE	0.119060234314087	estimated	TRUE	13	13	0	1	gene:MT-ND6	evaluated
phase13_stability_summary_v1	immune_cells::sex_F_minus_M__e4::mtdna_oxphos_13	immune_cells	sex_F_minus_M__e4	mtdna_oxphos_13	0.359848869609836	1000	1000	0.350232956394337	-1.00406035842597	1.58217562288276	0.7	TRUE	264	264	0	10202345	0.313604171981147	0.0462446976286885	0.595801582608976	1000	1000	0.753	TRUE	0.363675532591252	estimated	TRUE	0.427956367463109	estimated	TRUE	-0.430269595746721	FALSE	0.0644030917191657	estimated	TRUE	13	13	0	1	gene:MT-ATP8	evaluated
phase13_stability_summary_v1	immune_cells::apoe_e2_minus_e33__Female::mtdna_oxphos_13	immune_cells	apoe_e2_minus_e33__Female	mtdna_oxphos_13	-0.563854252126343	1000	1000	-0.574258989722156	-1.46708753834723	0.42036047066458	0.893	TRUE	264	264	0	20730959	0.255540602417806	-0.819394854544149	-0.340422212939821	1000	1000	0.84	TRUE	-0.622395211246204	estimated	TRUE	-0.454642105607175	estimated	TRUE	0.130150316183064	FALSE	-0.451521206018338	estimated	TRUE	13	13	0	1	gene:MT-ND6	evaluated
phase13_stability_summary_v1	immune_cells::apoe_e2_minus_e33__Male::mtdna_oxphos_13	immune_cells	apoe_e2_minus_e33__Male	mtdna_oxphos_13	-0.923052358009187	1000	1000	-0.991821947320906	-2.16208096625218	0.309849099461276	0.93	TRUE	264	264	0	50400835	0.468385367264235	-1.39143772527342	-0.567811966129424	1000	1000	0.915	TRUE	NA	not_testable_threshold50	FALSE	-0.980310489146771	estimated	TRUE	-0.0757110644542038	TRUE	-0.855034864841239	estimated	TRUE	13	13	0	1	gene:MT-ND6	evaluated
phase13_stability_summary_v1	immune_cells::apoe_e4_minus_e33__Female::mtdna_oxphos_13	immune_cells	apoe_e4_minus_e33__Female	mtdna_oxphos_13	-0.131183506252015	1000	1000	-0.124297488983227	-1.01351146839657	0.75154222986525	0.607	TRUE	264	264	1	21001519	0.184684543087594	-0.283557605655806	0.0535010368355785	1000	1000	0.649	TRUE	0.057945284222239	estimated	FALSE	-0.0931962230692014	estimated	TRUE	-0.35182698778053	TRUE	-0.354312102892067	estimated	TRUE	13	13	0	1	gene:MT-CO1	evaluated
phase13_stability_summary_v1	immune_cells::apoe_e4_minus_e33__Male::mtdna_oxphos_13	immune_cells	apoe_e4_minus_e33__Male	mtdna_oxphos_13	-0.308183905296007	1000	1000	-0.275368681895714	-1.36354612052654	0.813018397873159	0.692	TRUE	264	264	1	10202345	0.314852293895818	-0.547295167489894	0.00666838859981096	1000	1000	0.684	TRUE	-0.319030155533476	estimated	TRUE	-0.372268206898606	estimated	TRUE	0.172260026863427	FALSE	-0.299654960297146	estimated	TRUE	13	13	0	1	gene:MT-ND6	evaluated
phase13_stability_summary_v1	immune_cells::sex_F_minus_M__e2::nuclear_oxphos_structural_86	immune_cells	sex_F_minus_M__e2	nuclear_oxphos_structural_86	0.297705799588375	1000	1000	0.292056405872871	-1.9093270113165	2.37669165186366	0.603	TRUE	264	264	2	34726040	0.993091718454526	-0.695385918866151	1.08339582914916	1000	1000	0.725	TRUE	NA	not_testable_threshold50	FALSE	0.671120746632342	estimated	TRUE	0.352497624101264	TRUE	0.297948238186839	estimated	TRUE	5	5	0	0.8	complex_I	evaluated
phase13_stability_summary_v1	immune_cells::sex_F_minus_M__e33::nuclear_oxphos_structural_86	immune_cells	sex_F_minus_M__e33	nuclear_oxphos_structural_86	0.193456327277797	1000	1000	0.193282605317215	-0.349481216610352	0.774205301838366	0.758	TRUE	264	264	0	82317494	0.0829352125020229	0.143410571394815	0.27639153977982	1000	1000	0.881	TRUE	0.358652693690842	estimated	TRUE	0.215660864052733	estimated	TRUE	0.19913751557049	TRUE	0.217898784358057	estimated	TRUE	5	5	0	0.8	complex_I	evaluated
phase13_stability_summary_v1	immune_cells::sex_F_minus_M__e4::nuclear_oxphos_structural_86	immune_cells	sex_F_minus_M__e4	nuclear_oxphos_structural_86	0.00269605707635688	1000	1000	0.0323666326943638	-0.963282969654192	1.08014831532029	0.533	TRUE	264	264	49	10202345	0.268377721156045	-0.265681664079688	0.25715709629945	1000	1000	0.463	TRUE	0.170985150103784	estimated	TRUE	0.420288090802955	estimated	TRUE	-0.0203465508369135	FALSE	0.00901400405610663	estimated	TRUE	5	5	3	1	complex_I	evaluated
phase13_stability_summary_v1	immune_cells::apoe_e2_minus_e33__Female::nuclear_oxphos_structural_86	immune_cells	apoe_e2_minus_e33__Female	nuclear_oxphos_structural_86	0.224089359075058	1000	1000	0.214455323473272	-0.704616254259663	1.16406065395785	0.663	TRUE	264	264	1	21189544	0.324671866670743	-0.100582507595685	0.470652461247653	1000	1000	0.669	TRUE	-0.0836586822977389	estimated	FALSE	0.272307190963409	estimated	TRUE	0.277052837203341	TRUE	0.195190311934409	estimated	TRUE	5	5	0	0.8	complex_V	evaluated
phase13_stability_summary_v1	immune_cells::apoe_e2_minus_e33__Male::nuclear_oxphos_structural_86	immune_cells	apoe_e2_minus_e33__Male	nuclear_oxphos_structural_86	0.11983988676448	1000	1000	0.142551146465344	-1.78838291485529	1.99387059903205	0.555	TRUE	264	264	3	34726040	1.00297024139782	-0.63793892994527	1.1228101281623	1000	1000	0.58	TRUE	NA	not_testable_threshold50	FALSE	-0.183152691616201	estimated	FALSE	0.123692728672566	TRUE	0.115140858105628	estimated	TRUE	5	5	1	0.8	complex_I	evaluated
phase13_stability_summary_v1	immune_cells::apoe_e4_minus_e33__Female::nuclear_oxphos_structural_86	immune_cells	apoe_e4_minus_e33__Female	nuclear_oxphos_structural_86	0.147551486812177	1000	1000	0.173424631185057	-0.460295353340981	0.845240909309689	0.693	TRUE	264	264	0	50100932	0.109937451345591	0.0376140354665861	0.247108456670285	1000	1000	0.645	TRUE	-0.00222492170328317	estimated	FALSE	0.289156808777822	estimated	TRUE	0.143464650839582	TRUE	0.132533523901736	estimated	TRUE	5	5	0	0.8	complex_I	evaluated
