schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	task_mode	scientific_script	scientific_script_sha256	scientific_config_sha256	module_manifest_sha256	pipeline_config_sha256	execution_config_sha256	rds_manifest_sha256	contexts	modules	module_memberships	modifier_contrasts	planned_primary_tests	eligible_tests	not_testable_tests	score_result_rows	camera_result_rows	bootstrap_repetitions	balance_repetitions	stability_parallel_backend	stability_workers_requested	stability_workers_effective	supported_rows	scientific_decision	failed_checks	artifact_manifest_sha256	validation_status	git_revision	timestamp_utc
phase13_status_v1	minerva_production	2	direct	minerva_production_192gb_001	global:respiratory_modifier	respiratory_modifier	scripts/13_run_respiratory_modifier.R	59904c6582a9faa5af76733332be1baa68f3a9b37bfd223759844fd5d62ac53e	9dc208a386f8fea8179035b596411498cd325f39e788d5b7d722a6f07f9067ed	4c4f445687ccd86d6b84b27d98d16bc4586a84304932963449291812ef55dd33	7c37aaeb168b0bb11f1c618c6a054769cd9c539d8888d572988a07f3f319fd55	64524dd60b0ac154b2e85ccfac026b0d93a94167a20233f8218662b00dbe932e	af25eb6e2144b6a25e4438fd89571364d5c731e6c4ba8140a30626ef21c50bef	7	4	273	7	196	180	16	196	196	1000	1000	fork	3	3	0	inconclusive		e654b4e491feb4f19feed10c9f54c713cc1ef09999b5c9263375c75079d08a85	validated_complete	be55a07901e941268801b4fc0303a456de76a183	2026-08-09 20:11:41
