schema_version	analysis_id	title	definitions_approved	definitions_frozen	approval_basis	execution_stage	pilot	contexts	groups	contrasts	modules	module_memberships	planned_primary_tests	sesoi_nci_sd	prior_count	model_formula	score_family	camera_family	base_seed	stability_parallel_backend	stability_workers_requested	stability_workers_effective	analysis_fingerprint	scientific_config_sha256	module_manifest_sha256
phase13_analysis_manifest_v1	phase13_respiratory_modifier_c1_v1	Donor-level test of sex/APOE modification of AD-associated mitochondrial respiratory programs	TRUE	TRUE	explicit_user_execution_request_2026-08-08	minerva_production	FALSE	7	12	7	4	273	196	0.25	2	~ 0 + diagnosis_sex_APOE_group + age_death_scaled + pmi_scaled + study	M13-score	M13-camera	1313001	fork	3	3	d6fc492e5440c1f2d10b7434fd151cc57b8898cb03bb9ad096e17b3154cb236a	9dc208a386f8fea8179035b596411498cd325f39e788d5b7d722a6f07f9067ed	4c4f445687ccd86d6b84b27d98d16bc4586a84304932963449291812ef55dd33
