schema_version	module_order	module_id	frozen_gene_symbol	current_approved_symbol	stable_ensembl_id	assay_feature_identifier	source	source_version	inclusion_reason	omission_category	respiratory_complex	overlaps_phase13_modules	mapping_status
phase13_module_members_v1	4	mib_micos_inner_membrane_19	ATAD3B	ATAD3B	ENSG00000160072	ATAD3B	MitoCarta3.0 custom union	3	frozen cristae plus membrane-interaction union	gene:ATAD3B	not_applicable	none	unique_assay_match
phase13_module_members_v1	4	mib_micos_inner_membrane_19	CHCHD3	CHCHD3	ENSG00000106554	CHCHD3	MitoCarta3.0 custom union	3	frozen cristae plus membrane-interaction union	gene:CHCHD3	not_applicable	none	unique_assay_match
phase13_module_members_v1	4	mib_micos_inner_membrane_19	CHCHD6	CHCHD6	ENSG00000159685	CHCHD6	MitoCarta3.0 custom union	3	frozen cristae plus membrane-interaction union	gene:CHCHD6	not_applicable	none	unique_assay_match
phase13_module_members_v1	4	mib_micos_inner_membrane_19	DNAJC11	DNAJC11	ENSG00000007923	DNAJC11	MitoCarta3.0 custom union	3	frozen cristae plus membrane-interaction union	gene:DNAJC11	not_applicable	none	unique_assay_match
phase13_module_members_v1	4	mib_micos_inner_membrane_19	IMMT	IMMT	ENSG00000132305	IMMT	MitoCarta3.0 custom union	3	frozen cristae plus membrane-interaction union	gene:IMMT	not_applicable	none	unique_assay_match
phase13_module_members_v1	4	mib_micos_inner_membrane_19	MICOS10	MICOS10	ENSG00000173436	MINOS1	MitoCarta3.0 custom union	3	frozen cristae plus membrane-interaction union	gene:MICOS10	not_applicable	none	unique_assay_match
phase13_module_members_v1	4	mib_micos_inner_membrane_19	MICOS13	MICOS13	ENSG00000174917	C19orf70	MitoCarta3.0 custom union	3	frozen cristae plus membrane-interaction union	gene:MICOS13	not_applicable	none	unique_assay_match
phase13_module_members_v1	4	mib_micos_inner_membrane_19	MTX1	MTX1	ENSG00000173171	MTX1	MitoCarta3.0 custom union	3	frozen cristae plus membrane-interaction union	gene:MTX1	not_applicable	none	unique_assay_match
phase13_module_members_v1	4	mib_micos_inner_membrane_19	MTX2	MTX2	ENSG00000128654	MTX2	MitoCarta3.0 custom union	3	frozen cristae plus membrane-interaction union	gene:MTX2	not_applicable	none	unique_assay_match
phase13_module_members_v1	4	mib_micos_inner_membrane_19	MTX3	MTX3	ENSG00000177034	MTX3	MitoCarta3.0 custom union	3	frozen cristae plus membrane-interaction union	gene:MTX3	not_applicable	none	unique_assay_match
phase13_module_members_v1	4	mib_micos_inner_membrane_19	OPA1	OPA1	ENSG00000198836	OPA1	MitoCarta3.0 custom union	3	frozen cristae plus membrane-interaction union	gene:OPA1	not_applicable	none	unique_assay_match
phase13_module_members_v1	4	mib_micos_inner_membrane_19	SAMM50	SAMM50	ENSG00000100347	SAMM50	MitoCarta3.0 custom union	3	frozen cristae plus membrane-interaction union	gene:SAMM50	not_applicable	none	unique_assay_match
phase13_module_members_v1	4	mib_micos_inner_membrane_19	SLC25A46	SLC25A46	ENSG00000164209	SLC25A46	MitoCarta3.0 custom union	3	frozen cristae plus membrane-interaction union	gene:SLC25A46	not_applicable	none	unique_assay_match
