schema_version	test_id	context_id	contrast_order	contrast_id	modifier	module_order	module_id	module_role	module_genes	background_genes	inter_gene_correlation	direction	p_value	q_value	camera_status	failure_reason
phase13_camera_results_v1	immune_cells::apoe_e2_minus_e33__Female::mitochondrial_translation_155	immune_cells	4	apoe_e2_minus_e33__Female	apoe	3	mitochondrial_translation_155	respiration_supporting	143	15933	0.0420049154872019	Down	0.216440788187952	0.928715301675688	estimated	
phase13_camera_results_v1	immune_cells::apoe_e2_minus_e33__Male::mitochondrial_translation_155	immune_cells	5	apoe_e2_minus_e33__Male	apoe	3	mitochondrial_translation_155	respiration_supporting	143	15933	0.0420049154872019	Up	0.54080374305786	0.944631415335757	estimated	
phase13_camera_results_v1	immune_cells::apoe_e4_minus_e33__Female::mitochondrial_translation_155	immune_cells	6	apoe_e4_minus_e33__Female	apoe	3	mitochondrial_translation_155	respiration_supporting	143	15933	0.0420049154872019	Down	0.698474323146031	0.944631415335757	estimated	
phase13_camera_results_v1	immune_cells::apoe_e4_minus_e33__Male::mitochondrial_translation_155	immune_cells	7	apoe_e4_minus_e33__Male	apoe	3	mitochondrial_translation_155	respiration_supporting	143	15933	0.0420049154872019	Up	0.624180575594158	0.944631415335757	estimated	
phase13_camera_results_v1	immune_cells::sex_F_minus_M__e2::mib_micos_inner_membrane_19	immune_cells	1	sex_F_minus_M__e2	sex	4	mib_micos_inner_membrane_19	respiration_supporting	18	15933	0.0263649377665762	Up	0.98230373898288	0.99386472359731	estimated	
phase13_camera_results_v1	immune_cells::sex_F_minus_M__e33::mib_micos_inner_membrane_19	immune_cells	2	sex_F_minus_M__e33	sex	4	mib_micos_inner_membrane_19	respiration_supporting	18	15933	0.0263649377665762	Up	0.496523134886518	0.944631415335757	estimated	
phase13_camera_results_v1	immune_cells::sex_F_minus_M__e4::mib_micos_inner_membrane_19	immune_cells	3	sex_F_minus_M__e4	sex	4	mib_micos_inner_membrane_19	respiration_supporting	18	15933	0.0263649377665762	Up	0.943885807276002	0.99386472359731	estimated	
phase13_camera_results_v1	immune_cells::apoe_e2_minus_e33__Female::mib_micos_inner_membrane_19	immune_cells	4	apoe_e2_minus_e33__Female	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	18	15933	0.0263649377665762	Down	0.148604000356841	0.881071209448111	estimated	
phase13_camera_results_v1	immune_cells::apoe_e2_minus_e33__Male::mib_micos_inner_membrane_19	immune_cells	5	apoe_e2_minus_e33__Male	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	18	15933	0.0263649377665762	Down	0.666561862215353	0.944631415335757	estimated	
phase13_camera_results_v1	immune_cells::apoe_e4_minus_e33__Female::mib_micos_inner_membrane_19	immune_cells	6	apoe_e4_minus_e33__Female	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	18	15933	0.0263649377665762	Down	0.491835645591555	0.944631415335757	estimated	
phase13_camera_results_v1	immune_cells::apoe_e4_minus_e33__Male::mib_micos_inner_membrane_19	immune_cells	7	apoe_e4_minus_e33__Male	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	18	15933	0.0263649377665762	Down	0.883382241454733	0.970903271611309	estimated	
phase13_camera_results_v1	opcs::sex_F_minus_M__e2::mtdna_oxphos_13	opcs	1	sex_F_minus_M__e2	sex	1	mtdna_oxphos_13	direct_respiratory	13	18378	0.581482666638657	Up	0.109747553650445	0.756043206083282	estimated	
phase13_camera_results_v1	opcs::sex_F_minus_M__e33::mtdna_oxphos_13	opcs	2	sex_F_minus_M__e33	sex	1	mtdna_oxphos_13	direct_respiratory	13	18378	0.581482666638657	Up	0.349260376211968	0.944631415335757	estimated	
phase13_camera_results_v1	opcs::sex_F_minus_M__e4::mtdna_oxphos_13	opcs	3	sex_F_minus_M__e4	sex	1	mtdna_oxphos_13	direct_respiratory	13	18378	0.581482666638657	Down	0.73711827947733	0.944631415335757	estimated	
phase13_camera_results_v1	opcs::apoe_e2_minus_e33__Female::mtdna_oxphos_13	opcs	4	apoe_e2_minus_e33__Female	apoe	1	mtdna_oxphos_13	direct_respiratory	13	18378	0.581482666638657	Down	0.0564746527370768	0.677695832844921	estimated	
phase13_camera_results_v1	opcs::apoe_e2_minus_e33__Male::mtdna_oxphos_13	opcs	5	apoe_e2_minus_e33__Male	apoe	1	mtdna_oxphos_13	direct_respiratory	13	18378	0.581482666638657	Down	0.0202631935619077	0.671359518075895	estimated	
phase13_camera_results_v1	opcs::apoe_e4_minus_e33__Female::mtdna_oxphos_13	opcs	6	apoe_e4_minus_e33__Female	apoe	1	mtdna_oxphos_13	direct_respiratory	13	18378	0.581482666638657	Down	0.693346008778983	0.944631415335757	estimated	
phase13_camera_results_v1	opcs::apoe_e4_minus_e33__Male::mtdna_oxphos_13	opcs	7	apoe_e4_minus_e33__Male	apoe	1	mtdna_oxphos_13	direct_respiratory	13	18378	0.581482666638657	Up	0.444975727524616	0.944631415335757	estimated	
phase13_camera_results_v1	opcs::sex_F_minus_M__e2::nuclear_oxphos_structural_86	opcs	1	sex_F_minus_M__e2	sex	2	nuclear_oxphos_structural_86	direct_respiratory	74	18378	0.343909785660449	Up	0.558253636020805	0.944631415335757	estimated	
phase13_camera_results_v1	opcs::sex_F_minus_M__e33::nuclear_oxphos_structural_86	opcs	2	sex_F_minus_M__e33	sex	2	nuclear_oxphos_structural_86	direct_respiratory	74	18378	0.343909785660449	Up	0.0406431746553948	0.671359518075895	estimated	
phase13_camera_results_v1	opcs::sex_F_minus_M__e4::nuclear_oxphos_structural_86	opcs	3	sex_F_minus_M__e4	sex	2	nuclear_oxphos_structural_86	direct_respiratory	74	18378	0.343909785660449	Down	0.758858605974647	0.944631415335757	estimated	
phase13_camera_results_v1	opcs::apoe_e2_minus_e33__Female::nuclear_oxphos_structural_86	opcs	4	apoe_e2_minus_e33__Female	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	74	18378	0.343909785660449	Down	0.408885323281808	0.944631415335757	estimated	
phase13_camera_results_v1	opcs::apoe_e2_minus_e33__Male::nuclear_oxphos_structural_86	opcs	5	apoe_e2_minus_e33__Male	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	74	18378	0.343909785660449	Down	0.99386472359731	0.99386472359731	estimated	
phase13_camera_results_v1	opcs::apoe_e4_minus_e33__Female::nuclear_oxphos_structural_86	opcs	6	apoe_e4_minus_e33__Female	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	74	18378	0.343909785660449	Down	0.50166190696319	0.944631415335757	estimated	
phase13_camera_results_v1	opcs::apoe_e4_minus_e33__Male::nuclear_oxphos_structural_86	opcs	7	apoe_e4_minus_e33__Male	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	74	18378	0.343909785660449	Up	0.165833232510172	0.904544904600936	estimated	
phase13_camera_results_v1	opcs::sex_F_minus_M__e2::mitochondrial_translation_155	opcs	1	sex_F_minus_M__e2	sex	3	mitochondrial_translation_155	respiration_supporting	145	18378	0.0586611662961023	Down	0.896300234902633	0.971891820978758	estimated	
phase13_camera_results_v1	opcs::sex_F_minus_M__e33::mitochondrial_translation_155	opcs	2	sex_F_minus_M__e33	sex	3	mitochondrial_translation_155	respiration_supporting	145	18378	0.0586611662961023	Up	0.0436693168051382	0.671359518075895	estimated	
phase13_camera_results_v1	opcs::sex_F_minus_M__e4::mitochondrial_translation_155	opcs	3	sex_F_minus_M__e4	sex	3	mitochondrial_translation_155	respiration_supporting	145	18378	0.0586611662961023	Down	0.658673547700925	0.944631415335757	estimated	
phase13_camera_results_v1	opcs::apoe_e2_minus_e33__Female::mitochondrial_translation_155	opcs	4	apoe_e2_minus_e33__Female	apoe	3	mitochondrial_translation_155	respiration_supporting	145	18378	0.0586611662961023	Down	0.473641863217492	0.944631415335757	estimated	
phase13_camera_results_v1	opcs::apoe_e2_minus_e33__Male::mitochondrial_translation_155	opcs	5	apoe_e2_minus_e33__Male	apoe	3	mitochondrial_translation_155	respiration_supporting	145	18378	0.0586611662961023	Up	0.430591250602936	0.944631415335757	estimated	
phase13_camera_results_v1	opcs::apoe_e4_minus_e33__Female::mitochondrial_translation_155	opcs	6	apoe_e4_minus_e33__Female	apoe	3	mitochondrial_translation_155	respiration_supporting	145	18378	0.0586611662961023	Down	0.145292594149286	0.881071209448111	estimated	
phase13_camera_results_v1	opcs::apoe_e4_minus_e33__Male::mitochondrial_translation_155	opcs	7	apoe_e4_minus_e33__Male	apoe	3	mitochondrial_translation_155	respiration_supporting	145	18378	0.0586611662961023	Up	0.426310914906915	0.944631415335757	estimated	
phase13_camera_results_v1	opcs::sex_F_minus_M__e2::mib_micos_inner_membrane_19	opcs	1	sex_F_minus_M__e2	sex	4	mib_micos_inner_membrane_19	respiration_supporting	18	18378	0.00831924901170927	Down	0.367305709608109	0.944631415335757	estimated	
phase13_camera_results_v1	opcs::sex_F_minus_M__e33::mib_micos_inner_membrane_19	opcs	2	sex_F_minus_M__e33	sex	4	mib_micos_inner_membrane_19	respiration_supporting	18	18378	0.00831924901170927	Up	0.0186899359031123	0.671359518075895	estimated	
phase13_camera_results_v1	opcs::sex_F_minus_M__e4::mib_micos_inner_membrane_19	opcs	3	sex_F_minus_M__e4	sex	4	mib_micos_inner_membrane_19	respiration_supporting	18	18378	0.00831924901170927	Down	0.694397276112874	0.944631415335757	estimated	
phase13_camera_results_v1	opcs::apoe_e2_minus_e33__Female::mib_micos_inner_membrane_19	opcs	4	apoe_e2_minus_e33__Female	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	18	18378	0.00831924901170927	Down	0.345763228632817	0.944631415335757	estimated	
phase13_camera_results_v1	opcs::apoe_e2_minus_e33__Male::mib_micos_inner_membrane_19	opcs	5	apoe_e2_minus_e33__Male	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	18	18378	0.00831924901170927	Up	0.0959817924065491	0.756043206083282	estimated	
phase13_camera_results_v1	opcs::apoe_e4_minus_e33__Female::mib_micos_inner_membrane_19	opcs	6	apoe_e4_minus_e33__Female	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	18	18378	0.00831924901170927	Down	0.861463812146546	0.970903271611309	estimated	
phase13_camera_results_v1	opcs::apoe_e4_minus_e33__Male::mib_micos_inner_membrane_19	opcs	7	apoe_e4_minus_e33__Male	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	18	18378	0.00831924901170927	Up	0.0283228705786596	0.671359518075895	estimated	
phase13_camera_results_v1	oligodendrocytes::sex_F_minus_M__e2::mtdna_oxphos_13	oligodendrocytes	1	sex_F_minus_M__e2	sex	1	mtdna_oxphos_13	direct_respiratory	13	22150	0.578696819754405	Up	0.179686795678225	0.927557100549314	estimated	
phase13_camera_results_v1	oligodendrocytes::sex_F_minus_M__e33::mtdna_oxphos_13	oligodendrocytes	2	sex_F_minus_M__e33	sex	1	mtdna_oxphos_13	direct_respiratory	13	22150	0.578696819754405	Up	0.143761862047599	0.881071209448111	estimated	
phase13_camera_results_v1	oligodendrocytes::sex_F_minus_M__e4::mtdna_oxphos_13	oligodendrocytes	3	sex_F_minus_M__e4	sex	1	mtdna_oxphos_13	direct_respiratory	13	22150	0.578696819754405	Down	0.519123665333093	0.944631415335757	estimated	
phase13_camera_results_v1	oligodendrocytes::apoe_e2_minus_e33__Female::mtdna_oxphos_13	oligodendrocytes	4	apoe_e2_minus_e33__Female	apoe	1	mtdna_oxphos_13	direct_respiratory	13	22150	0.578696819754405	Down	0.407284948533143	0.944631415335757	estimated	
phase13_camera_results_v1	oligodendrocytes::apoe_e2_minus_e33__Male::mtdna_oxphos_13	oligodendrocytes	5	apoe_e2_minus_e33__Male	apoe	1	mtdna_oxphos_13	direct_respiratory	13	22150	0.578696819754405	Down	0.276511930694938	0.928715301675688	estimated	
phase13_camera_results_v1	oligodendrocytes::apoe_e4_minus_e33__Female::mtdna_oxphos_13	oligodendrocytes	6	apoe_e4_minus_e33__Female	apoe	1	mtdna_oxphos_13	direct_respiratory	13	22150	0.578696819754405	Down	0.109619112235873	0.756043206083282	estimated	
phase13_camera_results_v1	oligodendrocytes::apoe_e4_minus_e33__Male::mtdna_oxphos_13	oligodendrocytes	7	apoe_e4_minus_e33__Male	apoe	1	mtdna_oxphos_13	direct_respiratory	13	22150	0.578696819754405	Up	0.751652365660898	0.944631415335757	estimated	
phase13_camera_results_v1	oligodendrocytes::sex_F_minus_M__e2::nuclear_oxphos_structural_86	oligodendrocytes	1	sex_F_minus_M__e2	sex	2	nuclear_oxphos_structural_86	direct_respiratory	76	22150	0.395485293125139	Up	0.548838508274557	0.944631415335757	estimated	
phase13_camera_results_v1	oligodendrocytes::sex_F_minus_M__e33::nuclear_oxphos_structural_86	oligodendrocytes	2	sex_F_minus_M__e33	sex	2	nuclear_oxphos_structural_86	direct_respiratory	76	22150	0.395485293125139	Up	0.0836303668654211	0.756043206083282	estimated	
phase13_camera_results_v1	oligodendrocytes::sex_F_minus_M__e4::nuclear_oxphos_structural_86	oligodendrocytes	3	sex_F_minus_M__e4	sex	2	nuclear_oxphos_structural_86	direct_respiratory	76	22150	0.395485293125139	Up	0.860834978685023	0.970903271611309	estimated	
phase13_camera_results_v1	oligodendrocytes::apoe_e2_minus_e33__Female::nuclear_oxphos_structural_86	oligodendrocytes	4	apoe_e2_minus_e33__Female	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	76	22150	0.395485293125139	Down	0.346917786400657	0.944631415335757	estimated	
phase13_camera_results_v1	oligodendrocytes::apoe_e2_minus_e33__Male::nuclear_oxphos_structural_86	oligodendrocytes	5	apoe_e2_minus_e33__Male	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	76	22150	0.395485293125139	Down	0.723654461552225	0.944631415335757	estimated	
phase13_camera_results_v1	oligodendrocytes::apoe_e4_minus_e33__Female::nuclear_oxphos_structural_86	oligodendrocytes	6	apoe_e4_minus_e33__Female	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	76	22150	0.395485293125139	Down	0.264782347442654	0.928715301675688	estimated	
phase13_camera_results_v1	oligodendrocytes::apoe_e4_minus_e33__Male::nuclear_oxphos_structural_86	oligodendrocytes	7	apoe_e4_minus_e33__Male	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	76	22150	0.395485293125139	Up	0.879253136292274	0.970903271611309	estimated	
phase13_camera_results_v1	oligodendrocytes::sex_F_minus_M__e2::mitochondrial_translation_155	oligodendrocytes	1	sex_F_minus_M__e2	sex	3	mitochondrial_translation_155	respiration_supporting	146	22150	0.0605986965221863	Down	0.633999781265949	0.944631415335757	estimated	
phase13_camera_results_v1	oligodendrocytes::sex_F_minus_M__e33::mitochondrial_translation_155	oligodendrocytes	2	sex_F_minus_M__e33	sex	3	mitochondrial_translation_155	respiration_supporting	146	22150	0.0605986965221863	Up	0.00413306831723309	0.371976148550978	estimated	
phase13_camera_results_v1	oligodendrocytes::sex_F_minus_M__e4::mitochondrial_translation_155	oligodendrocytes	3	sex_F_minus_M__e4	sex	3	mitochondrial_translation_155	respiration_supporting	146	22150	0.0605986965221863	Up	0.8899946656437	0.970903271611309	estimated	
phase13_camera_results_v1	oligodendrocytes::apoe_e2_minus_e33__Female::mitochondrial_translation_155	oligodendrocytes	4	apoe_e2_minus_e33__Female	apoe	3	mitochondrial_translation_155	respiration_supporting	146	22150	0.0605986965221863	Down	0.779508661470273	0.954500401800335	estimated	
phase13_camera_results_v1	oligodendrocytes::apoe_e2_minus_e33__Male::mitochondrial_translation_155	oligodendrocytes	5	apoe_e2_minus_e33__Male	apoe	3	mitochondrial_translation_155	respiration_supporting	146	22150	0.0605986965221863	Up	0.106368050122646	0.756043206083282	estimated	
phase13_camera_results_v1	oligodendrocytes::apoe_e4_minus_e33__Female::mitochondrial_translation_155	oligodendrocytes	6	apoe_e4_minus_e33__Female	apoe	3	mitochondrial_translation_155	respiration_supporting	146	22150	0.0605986965221863	Down	0.0019211308489313	0.345803552807634	estimated	
phase13_camera_results_v1	oligodendrocytes::apoe_e4_minus_e33__Male::mitochondrial_translation_155	oligodendrocytes	7	apoe_e4_minus_e33__Male	apoe	3	mitochondrial_translation_155	respiration_supporting	146	22150	0.0605986965221863	Down	0.418097124722156	0.944631415335757	estimated	
phase13_camera_results_v1	oligodendrocytes::sex_F_minus_M__e2::mib_micos_inner_membrane_19	oligodendrocytes	1	sex_F_minus_M__e2	sex	4	mib_micos_inner_membrane_19	respiration_supporting	18	22150	0.013534164299465	Up	0.97286249654708	0.99386472359731	estimated	
phase13_camera_results_v1	oligodendrocytes::sex_F_minus_M__e33::mib_micos_inner_membrane_19	oligodendrocytes	2	sex_F_minus_M__e33	sex	4	mib_micos_inner_membrane_19	respiration_supporting	18	22150	0.013534164299465	Up	0.159747199496493	0.898577997167773	estimated	
phase13_camera_results_v1	oligodendrocytes::sex_F_minus_M__e4::mib_micos_inner_membrane_19	oligodendrocytes	3	sex_F_minus_M__e4	sex	4	mib_micos_inner_membrane_19	respiration_supporting	18	22150	0.013534164299465	Up	0.0781295364263709	0.756043206083282	estimated	
phase13_camera_results_v1	oligodendrocytes::apoe_e2_minus_e33__Female::mib_micos_inner_membrane_19	oligodendrocytes	4	apoe_e2_minus_e33__Female	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	18	22150	0.013534164299465	Up	0.61980463995173	0.944631415335757	estimated	
phase13_camera_results_v1	oligodendrocytes::apoe_e2_minus_e33__Male::mib_micos_inner_membrane_19	oligodendrocytes	5	apoe_e2_minus_e33__Male	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	18	22150	0.013534164299465	Up	0.288933649410214	0.928715301675688	estimated	
phase13_camera_results_v1	oligodendrocytes::apoe_e4_minus_e33__Female::mib_micos_inner_membrane_19	oligodendrocytes	6	apoe_e4_minus_e33__Female	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	18	22150	0.013534164299465	Down	0.198458374041061	0.928715301675688	estimated	
phase13_camera_results_v1	oligodendrocytes::apoe_e4_minus_e33__Male::mib_micos_inner_membrane_19	oligodendrocytes	7	apoe_e4_minus_e33__Male	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	18	22150	0.013534164299465	Down	0.0261956017561067	0.671359518075895	estimated	
phase13_camera_results_v1	vasculature::sex_F_minus_M__e2::mtdna_oxphos_13	vasculature	1	sex_F_minus_M__e2	sex	1	mtdna_oxphos_13	direct_respiratory	12	8096	NA	NA	NA	NA	not_testable_low_donor_count	not_testable_low_donor_count
phase13_camera_results_v1	vasculature::sex_F_minus_M__e33::mtdna_oxphos_13	vasculature	2	sex_F_minus_M__e33	sex	1	mtdna_oxphos_13	direct_respiratory	12	8096	0.667628827686362	Up	0.862071319387681	0.970903271611309	estimated	
phase13_camera_results_v1	vasculature::sex_F_minus_M__e4::mtdna_oxphos_13	vasculature	3	sex_F_minus_M__e4	sex	1	mtdna_oxphos_13	direct_respiratory	12	8096	0.667628827686362	Down	0.744622686539897	0.944631415335757	estimated	
phase13_camera_results_v1	vasculature::apoe_e2_minus_e33__Female::mtdna_oxphos_13	vasculature	4	apoe_e2_minus_e33__Female	apoe	1	mtdna_oxphos_13	direct_respiratory	12	8096	NA	NA	NA	NA	not_testable_low_donor_count	not_testable_low_donor_count
phase13_camera_results_v1	vasculature::apoe_e2_minus_e33__Male::mtdna_oxphos_13	vasculature	5	apoe_e2_minus_e33__Male	apoe	1	mtdna_oxphos_13	direct_respiratory	12	8096	NA	NA	NA	NA	not_testable_low_donor_count	not_testable_low_donor_count
phase13_camera_results_v1	vasculature::apoe_e4_minus_e33__Female::mtdna_oxphos_13	vasculature	6	apoe_e4_minus_e33__Female	apoe	1	mtdna_oxphos_13	direct_respiratory	12	8096	0.667628827686362	Up	0.639387345962915	0.944631415335757	estimated	
phase13_camera_results_v1	vasculature::apoe_e4_minus_e33__Male::mtdna_oxphos_13	vasculature	7	apoe_e4_minus_e33__Male	apoe	1	mtdna_oxphos_13	direct_respiratory	12	8096	0.667628827686362	Up	0.420909052692216	0.944631415335757	estimated	
phase13_camera_results_v1	vasculature::sex_F_minus_M__e2::nuclear_oxphos_structural_86	vasculature	1	sex_F_minus_M__e2	sex	2	nuclear_oxphos_structural_86	direct_respiratory	68	8096	NA	NA	NA	NA	not_testable_low_donor_count	not_testable_low_donor_count
phase13_camera_results_v1	vasculature::sex_F_minus_M__e33::nuclear_oxphos_structural_86	vasculature	2	sex_F_minus_M__e33	sex	2	nuclear_oxphos_structural_86	direct_respiratory	68	8096	0.23472120791268	Up	0.540261310457202	0.944631415335757	estimated	
phase13_camera_results_v1	vasculature::sex_F_minus_M__e4::nuclear_oxphos_structural_86	vasculature	3	sex_F_minus_M__e4	sex	2	nuclear_oxphos_structural_86	direct_respiratory	68	8096	0.23472120791268	Up	0.975719565767298	0.99386472359731	estimated	
phase13_camera_results_v1	vasculature::apoe_e2_minus_e33__Female::nuclear_oxphos_structural_86	vasculature	4	apoe_e2_minus_e33__Female	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	68	8096	NA	NA	NA	NA	not_testable_low_donor_count	not_testable_low_donor_count
phase13_camera_results_v1	vasculature::apoe_e2_minus_e33__Male::nuclear_oxphos_structural_86	vasculature	5	apoe_e2_minus_e33__Male	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	68	8096	NA	NA	NA	NA	not_testable_low_donor_count	not_testable_low_donor_count
phase13_camera_results_v1	vasculature::apoe_e4_minus_e33__Female::nuclear_oxphos_structural_86	vasculature	6	apoe_e4_minus_e33__Female	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	68	8096	0.23472120791268	Up	0.475296372775497	0.944631415335757	estimated	
phase13_camera_results_v1	vasculature::apoe_e4_minus_e33__Male::nuclear_oxphos_structural_86	vasculature	7	apoe_e4_minus_e33__Male	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	68	8096	0.23472120791268	Up	0.346388861746377	0.944631415335757	estimated	
phase13_camera_results_v1	vasculature::sex_F_minus_M__e2::mitochondrial_translation_155	vasculature	1	sex_F_minus_M__e2	sex	3	mitochondrial_translation_155	respiration_supporting	62	8096	NA	NA	NA	NA	not_testable_low_donor_count	not_testable_low_donor_count
phase13_camera_results_v1	vasculature::sex_F_minus_M__e33::mitochondrial_translation_155	vasculature	2	sex_F_minus_M__e33	sex	3	mitochondrial_translation_155	respiration_supporting	62	8096	NA	NA	NA	NA	not_testable_module_coverage	not_testable_module_coverage
phase13_camera_results_v1	vasculature::sex_F_minus_M__e4::mitochondrial_translation_155	vasculature	3	sex_F_minus_M__e4	sex	3	mitochondrial_translation_155	respiration_supporting	62	8096	NA	NA	NA	NA	not_testable_module_coverage	not_testable_module_coverage
phase13_camera_results_v1	vasculature::apoe_e2_minus_e33__Female::mitochondrial_translation_155	vasculature	4	apoe_e2_minus_e33__Female	apoe	3	mitochondrial_translation_155	respiration_supporting	62	8096	NA	NA	NA	NA	not_testable_low_donor_count	not_testable_low_donor_count
phase13_camera_results_v1	vasculature::apoe_e2_minus_e33__Male::mitochondrial_translation_155	vasculature	5	apoe_e2_minus_e33__Male	apoe	3	mitochondrial_translation_155	respiration_supporting	62	8096	NA	NA	NA	NA	not_testable_low_donor_count	not_testable_low_donor_count
phase13_camera_results_v1	vasculature::apoe_e4_minus_e33__Female::mitochondrial_translation_155	vasculature	6	apoe_e4_minus_e33__Female	apoe	3	mitochondrial_translation_155	respiration_supporting	62	8096	NA	NA	NA	NA	not_testable_module_coverage	not_testable_module_coverage
phase13_camera_results_v1	vasculature::apoe_e4_minus_e33__Male::mitochondrial_translation_155	vasculature	7	apoe_e4_minus_e33__Male	apoe	3	mitochondrial_translation_155	respiration_supporting	62	8096	NA	NA	NA	NA	not_testable_module_coverage	not_testable_module_coverage
phase13_camera_results_v1	vasculature::sex_F_minus_M__e2::mib_micos_inner_membrane_19	vasculature	1	sex_F_minus_M__e2	sex	4	mib_micos_inner_membrane_19	respiration_supporting	14	8096	NA	NA	NA	NA	not_testable_low_donor_count	not_testable_low_donor_count
phase13_camera_results_v1	vasculature::sex_F_minus_M__e33::mib_micos_inner_membrane_19	vasculature	2	sex_F_minus_M__e33	sex	4	mib_micos_inner_membrane_19	respiration_supporting	14	8096	0.0348876782100017	Down	0.746371705890096	0.944631415335757	estimated	
phase13_camera_results_v1	vasculature::sex_F_minus_M__e4::mib_micos_inner_membrane_19	vasculature	3	sex_F_minus_M__e4	sex	4	mib_micos_inner_membrane_19	respiration_supporting	14	8096	0.0348876782100017	Up	0.0451344380450332	0.671359518075895	estimated	
phase13_camera_results_v1	vasculature::apoe_e2_minus_e33__Female::mib_micos_inner_membrane_19	vasculature	4	apoe_e2_minus_e33__Female	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	14	8096	NA	NA	NA	NA	not_testable_low_donor_count	not_testable_low_donor_count
phase13_camera_results_v1	vasculature::apoe_e2_minus_e33__Male::mib_micos_inner_membrane_19	vasculature	5	apoe_e2_minus_e33__Male	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	14	8096	NA	NA	NA	NA	not_testable_low_donor_count	not_testable_low_donor_count
phase13_camera_results_v1	vasculature::apoe_e4_minus_e33__Female::mib_micos_inner_membrane_19	vasculature	6	apoe_e4_minus_e33__Female	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	14	8096	0.0348876782100017	Up	0.733461981994723	0.944631415335757	estimated	
phase13_camera_results_v1	vasculature::apoe_e4_minus_e33__Male::mib_micos_inner_membrane_19	vasculature	7	apoe_e4_minus_e33__Male	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	14	8096	0.0348876782100017	Down	0.0466826678182352	0.671359518075895	estimated	
