schema_version	network	gene	pathway	pathway_code	pathway_display_label	pathway_color	pathway_url	pathway_background_gene_count	display_overlap_gene_count	raw_hypergeometric_p	bh_fdr	fdr_significant_0_05
phase18_selenow_excitatory_consensus_v1	Excitatory_neurons	COA3	REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	R	Respiration / electron transport	#0072B2	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	197	5	0.0003853957921594397	0.26020155399976314	False
phase18_selenow_excitatory_consensus_v1	Excitatory_neurons	CYC1	REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	R	Respiration / electron transport	#0072B2	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	197	5	0.0003853957921594397	0.26020155399976314	False
phase18_selenow_excitatory_consensus_v1	Excitatory_neurons	DMAC2	REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	R	Respiration / electron transport	#0072B2	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	197	5	0.0003853957921594397	0.26020155399976314	False
phase18_selenow_excitatory_consensus_v1	Excitatory_neurons	NDUFB11	REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	R	Respiration / electron transport	#0072B2	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	197	5	0.0003853957921594397	0.26020155399976314	False
phase18_selenow_excitatory_consensus_v1	Excitatory_neurons	SLC25A4	REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	R	Respiration / electron transport	#0072B2	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	197	5	0.0003853957921594397	0.26020155399976314	False
phase18_selenow_excitatory_consensus_v1	Excitatory_neurons	MRPL34	REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION	T	Mitochondrial translation elongation	#D55E00	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION	74	3	0.0017595717216333585	0.611979044784082	False
phase18_selenow_excitatory_consensus_v1	Excitatory_neurons	MRPL4	REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION	T	Mitochondrial translation elongation	#D55E00	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION	74	3	0.0017595717216333585	0.611979044784082	False
phase18_selenow_excitatory_consensus_v1	Excitatory_neurons	MRPS34	REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION	T	Mitochondrial translation elongation	#D55E00	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION	74	3	0.0017595717216333585	0.611979044784082	False
phase18_selenow_excitatory_consensus_v1	Excitatory_neurons	SELENOM	WP_SELENIUM_METABOLISM_AND_SELENOPROTEINS	S	Selenium metabolism / selenoproteins	#009E73	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_SELENIUM_METABOLISM_AND_SELENOPROTEINS	28	2	0.0037562819121119456	0.8752450030252862	False
phase18_selenow_excitatory_consensus_v1	Excitatory_neurons	SELENOW	WP_SELENIUM_METABOLISM_AND_SELENOPROTEINS	S	Selenium metabolism / selenoproteins	#009E73	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_SELENIUM_METABOLISM_AND_SELENOPROTEINS	28	2	0.0037562819121119456	0.8752450030252862	False
