schema_version	library	network	pathway	pathway_url	background_definition	background_gene_count	displayed_mapped_gene_count	pathway_background_gene_count	overlap_gene_count	overlap_genes	fold_enrichment	raw_hypergeometric_p	bh_fdr	selected_nonredundant_representative	pathway_code	pathway_display_label	pathway_color	selection_rule
phase18_selenow_excitatory_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Excitatory_neurons	REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	all excitatory-neuron Bayesian-network genes represented in MSigDB C2:CP	6952	23	197	5	COA3;CYC1;DMAC2;NDUFB11;SLC25A4	7.671595674244096	0.0003853957921594397	0.26020155399976314	True	R	Respiration / electron transport	#0072B2	contextual nonredundant representative; no term passed BH FDR < 0.05
phase18_selenow_excitatory_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Excitatory_neurons	REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	all excitatory-neuron Bayesian-network genes represented in MSigDB C2:CP	6952	23	47	3	CHCHD10;CYC1;SLC25A4	19.293246993524512	0.00046652993711052463	0.26020155399976314	False				
phase18_selenow_excitatory_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Excitatory_neurons	KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS	all excitatory-neuron Bayesian-network genes represented in MSigDB C2:CP	6952	23	50	3	COA3;CYC1;NDUFB11	18.135652173913044	0.0005602827654862474	0.26020155399976314	False				
phase18_selenow_excitatory_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Excitatory_neurons	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	all excitatory-neuron Bayesian-network genes represented in MSigDB C2:CP	6952	23	121	4	COA3;CYC1;DMAC2;NDUFB11	9.99209486166008	0.0005985084623341303	0.26020155399976314	False				
phase18_selenow_excitatory_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Excitatory_neurons	REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION	all excitatory-neuron Bayesian-network genes represented in MSigDB C2:CP	6952	23	74	3	MRPL34;MRPL4;MRPS34	12.253819036427732	0.0017595717216333585	0.611979044784082	True	T	Mitochondrial translation elongation	#D55E00	contextual nonredundant representative; no term passed BH FDR < 0.05
phase18_selenow_excitatory_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Excitatory_neurons	REACTOME_MITOCHONDRIAL_TRANSLATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MITOCHONDRIAL_TRANSLATION	all excitatory-neuron Bayesian-network genes represented in MSigDB C2:CP	6952	23	95	3	MRPL34;MRPL4;MRPS34	9.54508009153318	0.003590882082824753	0.8752450030252862	False				
phase18_selenow_excitatory_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Excitatory_neurons	WP_SELENIUM_METABOLISM_AND_SELENOPROTEINS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_SELENIUM_METABOLISM_AND_SELENOPROTEINS	all excitatory-neuron Bayesian-network genes represented in MSigDB C2:CP	6952	23	28	2	SELENOM;SELENOW	21.590062111801238	0.0037562819121119456	0.8752450030252862	True	S	Selenium metabolism / selenoproteins	#009E73	contextual nonredundant representative; no term passed BH FDR < 0.05
phase18_selenow_excitatory_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Excitatory_neurons	WP_SELENIUM_MICRONUTRIENT_NETWORK	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_SELENIUM_MICRONUTRIENT_NETWORK	all excitatory-neuron Bayesian-network genes represented in MSigDB C2:CP	6952	23	29	2	SELENOM;SELENOW	20.845577211394303	0.004026428996091023	0.8752450030252862	False				
phase18_selenow_excitatory_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Excitatory_neurons	REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	all excitatory-neuron Bayesian-network genes represented in MSigDB C2:CP	6952	23	104	3	AP1S1;PSMD8;SLC25A4	8.719063545150501	0.0046336135971272365	0.8953171161560294	False				
phase18_selenow_excitatory_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Excitatory_neurons	REACTOME_PROTEIN_LOCALIZATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PROTEIN_LOCALIZATION	all excitatory-neuron Bayesian-network genes represented in MSigDB C2:CP	6952	23	116	3	CHCHD10;CYC1;SLC25A4	7.817091454272864	0.006284796542215066	1.0	False				
phase18_selenow_excitatory_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Excitatory_neurons	WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM	all excitatory-neuron Bayesian-network genes represented in MSigDB C2:CP	6952	23	50	2	DMAC2;NDUFB11	12.090434782608696	0.011647722437689868	1.0	False				
phase18_selenow_excitatory_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Excitatory_neurons	REACTOME_SIGNALING_BY_NOTCH4	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SIGNALING_BY_NOTCH4	all excitatory-neuron Bayesian-network genes represented in MSigDB C2:CP	6952	23	57	2	PSEN1;PSMD8	10.605644546147976	0.014964238449441919	1.0	False				
phase18_selenow_excitatory_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Excitatory_neurons	REACTOME_TRANSLATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_TRANSLATION	all excitatory-neuron Bayesian-network genes represented in MSigDB C2:CP	6952	23	304	4	MRPL34;MRPL4;MRPS34;PSMD8	3.977116704805492	0.01643525580288001	1.0	False				
phase18_selenow_excitatory_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Excitatory_neurons	REACTOME_COMPLEX_I_BIOGENESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_COMPLEX_I_BIOGENESIS	all excitatory-neuron Bayesian-network genes represented in MSigDB C2:CP	6952	23	60	2	DMAC2;NDUFB11	10.07536231884058	0.016496429740214126	1.0	False				
phase18_selenow_excitatory_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Excitatory_neurons	WP_ALZHEIMERS_DISEASE	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ALZHEIMERS_DISEASE	all excitatory-neuron Bayesian-network genes represented in MSigDB C2:CP	6952	23	173	3	PSEN1;PSMD8;SLC25A4	5.24151796933903	0.01860363789026633	1.0	False				
phase18_selenow_excitatory_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Excitatory_neurons	WP_ALZHEIMERS_DISEASE_AND_MIRNA_EFFECTS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ALZHEIMERS_DISEASE_AND_MIRNA_EFFECTS	all excitatory-neuron Bayesian-network genes represented in MSigDB C2:CP	6952	23	173	3	PSEN1;PSMD8;SLC25A4	5.24151796933903	0.01860363789026633	1.0	False				
