schema_version	generated_at_utc	figure_script	input_summary	input_candidate_tests	input_checks	figure_basename	ranking_method	acat_input_p_value	acat_na_action	acat_example_max_abs_error	acat_reference	selection_rule	plotted_rows	unique_drivers	width_inches	height_inches	png_dpi	data_checks_passed
phase12_kda_figure_generation_log_v1	2026-08-10T17:06:28Z	scripts/figures/analysis/phease12_kda/visualize_phase12_kda_reduced_circular.R	/home/ericzhuang2010/VscodeProjects/alzheimer/results/figures/analysis/phase12_kda/reduced_circular_figure_ACAT/phase12_kda_reduced_circular_ACAT_acat_summary.tsv	/home/ericzhuang2010/VscodeProjects/alzheimer/results/figures/analysis/phase12_kda/phase12_kda_primary_directional_candidate_tests.tsv.gz	/home/ericzhuang2010/VscodeProjects/alzheimer/results/figures/analysis/phase12_kda/phase12_kda_figure_data_checks.tsv	phase12_kda_reduced_circular_ACAT	acat	raw_p_value	na.to1	3.0434210707142e-11	https://github.com/mw201608/NetWeaver/blob/master/R/ACAT.R	Top 3 ACAT candidates per network with ranking coverage >= 0.8	21	8	7.1	7.1	450	TRUE
