schema_version	broad_network	key_driver	acat_combined_p	acat_negative_log10_p	ranking_runs	eligible_directional_runs	ranking_coverage_fraction	primary_directional_significant_runs	primary_directional_recurrence_fraction	acat_input_p_value	acat_na_action	mtDNA_encoded	network_display_order
phase12_kda_acat_summary_v1	Astrocytes	MT-CO2	8.47577974587272e-18	17.0718203375199	34	34	1	8	0.235294117647059	raw_p_value	na.to1	TRUE	1
phase12_kda_acat_summary_v1	Astrocytes	MT-CO3	5.83313419217192e-14	13.234098032442	34	34	1	8	0.235294117647059	raw_p_value	na.to1	TRUE	1
phase12_kda_acat_summary_v1	Astrocytes	MT-ATP6	5.41401411280107e-10	9.26648061648135	34	34	1	8	0.235294117647059	raw_p_value	na.to1	TRUE	1
phase12_kda_acat_summary_v1	Astrocytes	RPL11	3.02201500508415e-08	7.51970338360749	32	34	0.941176470588235	3	0.09375	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	COX7C	4.07502407356423e-08	7.38986982128346	34	34	1	2	0.0588235294117647	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	COX4I1	8.88036607494422e-08	7.05156913094986	34	34	1	2	0.0588235294117647	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	RPLP1	3.98201920218116e-06	5.39989665003909	34	34	1	3	0.0882352941176471	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	MT-ND1	6.43488293403944e-06	5.19145934954641	34	34	1	6	0.176470588235294	raw_p_value	na.to1	TRUE	1
phase12_kda_acat_summary_v1	Astrocytes	RPL13	6.46428350658701e-06	5.18947960479438	34	34	1	4	0.117647058823529	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	RPL15	8.28505749754849e-06	5.08170447326982	34	34	1	3	0.0882352941176471	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	APOE	3.35551714101561e-05	4.47424053833197	34	34	1	4	0.117647058823529	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	LAPTM4A	3.54422226220929e-05	4.45047905083005	34	34	1	2	0.0588235294117647	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	CYCS	0.000103190853408436	3.98635879583175	20	34	0.588235294117647	2	0.1	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	AKAP10	0.0001362128926004	3.86578178434526	34	34	1	2	0.0588235294117647	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	PGK1	0.000217724488946282	3.66209272017298	34	34	1	3	0.0882352941176471	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	FAU	0.000264622542893038	3.57737316152028	6	34	0.176470588235294	1	0.166666666666667	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	MT-ND4	0.000419520625827885	3.37724668212246	34	34	1	5	0.147058823529412	raw_p_value	na.to1	TRUE	1
phase12_kda_acat_summary_v1	Astrocytes	COX5B	0.000472631916324812	3.32547695427427	25	34	0.735294117647059	1	0.04	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	UQCR10	0.000537458360672833	3.26965517686448	32	34	0.941176470588235	1	0.03125	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	MSMO1	0.000645389209196376	3.1901783002052	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	MYO9A	0.000677635891579456	3.16900359927993	34	34	1	2	0.0588235294117647	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	RPS15	0.000957404946492873	3.01890433303852	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	CD63	0.00125153561695702	2.90255678646503	34	34	1	2	0.0588235294117647	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	MT-ND5	0.00145923228058564	2.83587557161081	34	34	1	4	0.117647058823529	raw_p_value	na.to1	TRUE	1
phase12_kda_acat_summary_v1	Astrocytes	ATP5F1B	0.00159375896135859	2.79757736027208	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	EIF1	0.00197169893363553	2.70515939844285	34	34	1	3	0.0882352941176471	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	MT-ND3	0.00199449963940975	2.70016603787125	34	34	1	5	0.147058823529412	raw_p_value	na.to1	TRUE	1
phase12_kda_acat_summary_v1	Astrocytes	TSC22D3	0.00223794769458508	2.65015006803936	19	34	0.558823529411765	2	0.105263157894737	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	ATP5F1E	0.00230563900803852	2.63720868884073	28	34	0.823529411764706	1	0.0357142857142857	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	GPX4	0.00269499158739018	2.56944258615655	32	34	0.941176470588235	2	0.0625	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	P4HA1	0.00295515919552929	2.52941911854664	34	34	1	2	0.0588235294117647	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	EIF4A2	0.0031277637440295	2.50476605885366	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	RPS25	0.00370598935481835	2.43109583249426	32	34	0.941176470588235	2	0.0625	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	NDUFV1	0.00442121581393669	2.35445828524924	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	QTRT1	0.00444990460123372	2.3516492994914	34	34	1	2	0.0588235294117647	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	METTL15	0.00480725998301618	2.31810239001279	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	CCND3	0.0055463032555018	2.25599638816774	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	TUFM	0.00612918597893025	2.21259720057679	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	PRTFDC1	0.0061957936142977	2.20790305728864	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	C3orf70	0.00678239543522855	2.16861689306999	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	LDHB	0.00766932985097472	2.11524258321387	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	PFDN5	0.00881763084546996	2.05464808708503	34	34	1	2	0.0588235294117647	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	VEGFA	0.00945185433236378	2.02448298013511	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	MT-ND2	0.0118796426209178	1.92519662417788	34	34	1	2	0.0588235294117647	raw_p_value	na.to1	TRUE	1
phase12_kda_acat_summary_v1	Astrocytes	ATP13A4	0.0130899149400237	1.88306317554232	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	HSPD1	0.0137714470303438	1.86102042399319	34	34	1	2	0.0588235294117647	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	SELENBP1	0.0145171995874062	1.83811715230216	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	CKB	0.0157672639281922	1.80224366266228	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	SLC39A14	0.0159965546175081	1.79597354682736	32	34	0.941176470588235	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	EID1	0.0164132441988561	1.78480556895247	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	TMBIM1	0.0165369453373862	1.78154470915076	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	HSPH1	0.0179239955866025	1.74656517169464	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	ID2	0.020624785543441	1.6856105585494	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	RPS14	0.0213200857553508	1.67121105278802	29	34	0.852941176470588	1	0.0344827586206897	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	FTH1	0.0230584063643968	1.63717071139799	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	NTRK2	0.024100569827622	1.61797268895765	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	ITM2B	0.0244522750127373	1.61168072838027	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	MT-ND4L	0.0254362986964501	1.59454608377262	27	34	0.794117647058823	1	0.037037037037037	raw_p_value	na.to1	TRUE	1
phase12_kda_acat_summary_v1	Astrocytes	NIPSNAP2	0.0277852484572313	1.55618571537592	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	TPST1	0.0286308936027234	1.54316509694258	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	GPT2	0.0296664687665108	1.52773414517247	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	WDR6	0.0297902535048678	1.52592580107174	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	DNAJB1	0.0298109005593963	1.5256249041395	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	AGT	0.0306671316594092	1.5133268423007	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	HES1	0.0329586461392157	1.48203063636643	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	ACADVL	0.0335471281610998	1.47434465216178	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	HSP90AB1	0.0343536111451763	1.46402760451438	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	GAPDH	0.036880443855857	1.43320386085622	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	SLC1A2	0.0369881807206428	1.4319370291176	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	ANKDD1A	0.0402441955186466	1.39529674973106	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	ACSS3	0.041341843051389	1.38361016609272	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	SLC25A39	0.0419685935945574	1.37707558414465	25	34	0.735294117647059	1	0.04	raw_p_value	na.to1	FALSE	1
