schema_version	broad_network	key_driver	acat_combined_p	acat_negative_log10_p	ranking_runs	eligible_directional_runs	ranking_coverage_fraction	primary_directional_significant_runs	primary_directional_recurrence_fraction	acat_input_p_value	acat_na_action	mtDNA_encoded	network_display_order
phase12_kda_acat_summary_v1	Astrocytes	HSP90AA1	0.0434411068850035	1.36209911739884	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	MPC1	0.0448113557791762	1.34861191619614	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	DEF8	0.0452014550236665	1.34484758513156	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	ENO1	0.0499550614197142	1.30142050272746	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	PARK7	0.0511040891256832	1.29154434813008	32	34	0.941176470588235	1	0.03125	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	DMPK	0.0530313207882493	1.27546755628884	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	AGRN	0.0541226879645579	1.26662064261421	28	34	0.823529411764706	1	0.0357142857142857	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	SMAD1	0.0541884050029443	1.26609363194783	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	ZFYVE28	0.0542921363244817	1.26526306908884	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	FKBP8	0.0554766862391008	1.2558894883171	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	VPS28	0.0554766862391008	1.2558894883171	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	DPY19L3	0.0554774547326097	1.25588347227322	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	MICU3	0.0566329577425593	1.24693075608973	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	AC079760.1	0.0571881879271941	1.24269366435013	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	ZNF423	0.0583963026167362	1.23361464953113	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	SAT2	0.0595607644355762	1.22503973691009	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	PSAP	0.0605006648479614	1.21823985281506	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	TMEM59L	0.0627422958308383	1.20243959388784	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	SAMD4A	0.0642129466383096	1.19237740048694	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	KCNMB2-AS1	0.0645213202705663	1.19029675442078	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	PRDX1	0.0646153413769685	1.18966435686014	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	GBF1	0.0648503290918153	1.18808781568789	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	SELENOO	0.0653544479301412	1.18472484961703	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	NDUFAF8	0.0668304317687125	1.17502573303816	24	34	0.705882352941177	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	PRDM16	0.0673308590572307	1.17178584444435	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	AHCYL1	0.0676345247602433	1.16983155723424	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	AP002336.2	0.0689131961774624	1.16169760714459	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	RPL18	0.069875168434465	1.1556771322351	31	34	0.911764705882353	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	RPL19	0.0719912112789217	1.1427205192082	32	34	0.941176470588235	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	COQ9	0.074301932251827	1.12899989208876	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	MTERF1	0.0758845934116011	1.11984638847218	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	TMEM65	0.0785891650202206	1.10463732541467	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	GRINA	0.081560114694445	1.08852217216401	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	DDX5	0.081799826427907	1.08724761786269	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	AASS	0.0823494388595656	1.08433935582664	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	SPAG1	0.083104627976137	1.08037479031296	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	HSPA8	0.0853022294004014	1.06903961826226	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	ZC2HC1A	0.0858823311743185	1.06609617566566	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	CRYAB	0.0874265957753803	1.05835643187983	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	MERTK	0.0888836805647503	1.0511779700903	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	HMGCS1	0.0907254084586715	1.04227106786758	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	MT-CO1	0.0920190798660663	1.03612211372595	34	34	1	0	0	raw_p_value	na.to1	TRUE	1
phase12_kda_acat_summary_v1	Astrocytes	MTCH1	0.0922536419928747	1.03501647973598	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	UQCRC2	0.0931751013255298	1.03070012628977	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	MAOB	0.0946948433045525	1.02367367026129	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	AC079385.1	0.0953637854481701	1.02061651802097	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	NDUFS8	0.096059298199283	1.01746059060245	23	34	0.676470588235294	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	AK3	0.0970948416378827	1.01280384226204	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	CST3	0.0988857050405224	1.00486648565995	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	HSPA1A	0.100853417031496	0.996309382797936	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	CRB1	0.101065024585282	0.995399114019652	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	NDUFA12	0.101131293145301	0.995114439488548	23	34	0.676470588235294	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	TRNT1	0.101131293145301	0.995114439488548	12	34	0.352941176470588	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	RGL1	0.104101752654996	0.982541958654826	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	ATF4	0.104712660349828	0.980000806500079	27	34	0.794117647058823	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	GPAM	0.105480526721865	0.976827710203704	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	HINT1	0.107853510346479	0.967165715194763	30	34	0.882352941176471	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	HIP1R	0.107870191853657	0.967098548847648	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	FGFR2	0.108300615682766	0.965369074428531	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	SPIRE1	0.10872628770915	0.963665440028076	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	ELL2	0.10912683929746	0.962068423332142	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	CRYL1	0.109787154371062	0.959448471471756	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	PBXIP1	0.10993200258941	0.958875860581332	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	SPACA6	0.112942992492298	0.94714070955403	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	LINC00486	0.113235109943904	0.946018893901024	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	ALDH1L1	0.11452687470724	0.941092590463509	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	CLCN7	0.11528023240498	0.938245156655391	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	GOLGA1	0.115519021318063	0.937346499119704	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	FASN	0.116774398881609	0.932652359647734	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	ZNF516	0.118631707221271	0.925799219649244	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	SLC44A3	0.120434667651903	0.919248481493889	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	BCL2	0.121389713125619	0.915818114925255	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	AKAP13	0.121692113991685	0.91473756442288	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	ENTPD1	0.121858885185731	0.914142799294595	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	KLHDC10	0.122007279917813	0.913614255113703	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	DDRGK1	0.122404137901772	0.912203900511286	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	FARP1	0.123232306364421	0.909275423368546	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	INSIG1	0.125309111068826	0.902017350848931	32	34	0.941176470588235	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	TPCN1	0.126252804577466	0.898758965692556	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	SERF2	0.126373111935132	0.898345319885841	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	TNFRSF1A	0.126448531341052	0.898086210480753	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	SESN1	0.127363645774438	0.894954517782764	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	ETV6	0.127646181725893	0.893992171695425	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	DBI	0.128600136836881	0.890758569300828	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	DCXR	0.130593710041005	0.884077740061457	28	34	0.823529411764706	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	GPD2	0.132166919156876	0.87887723339391	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	TSC22D1	0.132329620711785	0.878342932291583	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	NDUFS2	0.133570991170453	0.874287851310708	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	RPL32	0.137608864313883	0.86135358936643	32	34	0.941176470588235	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	FGFR3	0.139851638859318	0.854332439958251	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	UQCRB	0.139949031606092	0.854030102339551	30	34	0.882352941176471	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	FKBP5	0.140491190829488	0.852350906321778	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	PIK3R1	0.143935756509825	0.8418313052579	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	AC118549.1	0.144029535829866	0.841548438928284	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	CDK5RAP3	0.14452709972668	0.840050712365672	34	34	1	1	0.0294117647058824	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	TMEM9	0.144624649949496	0.839757679208293	25	34	0.735294117647059	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	PMP22	0.144705236838505	0.839515751611363	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	PARP6	0.149898706932467	0.824202113479382	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	STRBP	0.149898706932467	0.824202113479382	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	HEPACAM	0.150359431513988	0.822869324956129	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	INTS11	0.150980100684456	0.821080289345454	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	PJA2	0.151393242564512	0.819893509132108	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
phase12_kda_acat_summary_v1	Astrocytes	ASTN1	0.152637639110387	0.816338359943838	34	34	1	0	0	raw_p_value	na.to1	FALSE	1
