FAM41C	SOS1-IT1
KLHL17	WASHC1
KLHL17	PLXNB2
CPTP	DLX2
CPTP	MAPK3
DVL1	NPDC1
DVL1	ARL6IP4
DVL1	TP53I13
DVL1	PLEKHH3
DVL1	MRPL38
DVL1	SNAPC2
AURKAIP1	KRTCAP2
AURKAIP1	TAF10
AURKAIP1	NDUFS3
AURKAIP1	C12orf10
AURKAIP1	GADD45GIP1
MRPL20	CISD3
VWA1	SEMA3F
TMEM240	SNHG12
SSU72	PHLDA3
SSU72	IMP4
SSU72	PRR7
SSU72	PFDN6
SSU72	CCDC107
MIB2	RHPN1
MIB2	CDK5RAP3
MIB2	ARFGAP1
FAAP20	TLCD3B
FAAP20	JOSD2
PEX10	TCTA
TPRG1L	C4orf3
TPRG1L	PSAP
TPRG1L	GNG3
TPRG1L	MPV17L2
CHD5	SRRM2
GPR153	GLIS2
TNFRSF25	RAB24
TNFRSF25	RGS14
PLEKHG5	GPR156
PLEKHG5	KCNN1
PLEKHG5	GMIP
KLHL21	ATAD3C
KLHL21	WDPCP
KLHL21	PCYOX1L
KLHL21	BMP1
KLHL21	WSB1
PHF13	STARD7-AS1
ENO1	IRF2BPL
SLC2A5	IL4R
LNCTAM34A	CHD7
DISP3	MIR193BHG
FBXO44	ULK3
FBXO44	HRH3
MIIP	MCM7
DHRS3	ZNF69
DHRS3	CCDC120
LRRC38	GRM8
KAZN-AS1	C3orf67
KAZN-AS1	LINC00960
KAZN-AS1	PACRG-AS3
KAZN-AS1	ASPN
KAZN-AS1	P4HA3
KAZN-AS1	MACROD2-AS1
KAZN-AS1	DSN1
CELA2B	PDCD1LG2
FBXO42	DOLK
SPATA21	LAMA2
SPATA21	FER1L6
NECAP2	PDLIM5
NECAP2	RGP1
RCC2	AMACR
RCC2	FGFR1
IGSF21	MINDY4
EMC1-AS1	SCUBE2
MRTO4	ACACB
MRTO4	CEP152
MRTO4	ACAN
MICOS10	TIGD6
NBL1	MCL1
NBL1	TSPAN4
NBL1	EFNB3
NBL1	SSTR2
NBL1	GTF2F1
TMCO4	FILIP1
CAMK2N1	JUND
FAM43B	GAS1
FAM43B	OTUD1
DDOST	ITPR2
SH2D5	SLC25A29
ECE1	TNFAIP8
EPHA8	ATG9B
EPHB2	STEAP3
LINC01355	THBS4
ZNF436-AS1	ZBTB7C
ZNF436-AS1	GSTT2B
ASAP3	TCEA3
RPL11	H2AFZ
RPL11	SNHG8
RPL11	RPS3
RPL11	ATP5MC2
ELOA-AS1	GGT1
PITHD1	EID2B
GALE	STK36
PNRC2	FBXO48
PNRC2	ISOC1
PNRC2	TRIM68
PNRC2	PCNA
AUNIP	OVOL2
PAQR7	CYS1
PAQR7	LINC00343
PAQR7	TAZ
STMN1	SKP1
STMN1	LDLRAD4
EXTL1	TNFRSF25
EXTL1	ABCB6
EXTL1	TESC
SH3BGRL3	LRRC59
UBXN11	GLYCTK
DHDDS	MRM1
HMGN2	LINC01134
HMGN2	LINC01748
HMGN2	CATIP
HMGN2	LINC01951
HMGN2	ABCA7
GPATCH3	VPS13B-DT
GPATCH3	RPS6KL1
GPATCH3	SH3BGR
NUDC	RGS2
SYTL1	INCA1
PTAFR	HPN-AS1
ATP5IF1	RASL10A
SESN2	HERC6
RCC1	KCNJ14
RCC1	FAM83D
SNHG3	RHOF
SNHG12	METTL17
LINC01715	SFT2D3
LINC01715	RAD9B
LINC01715	LRRC74B
GMEB1	TERB1
OPRD1	KCNMB4
EPB41	HS6ST1
SRSF4	ACYP2
NKAIN1	BSPRY
NKAIN1	PLAAT3
FABP3	ERG28
FABP3	MED31
PEF1	SATB1-AS1
ADGRB2	PALM3
PTP4A2	EPM2AIP1
CCDC28B	ANKRD18A
CCDC28B	PCED1A
EIF3I	PSME1
MARCKSL1	LGALSL
MARCKSL1	PLK2
MARCKSL1	ZXDB
FAM229A	BATF3
FAM229A	ANKRD13D
FAM229A	LINC01089
FAM229A	TCAP
FAM229A	AOC2
HPCA	RASD1
ZSCAN20	PEX13
TMEM35B	TEX41
TMEM35B	PSMG4
TMEM35B	ORC6
ZMYM1	TCN2
NCDN	ZNF14
TFAP2E	VWA3A
C1orf216	MOSPD3
C1orf216	ARPC5L
C1orf216	NOP53
C1orf216	IDH3B
YRDC	CCNA1
YRDC	SSTR1
YRDC	FASTKD5
C1orf122	TMEM219
MIR3659HG	ADAM19
MIR3659HG	B4GALT1
MYCBP	SIDT1-AS1
GJA9	ZC3H11A
GJA9	HSPB3
GJA9	DKK1
GJA9	FKBP2
GJA9	TMC3
RHBDL2	CLDN20
RHBDL2	KIRREL3-AS1
RHBDL2	LINC02456
NDUFS5	BOLA1
NDUFS5	DPM3
NDUFS5	RPL27A
HPCAL4	SOX4
HPCAL4	AKAP5
HPCAL4	ADAMTS17
SLFNL1-AS1	AP1M1
SLFNL1-AS1	MAMSTR
SLFNL1	LINC01618
SLFNL1	NKAPL
CCDC30	ANKRD39
CCDC30	MATR3
CCDC30	KATNAL2
SLC2A1-AS1	ZNF28
KDM4A-AS1	PZP
ATP6V0B	TMEM54
ATP6V0B	TAF6
ATP6V0B	PTPMT1
RNF220	LRP2
RNF220	PLEKHB1
BEST4	HGFAC
UROD	SKIV2L
UROD	MAP11
UROD	PLCB2
TOE1	PGBD2
TESK2	ZNF341
PRDX1	CFL1
PRDX1	UBC
PRDX1	THAP11
PRDX1	UBB
TMEM69	HHLA3
TMEM69	AC016727.1
POMGNT1	DLEU2L
POMGNT1	C16orf58
LURAP1	ANKRD35
RAD54L	CCDC36
RAD54L	PIR
UQCRH	RPS8
UQCRH	TAF9
UQCRH	UQCRB
FAAH	CNPY4
FAAH	CAMKK1
MKNK1-AS1	DLGAP1-AS2
EFCAB14-AS1	RAET1E
CYP4X1	LAMP3
CYP4X1	ADAT2
CYP4Z1	C2orf73
CYP4Z1	LINC01990
SPATA6	MYOZ2
SPATA6	LINC02726
SPATA6	SH3BP1
ELAVL4	NDST4
ELAVL4	GATD3A
RAB3B	GAP43
CZIB	N6AMT1
LRP8	SLC16A6
LINC01771	ZBBX
LINC01771	FRMPD1
SSBP3	PXN
ACOT11	MROH7
FAM151A	PPIC
FYB2	ANKRD30B
DAB1-AS1	PEX5L-AS2
DAB1-AS1	LINC02143
DAB1-AS1	DCUN1D2-AS
JUN	ENC1
JUN	PPP1R15A
LINC02777	NLRC3
LINC02777	HSD17B1
LINC01358	LINC02646
FGGY	NRIR
FGGY	CCDC169
FGGY	AC004943.2
ALG6	ITGB3BP
JAK1	CRELD1
JAK1	COLEC10
JAK1	LINC01422
LINC01359	JAK1
LINC01359	MKLN1-AS
LINC01359	RFLNA
LINC01359	LINC00596
LINC01359	TYMSOS
LINC01359	EVA1C
AL139294.1	KDM4A-AS1
AL139294.1	SYNGAP1-AS1
AL139294.1	ARHGAP9
AL139294.1	MRTFA-AS1
AL139294.1	BMX
LEPR	CCDC59
PDE4B	HTR2A
TCTEX1D1	MPP4
TCTEX1D1	SPTSSB
TCTEX1D1	ZNF20
GNG12	ADGRL4
GNG12	HS3ST5
GNG12	PDE1C
GNG12	CLEC19A
GNG12	SDK2
GNG12	TSHZ2
GNG12	EFHC2
GNG12-AS1	LINC01847
LRRC7	NECAB1
LRRC7	UNC13C
HHLA3	MIR3142HG
HHLA3	CDCA4
LRRIQ3	FPGT
ERICH3-AS1	RIIAD1
ERICH3-AS1	NME6
ERICH3-AS1	NPIPB5
ERICH3-AS1	EDDM13
CRYZ	TYW3
MSH4	SSC5D
AK5	TMEM243
AK5	SULF2
NEXN-AS1	AOX1
NEXN	DNAH10
DNAJB4	BAG3
DNAJB4	PTGES3L
GIPC2	RADX
ADGRL2	ETV1
ADGRL2	ZNF462
KYAT3	CES5A
LRRC8C-DT	GSDME
HFM1	GRK7
GLMN	LOXL1
GLMN	DUSP14
CCDC18	LRIF1
BCAR3	GPLD1
BCAR3	NIPSNAP2
DPYD	PTPRK
DPYD	RGS6
DPYD-AS1	CHCHD5
DPYD-AS1	LINC01568
SNX7	SLCO5A1
LRRC39	CHRDL1
RTCA	OVGP1
RTCA	LINC01750
RTCA	MDGA1
RTCA	AL136366.1
RTCA	KRTAP5-AS1
RTCA	ZNF540
OLFM3	VWC2L
OLFM3	HTR1F
OLFM3	CDH10
OLFM3	CDH20
LINC01676	GSG1L2
PRMT6	CCNYL1
NTNG1	CA3-AS1
NTNG1	LINC00354
VAV3	UTRN
SARS	ZFAT
SARS	STX8
PSRC1	CHST1
PSMA5	RAD1
PSMA5	A2M-AS1
PSMA5	ARHGAP27
AMIGO1	RAB1B
AMIGO1	TNFSF12
AMPD2	SIRT6
GSTM2	VASH2
GSTM2	NPHP1
GSTM2	WDR45
GSTM5	LINC01768
SLC16A4	FAM167A-AS1
LAMTOR5	MICOS10
LAMTOR5	PDCL3
LAMTOR5	CCDC51
LAMTOR5	ATXN7L3B
LAMTOR5	FAM32A
OVGP1	FANCM
WDR77	PSMA5
WDR77	LINC02060
WDR77	RINT1
WDR77	TUT1
WDR77	ERI2
INKA2	PPL
INKA2	SPIN4
DDX20	TM2D3
KCND3	RBFOX3
KCND3	NOL4L
KCND3	DLGAP4
KCND3	PRR5
SLC16A1	AL121895.1
LRIG2-DT	ECT2L
MAGI3	KCNJ2
AP4B1-AS1	DALRD3
AP4B1-AS1	TRIM73
AP4B1-AS1	NEURL1-AS1
AP4B1-AS1	SDR42E2
NGF-AS1	CENPO
NGF-AS1	HEATR9
NGF-AS1	NOTUM
TTF2	LINC01676
WARS2	MYO3B
NBPF26	LINC00623
LINC02798	ZBTB40
LINC02798	LY6E-DT
LINC02798	PHEX
CD160	ALDOB
PIAS3	AMDHD2
PEX11B	FGF10
PEX11B	LTB
PEX11B	ZDHHC4
PEX11B	ITGB8
PEX11B	NFATC3
PEX11B	HYDIN
PEX11B	ETFB
PEX11B	NCAM2
