schema_version	validation_status	analysis_id	candidate_gene	primary_candidate_id	secondary_candidate_id	execution_backend	use_minerva	author_data_required	automatic_full_archive_download	full_archive_download_count	new_download_bytes	working_directory_bytes	staging_bytes_before_manifest	measured_eligible_routes	signal_positive_eligible_routes	resolved_colocalization_routes	newly_validated_genes	all_registered_routes_terminal	baseline_phase19_hashes_unchanged	authoritative_path_contract_valid	declared_output_files	undeclared_output_files	blocking_check_failures	artifact_manifest_sha256	scientific_outcome
phase19_opc_rps15_public_recovery_v1	validated_complete_opc_rps15_public_recovery	phase19_opc_rps15_public_recovery_v1	RPS15	GS045	GS044	direct	FALSE	FALSE	FALSE	0	0	3200	493075	31	6	0	0	TRUE	TRUE	TRUE	24	0	0	838f25b008b347c5c4b243fb8c8656c24024d143ccbe38eba518eaf65aacfeab	suggestive_public_support_only
