schema_version	route_id	candidate_id	cohort	modality	context_match	signal_gate	registered_chr19_all_members	registered_member_names	registered_member_sizes	members_within_5GiB	direct_individual_download_urls	new_download_bytes	full_archive_download	decision	terminal_state	reason
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Posterior_cingulate_cortex__NGFGXQTL0035	GS044	ROSMAP	eQTL	bulk_brain_fallback	FALSE	2	FunGenADv1.ROSMAP.eQTL.PCC.NGFGXQTL0035_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP.eQTL.PCC.NGFGXQTL0035_v1_19_snp_all.20260330.bed.gz	1299406129;4007179784	2	none	0	FALSE	no_new_download_no_signal	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__sQTL__Anterior_caudate__NGFGXQTL0039	GS044	ROSMAP	sQTL	bulk_brain_fallback	FALSE	2	FunGenADv1.ROSMAP.sQTL.AC.NGFGXQTL0039_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP.sQTL.AC.NGFGXQTL0039_v1_19_snp_all.20260330.bed.gz	1214886427;3751997470	2	none	0	FALSE	no_new_download_no_signal	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__sQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0040	GS044	ROSMAP	sQTL	bulk_brain_fallback	TRUE	2	FunGenADv1.ROSMAP.sQTL.DLPFC.NGFGXQTL0040_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP.sQTL.DLPFC.NGFGXQTL0040_v1_19_snp_all.20260330.bed.gz	1252127760;3875297903	2	none	0	FALSE	no_new_download_no_direct_small_public_endpoint	model_or_ld_incompatible	source_significant_RPS15_QTL_and_small_chr19_all_association_members_registered_but_no_direct_individual_file_download_endpoint_or_complete_fitted_model_and_source_matched_LD
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__sQTL__Posterior_cingulate_cortex__NGFGXQTL0041	GS044	ROSMAP	sQTL	bulk_brain_fallback	TRUE	2	FunGenADv1.ROSMAP.sQTL.PCC.NGFGXQTL0041_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP.sQTL.PCC.NGFGXQTL0041_v1_19_snp_all.20260330.bed.gz	1131864436;3501114412	2	none	0	FALSE	no_new_download_no_direct_small_public_endpoint	model_or_ld_incompatible	source_significant_RPS15_QTL_and_small_chr19_all_association_members_registered_but_no_direct_individual_file_download_endpoint_or_complete_fitted_model_and_source_matched_LD
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__Knight_ADRC__pQTL__Parietal_cortex__NGFGXQTL0003	GS044	Knight-ADRC	pQTL	protein_level_fallback	FALSE	2	FunGenADv1.Knight-ADRC.pQTL.PC.NGFGXQTL0003_v1_19_indel_all.20260330.bed.gz;FunGenADv1.Knight-ADRC.pQTL.PC.NGFGXQTL0003_v1_19_snp_all.20260330.bed.gz	6878103;141571038	2	none	0	FALSE	no_new_download_no_signal	measurement_unresolved	RPS15_absent_from_significant_and_finemapping_summary_files;absence_does_not_prove_not_measured
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MSBB__pQTL__Parahippocampal_gyrus__NGFGXQTL0013	GS044	MSBB	pQTL	protein_level_fallback	FALSE	2	FunGenADv1.MSBB.pQTL.PHG.NGFGXQTL0013_v1_19_indel_all.20260330.bed.gz;FunGenADv1.MSBB.pQTL.PHG.NGFGXQTL0013_v1_19_snp_all.20260330.bed.gz	91862267;1316693705	2	none	0	FALSE	no_new_download_no_signal	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__pQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0038	GS044	ROSMAP	pQTL	protein_level_fallback	FALSE	2	FunGenADv1.ROSMAP.pQTL.DLPFC.NGFGXQTL0038_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP.pQTL.DLPFC.NGFGXQTL0038_v1_19_snp_all.20260330.bed.gz	357357775;1111667858	2	none	0	FALSE	no_new_download_no_signal	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MiGA__eQTL__Microglia_Medial_frontal_gyrus__NGFGXQTL0004	GS044	MiGA	eQTL	context_not_eligible	FALSE	1	FunGenADv1.MiGA.eQTL.mic_MFG.NGFGXQTL0004_v1_19_snp_all.20260330.bed.gz	2510507868	1	none	0	FALSE	no_new_download_context_ineligible	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MiGA__eQTL__Microglia_Subventricular_zone__NGFGXQTL0006	GS044	MiGA	eQTL	context_not_eligible	FALSE	1	FunGenADv1.MiGA.eQTL.mic_SVZ.NGFGXQTL0006_v1_19_snp_all.20260330.bed.gz	2154963027	1	none	0	FALSE	no_new_download_context_ineligible	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MiGA__eQTL__Microglia_Superior_temporal_gyrus__NGFGXQTL0005	GS044	MiGA	eQTL	context_not_eligible	FALSE	1	FunGenADv1.MiGA.eQTL.mic_STG.NGFGXQTL0005_v1_19_snp_all.20260330.bed.gz	2397154426	1	none	0	FALSE	no_new_download_context_ineligible	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__MiGA__eQTL__Microglia_Thalamus__NGFGXQTL0007	GS044	MiGA	eQTL	context_not_eligible	FALSE	1	FunGenADv1.MiGA.eQTL.mic_THA.NGFGXQTL0007_v1_19_snp_all.20260330.bed.gz	2415232078	1	none	0	FALSE	no_new_download_context_ineligible	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Astrocyte__NGFGXQTL0026	GS044	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	context_not_eligible	TRUE	2	FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.ast.NGFGXQTL0026_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.ast.NGFGXQTL0026_v1_19_snp_all.20260330.bed.gz	423942896;1322401688	2	none	0	FALSE	no_new_download_context_ineligible	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Excitatory_neuron__NGFGXQTL0027	GS044	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	context_not_eligible	TRUE	2	FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.exc.NGFGXQTL0027_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.exc.NGFGXQTL0027_v1_19_snp_all.20260330.bed.gz	644454161;2000357784	2	none	0	FALSE	no_new_download_context_ineligible	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Microglia__NGFGXQTL0029	GS044	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	context_not_eligible	FALSE	2	FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.mic.NGFGXQTL0029_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.mic.NGFGXQTL0029_v1_19_snp_all.20260330.bed.gz	79939519;228410305	2	none	0	FALSE	no_new_download_context_ineligible	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Oligodendrocyte__NGFGXQTL0030	GS044	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	context_not_eligible	FALSE	2	FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.oli.NGFGXQTL0030_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.oli.NGFGXQTL0030_v1_19_snp_all.20260330.bed.gz	521181068;1622221916	2	none	0	FALSE	no_new_download_context_ineligible	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Oligodendrocyte_progenitor_cell__NGFGXQTL0031	GS044	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	context_not_eligible	FALSE	2	FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.opc.NGFGXQTL0031_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.opc.NGFGXQTL0031_v1_19_snp_all.20260330.bed.gz	218614824;656661439	2	none	0	FALSE	no_new_download_context_ineligible	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Astrocyte__NGFGXQTL0014	GS044	ROSMAP_CUIMC1	snuc-eQTL	context_not_eligible	FALSE	2	FunGenADv1.ROSMAP_CUIMC1.snuc-eQTL.ast.NGFGXQTL0014_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP_CUIMC1.snuc-eQTL.ast.NGFGXQTL0014_v1_19_snp_all.20260330.bed.gz	676450434;2094002848	2	none	0	FALSE	no_new_download_context_ineligible	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Excitatory_neuron__NGFGXQTL0015	GS044	ROSMAP_CUIMC1	snuc-eQTL	context_not_eligible	FALSE	2	FunGenADv1.ROSMAP_CUIMC1.snuc-eQTL.exc.NGFGXQTL0015_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP_CUIMC1.snuc-eQTL.exc.NGFGXQTL0015_v1_19_snp_all.20260330.bed.gz	635985901;1972056241	2	none	0	FALSE	no_new_download_context_ineligible	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Microglia__NGFGXQTL0017	GS044	ROSMAP_CUIMC1	snuc-eQTL	context_not_eligible	FALSE	2	FunGenADv1.ROSMAP_CUIMC1.snuc-eQTL.mic.NGFGXQTL0017_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP_CUIMC1.snuc-eQTL.mic.NGFGXQTL0017_v1_19_snp_all.20260330.bed.gz	309515505;960680220	2	none	0	FALSE	no_new_download_context_ineligible	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Oligodendrocyte__NGFGXQTL0018	GS044	ROSMAP_CUIMC1	snuc-eQTL	context_not_eligible	FALSE	2	FunGenADv1.ROSMAP_CUIMC1.snuc-eQTL.oli.NGFGXQTL0018_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP_CUIMC1.snuc-eQTL.oli.NGFGXQTL0018_v1_19_snp_all.20260330.bed.gz	661130700;2049150172	2	none	0	FALSE	no_new_download_context_ineligible	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Oligodendrocyte_progenitor_cell__NGFGXQTL0019	GS044	ROSMAP_CUIMC1	snuc-eQTL	context_not_eligible	FALSE	2	FunGenADv1.ROSMAP_CUIMC1.snuc-eQTL.opc.NGFGXQTL0019_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP_CUIMC1.snuc-eQTL.opc.NGFGXQTL0019_v1_19_snp_all.20260330.bed.gz	323001188;1006167195	2	none	0	FALSE	no_new_download_context_ineligible	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_MIT__snuc_eQTL__Astrocyte__NGFGXQTL0020	GS044	ROSMAP_MIT	snuc-eQTL	context_not_eligible	FALSE	2	FunGenADv1.ROSMAP_MIT.snuc-eQTL.ast.NGFGXQTL0020_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP_MIT.snuc-eQTL.ast.NGFGXQTL0020_v1_19_snp_all.20260330.bed.gz	448723006;1394284843	2	none	0	FALSE	no_new_download_context_ineligible	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_MIT__snuc_eQTL__Excitatory_neuron__NGFGXQTL0021	GS044	ROSMAP_MIT	snuc-eQTL	context_not_eligible	FALSE	2	FunGenADv1.ROSMAP_MIT.snuc-eQTL.exc.NGFGXQTL0021_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP_MIT.snuc-eQTL.exc.NGFGXQTL0021_v1_19_snp_all.20260330.bed.gz	584139805;1814897334	2	none	0	FALSE	no_new_download_context_ineligible	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_MIT__snuc_eQTL__Microglia__NGFGXQTL0023	GS044	ROSMAP_MIT	snuc-eQTL	context_not_eligible	FALSE	2	FunGenADv1.ROSMAP_MIT.snuc-eQTL.mic.NGFGXQTL0023_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP_MIT.snuc-eQTL.mic.NGFGXQTL0023_v1_19_snp_all.20260330.bed.gz	192813171;567538844	2	none	0	FALSE	no_new_download_context_ineligible	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_MIT__snuc_eQTL__Oligodendrocyte__NGFGXQTL0024	GS044	ROSMAP_MIT	snuc-eQTL	context_not_eligible	FALSE	2	FunGenADv1.ROSMAP_MIT.snuc-eQTL.oli.NGFGXQTL0024_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP_MIT.snuc-eQTL.oli.NGFGXQTL0024_v1_19_snp_all.20260330.bed.gz	580147124;1804477617	2	none	0	FALSE	no_new_download_context_ineligible	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP_MIT__snuc_eQTL__Oligodendrocyte_progenitor_cell__NGFGXQTL0025	GS044	ROSMAP_MIT	snuc-eQTL	context_not_eligible	FALSE	2	FunGenADv1.ROSMAP_MIT.snuc-eQTL.opc.NGFGXQTL0025_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP_MIT.snuc-eQTL.opc.NGFGXQTL0025_v1_19_snp_all.20260330.bed.gz	400212195;1249057265	2	none	0	FALSE	no_new_download_context_ineligible	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS044__NG00184v1__ROSMAP__eQTL__Monocyte__NGFGXQTL0034	GS044	ROSMAP	eQTL	context_not_eligible	FALSE	2	FunGenADv1.ROSMAP.eQTL.mon.NGFGXQTL0034_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP.eQTL.mon.NGFGXQTL0034_v1_19_snp_all.20260330.bed.gz	845513133;2620583265	2	none	0	FALSE	no_new_download_context_ineligible	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Oligodendrocyte_progenitor_cell__NGFGXQTL0031	GS045	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	exact_opc	FALSE	2	FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.opc.NGFGXQTL0031_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.opc.NGFGXQTL0031_v1_19_snp_all.20260330.bed.gz	218614824;656661439	2	none	0	FALSE	no_new_download_no_signal	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Oligodendrocyte_progenitor_cell__NGFGXQTL0019	GS045	ROSMAP_CUIMC1	snuc-eQTL	exact_opc	FALSE	2	FunGenADv1.ROSMAP_CUIMC1.snuc-eQTL.opc.NGFGXQTL0019_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP_CUIMC1.snuc-eQTL.opc.NGFGXQTL0019_v1_19_snp_all.20260330.bed.gz	323001188;1006167195	2	none	0	FALSE	no_new_download_no_signal	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_MIT__snuc_eQTL__Oligodendrocyte_progenitor_cell__NGFGXQTL0025	GS045	ROSMAP_MIT	snuc-eQTL	exact_opc	FALSE	2	FunGenADv1.ROSMAP_MIT.snuc-eQTL.opc.NGFGXQTL0025_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP_MIT.snuc-eQTL.opc.NGFGXQTL0025_v1_19_snp_all.20260330.bed.gz	400212195;1249057265	2	none	0	FALSE	no_new_download_no_signal	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Oligodendrocyte__NGFGXQTL0030	GS045	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	oligodendroglial_lineage	FALSE	2	FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.oli.NGFGXQTL0030_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.oli.NGFGXQTL0030_v1_19_snp_all.20260330.bed.gz	521181068;1622221916	2	none	0	FALSE	no_new_download_no_signal	measurement_unresolved	RPS15_absent_from_significant_and_finemapping_summary_files;absence_does_not_prove_not_measured
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Oligodendrocyte__NGFGXQTL0018	GS045	ROSMAP_CUIMC1	snuc-eQTL	oligodendroglial_lineage	FALSE	2	FunGenADv1.ROSMAP_CUIMC1.snuc-eQTL.oli.NGFGXQTL0018_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP_CUIMC1.snuc-eQTL.oli.NGFGXQTL0018_v1_19_snp_all.20260330.bed.gz	661130700;2049150172	2	none	0	FALSE	no_new_download_no_signal	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_MIT__snuc_eQTL__Oligodendrocyte__NGFGXQTL0024	GS045	ROSMAP_MIT	snuc-eQTL	oligodendroglial_lineage	FALSE	2	FunGenADv1.ROSMAP_MIT.snuc-eQTL.oli.NGFGXQTL0024_v1_19_indel_all.20260330.bed.gz;FunGenADv1.ROSMAP_MIT.snuc-eQTL.oli.NGFGXQTL0024_v1_19_snp_all.20260330.bed.gz	580147124;1804477617	2	none	0	FALSE	no_new_download_no_signal	measurement_unresolved	RPS15_absent_from_significant_and_finemapping_summary_files;absence_does_not_prove_not_measured
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__Knight_ADRC__eQTL__Parietal_cortex__NGFGXQTL0001	GS045	Knight-ADRC	eQTL	bulk_brain_fallback	FALSE	2	FunGenADv1.Knight-ADRC.eQTL.PC.NGFGXQTL0001_v1_19_indel_all.20260330.bed.gz;FunGenADv1.Knight-ADRC.eQTL.PC.NGFGXQTL0001_v1_19_snp_all.20260330.bed.gz	161610358;3502456688	2	none	0	FALSE	no_new_download_no_signal	no_regional_qtl_signal	released_finemapping_rows_explicitly_mark_RPS15_is_hmt_signif_false
