schema_version	route_id	candidate_id	gene	ensembl_gene_id	phase18_context	qtl_source_id	cohort	modality	cell_type	biosample_type	tissue_category	context_match	context_priority	eligible	genome_build	base_context_id	release_components	source_files	source_selection_state
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__eQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0033	GS045	RPS15	ENSG00000115268	OPCs	NG00184.v1	ROSMAP	eQTL	Dorsolateral prefrontal cortex	Primary tissue	Brain	bulk_brain_fallback	4	TRUE	hg38	NGFGXQTL0033	hmt_significant;single_context_finemapping_all	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.DLPFC.NGFGXQTL0033_v1_19_indel_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.DLPFC.NGFGXQTL0033_v1_19_snp_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.DLPFC.NGFGXQTL0033_v1_19_indel_scfmAll.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.DLPFC.NGFGXQTL0033_v1_19_snp_scfmAll.20260330.bed.gz	frozen_before_RPS15_lookup
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__eQTL__Posterior_cingulate_cortex__NGFGXQTL0035	GS045	RPS15	ENSG00000115268	OPCs	NG00184.v1	ROSMAP	eQTL	Posterior cingulate cortex	Primary tissue	Brain	bulk_brain_fallback	4	TRUE	hg38	NGFGXQTL0035	hmt_significant;single_context_finemapping_all	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.PCC.NGFGXQTL0035_v1_19_indel_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.PCC.NGFGXQTL0035_v1_19_snp_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.PCC.NGFGXQTL0035_v1_19_indel_scfmAll.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.eQTL.PCC.NGFGXQTL0035_v1_19_snp_scfmAll.20260330.bed.gz	frozen_before_RPS15_lookup
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__sQTL__Anterior_caudate__NGFGXQTL0039	GS045	RPS15	ENSG00000115268	OPCs	NG00184.v1	ROSMAP	sQTL	Anterior caudate	Primary tissue	Brain	bulk_brain_fallback	4	TRUE	hg38	NGFGXQTL0039	hmt_significant;single_context_finemapping_all	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/sQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.sQTL.AC.NGFGXQTL0039_v1_19_indel_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/sQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.sQTL.AC.NGFGXQTL0039_v1_19_snp_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/sQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.sQTL.AC.NGFGXQTL0039_v1_19_indel_scfmAll.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/sQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.sQTL.AC.NGFGXQTL0039_v1_19_snp_scfmAll.20260330.bed.gz	frozen_before_RPS15_lookup
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__sQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0040	GS045	RPS15	ENSG00000115268	OPCs	NG00184.v1	ROSMAP	sQTL	Dorsolateral prefrontal cortex	Primary tissue	Brain	bulk_brain_fallback	4	TRUE	hg38	NGFGXQTL0040	hmt_significant;single_context_finemapping_all	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/sQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.sQTL.DLPFC.NGFGXQTL0040_v1_19_indel_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/sQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.sQTL.DLPFC.NGFGXQTL0040_v1_19_snp_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/sQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.sQTL.DLPFC.NGFGXQTL0040_v1_19_indel_scfmAll.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/sQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.sQTL.DLPFC.NGFGXQTL0040_v1_19_snp_scfmAll.20260330.bed.gz	frozen_before_RPS15_lookup
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__sQTL__Posterior_cingulate_cortex__NGFGXQTL0041	GS045	RPS15	ENSG00000115268	OPCs	NG00184.v1	ROSMAP	sQTL	Posterior cingulate cortex	Primary tissue	Brain	bulk_brain_fallback	4	TRUE	hg38	NGFGXQTL0041	hmt_significant;single_context_finemapping_all	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/sQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.sQTL.PCC.NGFGXQTL0041_v1_19_indel_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/sQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.sQTL.PCC.NGFGXQTL0041_v1_19_snp_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/sQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.sQTL.PCC.NGFGXQTL0041_v1_19_indel_scfmAll.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/sQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.sQTL.PCC.NGFGXQTL0041_v1_19_snp_scfmAll.20260330.bed.gz	frozen_before_RPS15_lookup
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__Knight_ADRC__pQTL__Parietal_cortex__NGFGXQTL0003	GS045	RPS15	ENSG00000115268	OPCs	NG00184.v1	Knight-ADRC	pQTL	Parietal cortex	Primary tissue	Brain	protein_level_fallback	5	TRUE	hg38	NGFGXQTL0003	hmt_significant;single_context_finemapping_all	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/Knight-ADRC/pQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.Knight-ADRC.pQTL.PC.NGFGXQTL0003_v1_19_indel_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/Knight-ADRC/pQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.Knight-ADRC.pQTL.PC.NGFGXQTL0003_v1_19_snp_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/Knight-ADRC/pQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.Knight-ADRC.pQTL.PC.NGFGXQTL0003_v1_19_indel_scfmAll.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/Knight-ADRC/pQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.Knight-ADRC.pQTL.PC.NGFGXQTL0003_v1_19_snp_scfmAll.20260330.bed.gz	frozen_before_RPS15_lookup
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__MSBB__pQTL__Parahippocampal_gyrus__NGFGXQTL0013	GS045	RPS15	ENSG00000115268	OPCs	NG00184.v1	MSBB	pQTL	Parahippocampal gyrus	Primary tissue	Brain	protein_level_fallback	5	TRUE	hg38	NGFGXQTL0013	hmt_significant;single_context_finemapping_all	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MSBB/pQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.MSBB.pQTL.PHG.NGFGXQTL0013_v1_19_indel_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MSBB/pQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.MSBB.pQTL.PHG.NGFGXQTL0013_v1_19_snp_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MSBB/pQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.MSBB.pQTL.PHG.NGFGXQTL0013_v1_19_indel_scfmAll.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MSBB/pQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.MSBB.pQTL.PHG.NGFGXQTL0013_v1_19_snp_scfmAll.20260330.bed.gz	frozen_before_RPS15_lookup
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__pQTL__Dorsolateral_prefrontal_cortex__NGFGXQTL0038	GS045	RPS15	ENSG00000115268	OPCs	NG00184.v1	ROSMAP	pQTL	Dorsolateral prefrontal cortex	Primary tissue	Brain	protein_level_fallback	5	TRUE	hg38	NGFGXQTL0038	hmt_significant;single_context_finemapping_all	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/pQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.pQTL.DLPFC.NGFGXQTL0038_v1_19_indel_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/pQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.pQTL.DLPFC.NGFGXQTL0038_v1_19_snp_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/pQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.pQTL.DLPFC.NGFGXQTL0038_v1_19_indel_scfmAll.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP/pQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP.pQTL.DLPFC.NGFGXQTL0038_v1_19_snp_scfmAll.20260330.bed.gz	frozen_before_RPS15_lookup
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__MiGA__eQTL__Microglia_Medial_frontal_gyrus__NGFGXQTL0004	GS045	RPS15	ENSG00000115268	OPCs	NG00184.v1	MiGA	eQTL	Microglia (Medial frontal gyrus)	Primary cell	Brain	context_not_eligible	99	FALSE	hg38	NGFGXQTL0004	hmt_significant;single_context_finemapping_all	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MiGA/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.MiGA.eQTL.mic_MFG.NGFGXQTL0004_v1_19_snp_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MiGA/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.MiGA.eQTL.mic_MFG.NGFGXQTL0004_v1_19_snp_scfmAll.20260330.bed.gz	frozen_before_RPS15_lookup
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__MiGA__eQTL__Microglia_Subventricular_zone__NGFGXQTL0006	GS045	RPS15	ENSG00000115268	OPCs	NG00184.v1	MiGA	eQTL	Microglia (Subventricular zone)	Primary cell	Brain	context_not_eligible	99	FALSE	hg38	NGFGXQTL0006	hmt_significant;single_context_finemapping_all	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MiGA/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.MiGA.eQTL.mic_SVZ.NGFGXQTL0006_v1_19_snp_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MiGA/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.MiGA.eQTL.mic_SVZ.NGFGXQTL0006_v1_19_snp_scfmAll.20260330.bed.gz	frozen_before_RPS15_lookup
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__MiGA__eQTL__Microglia_Superior_temporal_gyrus__NGFGXQTL0005	GS045	RPS15	ENSG00000115268	OPCs	NG00184.v1	MiGA	eQTL	Microglia (Superior temporal gyrus)	Primary cell	Brain	context_not_eligible	99	FALSE	hg38	NGFGXQTL0005	hmt_significant;single_context_finemapping_all	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MiGA/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.MiGA.eQTL.mic_STG.NGFGXQTL0005_v1_19_snp_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MiGA/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.MiGA.eQTL.mic_STG.NGFGXQTL0005_v1_19_snp_scfmAll.20260330.bed.gz	frozen_before_RPS15_lookup
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__MiGA__eQTL__Microglia_Thalamus__NGFGXQTL0007	GS045	RPS15	ENSG00000115268	OPCs	NG00184.v1	MiGA	eQTL	Microglia (Thalamus)	Primary cell	Brain	context_not_eligible	99	FALSE	hg38	NGFGXQTL0007	hmt_significant;single_context_finemapping_all	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MiGA/eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.MiGA.eQTL.mic_THA.NGFGXQTL0007_v1_19_snp_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/MiGA/eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.MiGA.eQTL.mic_THA.NGFGXQTL0007_v1_19_snp_scfmAll.20260330.bed.gz	frozen_before_RPS15_lookup
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Astrocyte__NGFGXQTL0026	GS045	RPS15	ENSG00000115268	OPCs	NG00184.v1	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	Astrocyte	Primary cell	Brain	context_not_eligible	99	FALSE	hg38	NGFGXQTL0026	hmt_significant;single_context_finemapping_all	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP_CUIMC1_2_MIT/snuc-eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.ast.NGFGXQTL0026_v1_19_indel_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP_CUIMC1_2_MIT/snuc-eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.ast.NGFGXQTL0026_v1_19_snp_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP_CUIMC1_2_MIT/snuc-eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.ast.NGFGXQTL0026_v1_19_indel_scfmAll.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP_CUIMC1_2_MIT/snuc-eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.ast.NGFGXQTL0026_v1_19_snp_scfmAll.20260330.bed.gz	frozen_before_RPS15_lookup
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Excitatory_neuron__NGFGXQTL0027	GS045	RPS15	ENSG00000115268	OPCs	NG00184.v1	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	Excitatory neuron	Primary cell	Brain	context_not_eligible	99	FALSE	hg38	NGFGXQTL0027	hmt_significant;single_context_finemapping_all	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP_CUIMC1_2_MIT/snuc-eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.exc.NGFGXQTL0027_v1_19_indel_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP_CUIMC1_2_MIT/snuc-eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.exc.NGFGXQTL0027_v1_19_snp_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP_CUIMC1_2_MIT/snuc-eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.exc.NGFGXQTL0027_v1_19_indel_scfmAll.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP_CUIMC1_2_MIT/snuc-eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.exc.NGFGXQTL0027_v1_19_snp_scfmAll.20260330.bed.gz	frozen_before_RPS15_lookup
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Inhibitory_neuron__NGFGXQTL0028	GS045	RPS15	ENSG00000115268	OPCs	NG00184.v1	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	Inhibitory neuron	Primary cell	Brain	context_not_eligible	99	FALSE	hg38	NGFGXQTL0028	hmt_significant;single_context_finemapping_all	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP_CUIMC1_2_MIT/snuc-eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.inh.NGFGXQTL0028_v1_19_indel_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP_CUIMC1_2_MIT/snuc-eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.inh.NGFGXQTL0028_v1_19_snp_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP_CUIMC1_2_MIT/snuc-eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.inh.NGFGXQTL0028_v1_19_indel_scfmAll.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP_CUIMC1_2_MIT/snuc-eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.inh.NGFGXQTL0028_v1_19_snp_scfmAll.20260330.bed.gz	frozen_before_RPS15_lookup
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Microglia__NGFGXQTL0029	GS045	RPS15	ENSG00000115268	OPCs	NG00184.v1	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	Microglia	Primary cell	Brain	context_not_eligible	99	FALSE	hg38	NGFGXQTL0029	hmt_significant;single_context_finemapping_all	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP_CUIMC1_2_MIT/snuc-eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.mic.NGFGXQTL0029_v1_19_indel_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP_CUIMC1_2_MIT/snuc-eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.mic.NGFGXQTL0029_v1_19_snp_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP_CUIMC1_2_MIT/snuc-eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.mic.NGFGXQTL0029_v1_19_indel_scfmAll.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP_CUIMC1_2_MIT/snuc-eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP_CUIMC1_2_MIT.snuc-eQTL.mic.NGFGXQTL0029_v1_19_snp_scfmAll.20260330.bed.gz	frozen_before_RPS15_lookup
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Astrocyte__NGFGXQTL0014	GS045	RPS15	ENSG00000115268	OPCs	NG00184.v1	ROSMAP_CUIMC1	snuc-eQTL	Astrocyte	Primary cell	Brain	context_not_eligible	99	FALSE	hg38	NGFGXQTL0014	hmt_significant;single_context_finemapping_all	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP_CUIMC1/snuc-eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP_CUIMC1.snuc-eQTL.ast.NGFGXQTL0014_v1_19_indel_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP_CUIMC1/snuc-eQTL/hmt_significant/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP_CUIMC1.snuc-eQTL.ast.NGFGXQTL0014_v1_19_snp_hmt.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP_CUIMC1/snuc-eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP_CUIMC1.snuc-eQTL.ast.NGFGXQTL0014_v1_19_indel_scfmAll.20260330.bed.gz;data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_regional/NG00184/ADSP_FunGen_xQTL/v1/ROSMAP_CUIMC1/snuc-eQTL/single_context_finemapping_all/bed3plus17_qtl/hg38/FunGenADv1.ROSMAP_CUIMC1.snuc-eQTL.ast.NGFGXQTL0014_v1_19_snp_scfmAll.20260330.bed.gz	frozen_before_RPS15_lookup
