schema_version	input_execution_label	input_root	output_root	script	script_sha256	config	config_sha256	plan_sha256	similarity_status_sha256	similarity_panel_sha256	pathway_status_sha256	pathway_panel_sha256	pathway_ora_sha256	query_manifest_sha256	panel_manifest_sha256	displayed_similarity_sha256	displayed_pathway_sha256	pathway_display_summary_sha256	captions_sha256	figure_manifest_sha256	figure_checks_sha256	figures	image_artifacts	similarity_display_rows	pathway_display_rows	pathway_queries	failed_checks	r_version	data_table_version	ggplot2_version	patchwork_version	scales_version	yaml_version	digest_version	peak_ram_gib	elapsed_seconds	git_revision	timestamp_utc	validation_status
yu_mitochondrial_figure_status_v3	minerva_production	results/minerva_production	results/figures/figures03_to_06	scripts/figures/generate_yu_mitochondrial_figures_3_to_6.R	997ff19d8e58cf265fa1186f81836854455242f79d808f58842c07e351033c19	config/yu_mitochondrial_figures_3_to_6.yml	d0465f4c8dbf08954c49b51824390c484cc8ee52d31fce947fd9828bf23aec50	68549fba227ce3aa258f6e14bc698dfb84085fc3309bf692397dfb6f946e5bf4	b0f5b6bba7ab3fd3305c266432d17564ee96cf01b0d801bd33198ad82133bdb9	778f60c31b7f9b565acbaa570b0eef8eaf058fd38f58d0a022a30e807c81e56f	cbbc020dba57476f44cf880066162b75a6b630327e93c183714918b33b55e9cb	58b76e644081db5ce370e02342cbb1aaad7047530b56e24c9857c1a70f3e6245	e47832e037e9488d77c04714795639a8a4e7bf77ceb43e7c8d421074b6a301eb	ef89a9ad069f533edb80c46452ea6a1d6da2f859f4f4e5bc45ce0ac97a527949	38c75e80345a695a0363e56488be21c85aa7c0ff4128e2f56b32063c541a7b26	7ed7ba53c3a0ae02652d19a1af8c52c922bfe1bef73e35043744c6af33774db8	4e21cbed2f22754c59e52e80da35e321ebba11c9167fea39c00cbaf1e46e255b	c880090882133a79e2c2e9b6da8d61ebaae9a01622b4ae6d7472cacfceb2aa41	75c67d528cbb00635b06966d6cddf4e830d38d89d3a3b8e3bd094c30c20c02f5	190bd3f83d4c9628c59a4d9b7b65391551013edc740b7a938f26c6ec6c064c63	2d669812c4f44a9bd35f78bf59f1ff8614fa92b6bb4049eeb48d7b93ee05b441	4	8	1680	135	9	0	4.3.3	1.18.4	4.0.3	1.3.2	1.4.0	2.3.12	0.6.39	NA	7.75084400177002	7d466fd2adf8ecbf8e951b5a086624b3090a1e35	2026-07-19 19:19:44 UTC	validated_complete
