schema_version	network	source_path	expected_sha256	observed_sha256	bytes	nodes	edges	is_dag
phase20_broad_network_authority_v1	Astrocytes	data/bayesian_network/Astrocytes/result.links3.links.txt	220c2dff6b1c95cb8654f9b19347f1c388ed539a369aa7c581cd748ff988634d	220c2dff6b1c95cb8654f9b19347f1c388ed539a369aa7c581cd748ff988634d	117733	8285	8881	TRUE
phase20_broad_network_authority_v1	Excitatory_neurons	data/bayesian_network/Excitatory_neurons/result.links3.links.txt	bfbb4859dd7298a1f1dfa9cb459e781b379ae4e57114e4858eacbcbf88786c8e	bfbb4859dd7298a1f1dfa9cb459e781b379ae4e57114e4858eacbcbf88786c8e	182799	10441	13759	TRUE
phase20_broad_network_authority_v1	Inhibitory_neurons	data/bayesian_network/Inhibitory_neurons/result.links3.links.txt	9c2eb47351ece8af211487a8edb5143c594a59486da3a87af33555b4e3d41aa4	9c2eb47351ece8af211487a8edb5143c594a59486da3a87af33555b4e3d41aa4	138592	9579	10534	TRUE
phase20_broad_network_authority_v1	Microglia	data/bayesian_network/Microglia/result.links3.links.txt	aa53b942e9496d5d91376f76045a3c29722c024f8bdfbe6b9b7a3a15950d21bb	aa53b942e9496d5d91376f76045a3c29722c024f8bdfbe6b9b7a3a15950d21bb	87189	6604	6826	TRUE
phase20_broad_network_authority_v1	OPCs	data/bayesian_network/OPCs/result.links3.links.txt	9660d52ed4d318cebdda93b42b8e57d79f6aadd21a1e0e50a5d0612ac5ed9683	9660d52ed4d318cebdda93b42b8e57d79f6aadd21a1e0e50a5d0612ac5ed9683	112216	8249	8610	TRUE
phase20_broad_network_authority_v1	Oligodendrocytes	data/bayesian_network/Oligodendrocytes/result.links3.links.txt	e9f2dfb2d957368d4b98e96489c9ab9edc34cfa9f789a2490bf161c98e27b746	e9f2dfb2d957368d4b98e96489c9ab9edc34cfa9f789a2490bf161c98e27b746	119046	8190	9067	TRUE
phase20_broad_network_authority_v1	Vasculature_cells	data/bayesian_network/Vasculature_cells/result.links3.links.txt	97e53fd2f9871d1e763b741aec5955556f7a9d12df94102fc4e623a906ac75c6	97e53fd2f9871d1e763b741aec5955556f7a9d12df94102fc4e623a906ac75c6	67046	5290	5266	TRUE
