schema_version	report_type	summary_scope	broad_network	case_id	filter_number	filter_name	ordered_funnel_step	counting_unit	input_n	pass_n	fail_n	cumulative_remaining_n	input_distinct_gene_n	pass_distinct_gene_n	fail_distinct_gene_n	remaining_distinct_gene_n	explicit_n	implicit_n	absent_n	invalid_n	not_testable_n	failure_reason
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Inhibitory_neurons	case3_not_core_mito	5	aggregate_evidence	5	gene_broad_network_case_aggregate	34	5	29	5	34	5	29	5	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Inhibitory_neurons	case3_not_core_mito	3	conservative_support	3	gene_broad_network_case_aggregate	8322	34	8288	34	8322	34	8288	34	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Inhibitory_neurons	case3_not_core_mito	4	coverage	4	gene_broad_network_case_aggregate	8322	6608	1714	6608	8322	6608	1714	6608	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Inhibitory_neurons	case3_not_core_mito	5	aggregate_evidence	5	gene_broad_network_case_aggregate	8322	5	8317	5	8322	5	8317	5	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network	Microglia	ALL	3	conservative_support	3	gene_broad_network_case_aggregate	5363	12	5351	12	5248	11	5239	11	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network	Microglia	ALL	4	coverage	4	gene_broad_network_case_aggregate	12	10	2	10	11	9	2	9	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network	Microglia	ALL	5	aggregate_evidence	5	gene_broad_network_case_aggregate	10	4	6	4	9	3	6	3	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network	Microglia	ALL	3	conservative_support	3	gene_broad_network_case_aggregate	5363	12	5351	12	5248	11	5239	11	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network	Microglia	ALL	4	coverage	4	gene_broad_network_case_aggregate	5363	4064	1299	4064	5248	3960	1299	3960	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network	Microglia	ALL	5	aggregate_evidence	5	gene_broad_network_case_aggregate	5363	4	5359	4	5248	3	5246	3	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Microglia	case1_core_mito_in_query	3	conservative_support	3	gene_broad_network_case_aggregate	115	3	112	3	115	3	112	3	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Microglia	case1_core_mito_in_query	4	coverage	4	gene_broad_network_case_aggregate	3	3	0	3	3	3	0	3	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Microglia	case1_core_mito_in_query	5	aggregate_evidence	5	gene_broad_network_case_aggregate	3	2	1	2	3	2	1	2	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Microglia	case1_core_mito_in_query	3	conservative_support	3	gene_broad_network_case_aggregate	115	3	112	3	115	3	112	3	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Microglia	case1_core_mito_in_query	4	coverage	4	gene_broad_network_case_aggregate	115	115	0	115	115	115	0	115	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Microglia	case1_core_mito_in_query	5	aggregate_evidence	5	gene_broad_network_case_aggregate	115	2	113	2	115	2	113	2	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Microglia	case2_core_mito_not_in_query	3	conservative_support	3	gene_broad_network_case_aggregate	366	1	365	1	366	1	365	1	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Microglia	case2_core_mito_not_in_query	4	coverage	4	gene_broad_network_case_aggregate	1	1	0	1	1	1	0	1	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Microglia	case2_core_mito_not_in_query	5	aggregate_evidence	5	gene_broad_network_case_aggregate	1	1	0	1	1	1	0	1	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Microglia	case2_core_mito_not_in_query	3	conservative_support	3	gene_broad_network_case_aggregate	366	1	365	1	366	1	365	1	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Microglia	case2_core_mito_not_in_query	4	coverage	4	gene_broad_network_case_aggregate	366	241	125	241	366	241	125	241	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Microglia	case2_core_mito_not_in_query	5	aggregate_evidence	5	gene_broad_network_case_aggregate	366	1	365	1	366	1	365	1	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Microglia	case3_not_core_mito	3	conservative_support	3	gene_broad_network_case_aggregate	4882	8	4874	8	4882	8	4874	8	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Microglia	case3_not_core_mito	4	coverage	4	gene_broad_network_case_aggregate	8	6	2	6	8	6	2	6	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Microglia	case3_not_core_mito	5	aggregate_evidence	5	gene_broad_network_case_aggregate	6	1	5	1	6	1	5	1	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Microglia	case3_not_core_mito	3	conservative_support	3	gene_broad_network_case_aggregate	4882	8	4874	8	4882	8	4874	8	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Microglia	case3_not_core_mito	4	coverage	4	gene_broad_network_case_aggregate	4882	3708	1174	3708	4882	3708	1174	3708	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Microglia	case3_not_core_mito	5	aggregate_evidence	5	gene_broad_network_case_aggregate	4882	1	4881	1	4882	1	4881	1	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network	OPCs	ALL	3	conservative_support	3	gene_broad_network_case_aggregate	7739	23	7716	23	7566	20	7547	20	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network	OPCs	ALL	4	coverage	4	gene_broad_network_case_aggregate	23	23	0	23	20	20	0	20	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network	OPCs	ALL	5	aggregate_evidence	5	gene_broad_network_case_aggregate	23	10	13	10	20	8	13	8	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network	OPCs	ALL	3	conservative_support	3	gene_broad_network_case_aggregate	7739	23	7716	23	7566	20	7547	20	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network	OPCs	ALL	4	coverage	4	gene_broad_network_case_aggregate	7739	6939	800	6939	7566	6781	800	6781	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network	OPCs	ALL	5	aggregate_evidence	5	gene_broad_network_case_aggregate	7739	10	7729	10	7566	8	7560	8	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	OPCs	case1_core_mito_in_query	3	conservative_support	3	gene_broad_network_case_aggregate	173	4	169	4	173	4	169	4	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	OPCs	case1_core_mito_in_query	4	coverage	4	gene_broad_network_case_aggregate	4	4	0	4	4	4	0	4	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	OPCs	case1_core_mito_in_query	5	aggregate_evidence	5	gene_broad_network_case_aggregate	4	4	0	4	4	4	0	4	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	OPCs	case1_core_mito_in_query	3	conservative_support	3	gene_broad_network_case_aggregate	173	4	169	4	173	4	169	4	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	OPCs	case1_core_mito_in_query	4	coverage	4	gene_broad_network_case_aggregate	173	173	0	173	173	173	0	173	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	OPCs	case1_core_mito_in_query	5	aggregate_evidence	5	gene_broad_network_case_aggregate	173	4	169	4	173	4	169	4	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	OPCs	case2_core_mito_not_in_query	3	conservative_support	3	gene_broad_network_case_aggregate	585	4	581	4	585	4	581	4	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	OPCs	case2_core_mito_not_in_query	4	coverage	4	gene_broad_network_case_aggregate	4	4	0	4	4	4	0	4	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	OPCs	case2_core_mito_not_in_query	5	aggregate_evidence	5	gene_broad_network_case_aggregate	4	2	2	2	4	2	2	2	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	OPCs	case2_core_mito_not_in_query	3	conservative_support	3	gene_broad_network_case_aggregate	585	4	581	4	585	4	581	4	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	OPCs	case2_core_mito_not_in_query	4	coverage	4	gene_broad_network_case_aggregate	585	489	96	489	585	489	96	489	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	OPCs	case2_core_mito_not_in_query	5	aggregate_evidence	5	gene_broad_network_case_aggregate	585	2	583	2	585	2	583	2	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	OPCs	case3_not_core_mito	3	conservative_support	3	gene_broad_network_case_aggregate	6981	15	6966	15	6981	15	6966	15	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	OPCs	case3_not_core_mito	4	coverage	4	gene_broad_network_case_aggregate	15	15	0	15	15	15	0	15	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	OPCs	case3_not_core_mito	5	aggregate_evidence	5	gene_broad_network_case_aggregate	15	4	11	4	15	4	11	4	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	OPCs	case3_not_core_mito	3	conservative_support	3	gene_broad_network_case_aggregate	6981	15	6966	15	6981	15	6966	15	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	OPCs	case3_not_core_mito	4	coverage	4	gene_broad_network_case_aggregate	6981	6277	704	6277	6981	6277	704	6277	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	OPCs	case3_not_core_mito	5	aggregate_evidence	5	gene_broad_network_case_aggregate	6981	4	6977	4	6981	4	6977	4	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network	Oligodendrocytes	ALL	3	conservative_support	3	gene_broad_network_case_aggregate	4675	4	4671	4	4632	4	4631	4	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network	Oligodendrocytes	ALL	4	coverage	4	gene_broad_network_case_aggregate	4	4	0	4	4	4	0	4	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network	Oligodendrocytes	ALL	5	aggregate_evidence	5	gene_broad_network_case_aggregate	4	3	1	3	4	3	1	3	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network	Oligodendrocytes	ALL	3	conservative_support	3	gene_broad_network_case_aggregate	4675	4	4671	4	4632	4	4631	4	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network	Oligodendrocytes	ALL	4	coverage	4	gene_broad_network_case_aggregate	4675	4675	0	4675	4632	4632	0	4632	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network	Oligodendrocytes	ALL	5	aggregate_evidence	5	gene_broad_network_case_aggregate	4675	3	4672	3	4632	3	4631	3	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Oligodendrocytes	case1_core_mito_in_query	3	conservative_support	3	gene_broad_network_case_aggregate	43	3	40	3	43	3	40	3	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Oligodendrocytes	case1_core_mito_in_query	4	coverage	4	gene_broad_network_case_aggregate	3	3	0	3	3	3	0	3	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Oligodendrocytes	case1_core_mito_in_query	5	aggregate_evidence	5	gene_broad_network_case_aggregate	3	2	1	2	3	2	1	2	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Oligodendrocytes	case1_core_mito_in_query	3	conservative_support	3	gene_broad_network_case_aggregate	43	3	40	3	43	3	40	3	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Oligodendrocytes	case1_core_mito_in_query	4	coverage	4	gene_broad_network_case_aggregate	43	43	0	43	43	43	0	43	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Oligodendrocytes	case1_core_mito_in_query	5	aggregate_evidence	5	gene_broad_network_case_aggregate	43	2	41	2	43	2	41	2	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Oligodendrocytes	case2_core_mito_not_in_query	3	conservative_support	3	gene_broad_network_case_aggregate	311	0	311	0	311	0	311	0	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Oligodendrocytes	case2_core_mito_not_in_query	4	coverage	4	gene_broad_network_case_aggregate	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Oligodendrocytes	case2_core_mito_not_in_query	5	aggregate_evidence	5	gene_broad_network_case_aggregate	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Oligodendrocytes	case2_core_mito_not_in_query	3	conservative_support	3	gene_broad_network_case_aggregate	311	0	311	0	311	0	311	0	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Oligodendrocytes	case2_core_mito_not_in_query	4	coverage	4	gene_broad_network_case_aggregate	311	311	0	311	311	311	0	311	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Oligodendrocytes	case2_core_mito_not_in_query	5	aggregate_evidence	5	gene_broad_network_case_aggregate	311	0	311	0	311	0	311	0	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Oligodendrocytes	case3_not_core_mito	3	conservative_support	3	gene_broad_network_case_aggregate	4321	1	4320	1	4321	1	4320	1	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Oligodendrocytes	case3_not_core_mito	4	coverage	4	gene_broad_network_case_aggregate	1	1	0	1	1	1	0	1	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Oligodendrocytes	case3_not_core_mito	5	aggregate_evidence	5	gene_broad_network_case_aggregate	1	1	0	1	1	1	0	1	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Oligodendrocytes	case3_not_core_mito	3	conservative_support	3	gene_broad_network_case_aggregate	4321	1	4320	1	4321	1	4320	1	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Oligodendrocytes	case3_not_core_mito	4	coverage	4	gene_broad_network_case_aggregate	4321	4321	0	4321	4321	4321	0	4321	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Oligodendrocytes	case3_not_core_mito	5	aggregate_evidence	5	gene_broad_network_case_aggregate	4321	1	4320	1	4321	1	4320	1	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network	Vasculature_cells	ALL	3	conservative_support	3	gene_broad_network_case_aggregate	3686	4	3682	4	3686	4	3682	4	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network	Vasculature_cells	ALL	4	coverage	4	gene_broad_network_case_aggregate	4	4	0	4	4	4	0	4	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network	Vasculature_cells	ALL	5	aggregate_evidence	5	gene_broad_network_case_aggregate	4	4	0	4	4	4	0	4	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network	Vasculature_cells	ALL	3	conservative_support	3	gene_broad_network_case_aggregate	3686	4	3682	4	3686	4	3682	4	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network	Vasculature_cells	ALL	4	coverage	4	gene_broad_network_case_aggregate	3686	3686	0	3686	3686	3686	0	3686	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network	Vasculature_cells	ALL	5	aggregate_evidence	5	gene_broad_network_case_aggregate	3686	4	3682	4	3686	4	3682	4	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Vasculature_cells	case1_core_mito_in_query	3	conservative_support	3	gene_broad_network_case_aggregate	18	4	14	4	18	4	14	4	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Vasculature_cells	case1_core_mito_in_query	4	coverage	4	gene_broad_network_case_aggregate	4	4	0	4	4	4	0	4	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Vasculature_cells	case1_core_mito_in_query	5	aggregate_evidence	5	gene_broad_network_case_aggregate	4	4	0	4	4	4	0	4	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Vasculature_cells	case1_core_mito_in_query	3	conservative_support	3	gene_broad_network_case_aggregate	18	4	14	4	18	4	14	4	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Vasculature_cells	case1_core_mito_in_query	4	coverage	4	gene_broad_network_case_aggregate	18	18	0	18	18	18	0	18	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Vasculature_cells	case1_core_mito_in_query	5	aggregate_evidence	5	gene_broad_network_case_aggregate	18	4	14	4	18	4	14	4	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Vasculature_cells	case2_core_mito_not_in_query	3	conservative_support	3	gene_broad_network_case_aggregate	209	0	209	0	209	0	209	0	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Vasculature_cells	case2_core_mito_not_in_query	4	coverage	4	gene_broad_network_case_aggregate	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Vasculature_cells	case2_core_mito_not_in_query	5	aggregate_evidence	5	gene_broad_network_case_aggregate	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Vasculature_cells	case2_core_mito_not_in_query	3	conservative_support	3	gene_broad_network_case_aggregate	209	0	209	0	209	0	209	0	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Vasculature_cells	case2_core_mito_not_in_query	4	coverage	4	gene_broad_network_case_aggregate	209	209	0	209	209	209	0	209	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Vasculature_cells	case2_core_mito_not_in_query	5	aggregate_evidence	5	gene_broad_network_case_aggregate	209	0	209	0	209	0	209	0	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Vasculature_cells	case3_not_core_mito	3	conservative_support	3	gene_broad_network_case_aggregate	3459	0	3459	0	3459	0	3459	0	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Vasculature_cells	case3_not_core_mito	4	coverage	4	gene_broad_network_case_aggregate	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	sequential_candidate_funnel	broad_network_case	Vasculature_cells	case3_not_core_mito	5	aggregate_evidence	5	gene_broad_network_case_aggregate	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Vasculature_cells	case3_not_core_mito	3	conservative_support	3	gene_broad_network_case_aggregate	3459	0	3459	0	3459	0	3459	0	NA	NA	NA	0	0	no_conservative_support
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Vasculature_cells	case3_not_core_mito	4	coverage	4	gene_broad_network_case_aggregate	3459	3459	0	3459	3459	3459	0	3459	NA	NA	NA	0	0	coverage_below_0_80
mitochondrial_key_driver_selection_v1_filter_funnel_v1	independent_gate	broad_network_case	Vasculature_cells	case3_not_core_mito	5	aggregate_evidence	5	gene_broad_network_case_aggregate	3459	0	3459	0	3459	0	3459	0	NA	NA	NA	0	0	acat_q_above_0_05_or_not_testable
