schema_version	kda_run_id	analysis_tier	fine_cell_type	broad_network	signature_group	signature_direction	effective_query_genes	effective_background_genes	eligibility_status	terminal_status	phase18_included	phase18_exclusion_reason	phase20_included	phase20_exclusion_reason
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	primary	Exc L4-5 RORB GABRG1	Excitatory_neurons	M_e2	AD_down_mito	184	9109	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_GABRG1_M_e33_AD_up_mito	primary	Exc L4-5 RORB GABRG1	Excitatory_neurons	M_e33	AD_up_mito	1	8865	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_GABRG1_M_e33_AD_down_mito	primary	Exc L4-5 RORB GABRG1	Excitatory_neurons	M_e33	AD_down_mito	5	8865	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_GABRG1_M_e4_AD_up_mito	primary	Exc L4-5 RORB GABRG1	Excitatory_neurons	M_e4	AD_up_mito	7	8955	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_GABRG1_M_e4_AD_down_mito	primary	Exc L4-5 RORB GABRG1	Excitatory_neurons	M_e4	AD_down_mito	11	8955	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito	primary	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	F_e2	AD_up_mito	99	9695	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_down_mito	primary	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	F_e2	AD_down_mito	5	9695	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_IL1RAPL2_F_e33_AD_up_mito	primary	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	F_e33	AD_up_mito	12	9697	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_IL1RAPL2_F_e33_AD_down_mito	primary	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	F_e33	AD_down_mito	2	9697	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_IL1RAPL2_F_e4_AD_up_mito	primary	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	F_e4	AD_up_mito	0	9715	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_IL1RAPL2_F_e4_AD_down_mito	primary	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	F_e4	AD_down_mito	99	9715	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_IL1RAPL2_M_e2_AD_up_mito	primary	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	M_e2	AD_up_mito	41	9653	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_IL1RAPL2_M_e2_AD_down_mito	primary	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	M_e2	AD_down_mito	112	9653	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_IL1RAPL2_M_e33_AD_up_mito	primary	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	M_e33	AD_up_mito	3	9559	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_IL1RAPL2_M_e33_AD_down_mito	primary	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	M_e33	AD_down_mito	2	9559	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_IL1RAPL2_M_e4_AD_up_mito	primary	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	M_e4	AD_up_mito	19	9605	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_IL1RAPL2_M_e4_AD_down_mito	primary	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	M_e4	AD_down_mito	8	9605	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_ET_F_e2_AD_up_mito	primary	Exc L5 ET	Excitatory_neurons	F_e2	AD_up_mito	0	9850	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_ET_F_e2_AD_down_mito	primary	Exc L5 ET	Excitatory_neurons	F_e2	AD_down_mito	0	9850	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_ET_F_e33_AD_up_mito	primary	Exc L5 ET	Excitatory_neurons	F_e33	AD_up_mito	11	9805	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_ET_F_e33_AD_down_mito	primary	Exc L5 ET	Excitatory_neurons	F_e33	AD_down_mito	1	9805	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_ET_F_e4_AD_up_mito	primary	Exc L5 ET	Excitatory_neurons	F_e4	AD_up_mito	0	9846	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_ET_F_e4_AD_down_mito	primary	Exc L5 ET	Excitatory_neurons	F_e4	AD_down_mito	1	9846	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_ET_M_e2_AD_up_mito	primary	Exc L5 ET	Excitatory_neurons	M_e2	AD_up_mito	4	9788	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_ET_M_e2_AD_down_mito	primary	Exc L5 ET	Excitatory_neurons	M_e2	AD_down_mito	3	9788	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_ET_M_e33_AD_up_mito	primary	Exc L5 ET	Excitatory_neurons	M_e33	AD_up_mito	86	9784	eligible	completed_no_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_ET_M_e33_AD_down_mito	primary	Exc L5 ET	Excitatory_neurons	M_e33	AD_down_mito	85	9784	eligible	completed_no_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_ET_M_e4_AD_up_mito	primary	Exc L5 ET	Excitatory_neurons	M_e4	AD_up_mito	1	9831	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_ET_M_e4_AD_down_mito	primary	Exc L5 ET	Excitatory_neurons	M_e4	AD_down_mito	2	9831	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_RORB_LINC02196_F_e2_AD_up_mito	primary	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e2	AD_up_mito	59	9669	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_RORB_LINC02196_F_e2_AD_down_mito	primary	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e2	AD_down_mito	5	9669	eligible	completed_no_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_RORB_LINC02196_F_e33_AD_up_mito	primary	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e33	AD_up_mito	20	9655	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_RORB_LINC02196_F_e33_AD_down_mito	primary	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e33	AD_down_mito	4	9655	eligible	completed_no_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_RORB_LINC02196_F_e4_AD_up_mito	primary	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e4	AD_up_mito	4	9724	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_RORB_LINC02196_F_e4_AD_down_mito	primary	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e4	AD_down_mito	27	9724	eligible	completed_no_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_RORB_LINC02196_M_e2_AD_up_mito	primary	Exc L5-6 RORB LINC02196	Excitatory_neurons	M_e2	AD_up_mito	2	9552	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_RORB_LINC02196_M_e2_AD_down_mito	primary	Exc L5-6 RORB LINC02196	Excitatory_neurons	M_e2	AD_down_mito	38	9552	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_RORB_LINC02196_M_e33_AD_up_mito	primary	Exc L5-6 RORB LINC02196	Excitatory_neurons	M_e33	AD_up_mito	14	9510	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_RORB_LINC02196_M_e33_AD_down_mito	primary	Exc L5-6 RORB LINC02196	Excitatory_neurons	M_e33	AD_down_mito	4	9510	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_RORB_LINC02196_M_e4_AD_up_mito	primary	Exc L5-6 RORB LINC02196	Excitatory_neurons	M_e4	AD_up_mito	27	9543	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_RORB_LINC02196_M_e4_AD_down_mito	primary	Exc L5-6 RORB LINC02196	Excitatory_neurons	M_e4	AD_down_mito	21	9543	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_IT_Car3_F_e2_AD_up_mito	primary	Exc L5/6 IT Car3	Excitatory_neurons	F_e2	AD_up_mito	101	9731	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_IT_Car3_F_e2_AD_down_mito	primary	Exc L5/6 IT Car3	Excitatory_neurons	F_e2	AD_down_mito	1	9731	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_IT_Car3_F_e33_AD_up_mito	primary	Exc L5/6 IT Car3	Excitatory_neurons	F_e33	AD_up_mito	16	9705	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_IT_Car3_F_e33_AD_down_mito	primary	Exc L5/6 IT Car3	Excitatory_neurons	F_e33	AD_down_mito	9	9705	eligible	completed_no_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_IT_Car3_F_e4_AD_up_mito	primary	Exc L5/6 IT Car3	Excitatory_neurons	F_e4	AD_up_mito	2	9758	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_IT_Car3_F_e4_AD_down_mito	primary	Exc L5/6 IT Car3	Excitatory_neurons	F_e4	AD_down_mito	92	9758	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_IT_Car3_M_e2_AD_up_mito	primary	Exc L5/6 IT Car3	Excitatory_neurons	M_e2	AD_up_mito	69	9678	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_IT_Car3_M_e2_AD_down_mito	primary	Exc L5/6 IT Car3	Excitatory_neurons	M_e2	AD_down_mito	38	9678	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_IT_Car3_M_e33_AD_up_mito	primary	Exc L5/6 IT Car3	Excitatory_neurons	M_e33	AD_up_mito	14	9537	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_IT_Car3_M_e33_AD_down_mito	primary	Exc L5/6 IT Car3	Excitatory_neurons	M_e33	AD_down_mito	16	9537	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_IT_Car3_M_e4_AD_up_mito	primary	Exc L5/6 IT Car3	Excitatory_neurons	M_e4	AD_up_mito	13	9694	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_IT_Car3_M_e4_AD_down_mito	primary	Exc L5/6 IT Car3	Excitatory_neurons	M_e4	AD_down_mito	8	9694	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_NP_F_e2_AD_up_mito	primary	Exc L5/6 NP	Excitatory_neurons	F_e2	AD_up_mito	21	9313	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_NP_F_e2_AD_down_mito	primary	Exc L5/6 NP	Excitatory_neurons	F_e2	AD_down_mito	1	9313	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_NP_F_e33_AD_up_mito	primary	Exc L5/6 NP	Excitatory_neurons	F_e33	AD_up_mito	38	9131	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_NP_F_e33_AD_down_mito	primary	Exc L5/6 NP	Excitatory_neurons	F_e33	AD_down_mito	5	9131	eligible	completed_no_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_NP_F_e4_AD_up_mito	primary	Exc L5/6 NP	Excitatory_neurons	F_e4	AD_up_mito	2	9357	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_NP_F_e4_AD_down_mito	primary	Exc L5/6 NP	Excitatory_neurons	F_e4	AD_down_mito	3	9357	eligible	completed_no_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_NP_M_e2_AD_up_mito	primary	Exc L5/6 NP	Excitatory_neurons	M_e2	AD_up_mito	13	9089	eligible	completed_no_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_NP_M_e2_AD_down_mito	primary	Exc L5/6 NP	Excitatory_neurons	M_e2	AD_down_mito	37	9089	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_NP_M_e33_AD_up_mito	primary	Exc L5/6 NP	Excitatory_neurons	M_e33	AD_up_mito	12	9077	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_NP_M_e33_AD_down_mito	primary	Exc L5/6 NP	Excitatory_neurons	M_e33	AD_down_mito	2	9077	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_NP_M_e4_AD_up_mito	primary	Exc L5/6 NP	Excitatory_neurons	M_e4	AD_up_mito	3	9037	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L5_6_NP_M_e4_AD_down_mito	primary	Exc L5/6 NP	Excitatory_neurons	M_e4	AD_down_mito	8	9037	eligible	completed_no_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_CT_F_e2_AD_up_mito	primary	Exc L6 CT	Excitatory_neurons	F_e2	AD_up_mito	10	9169	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_CT_F_e2_AD_down_mito	primary	Exc L6 CT	Excitatory_neurons	F_e2	AD_down_mito	1	9169	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_CT_F_e33_AD_up_mito	primary	Exc L6 CT	Excitatory_neurons	F_e33	AD_up_mito	50	9218	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_CT_F_e33_AD_down_mito	primary	Exc L6 CT	Excitatory_neurons	F_e33	AD_down_mito	9	9218	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_CT_F_e4_AD_up_mito	primary	Exc L6 CT	Excitatory_neurons	F_e4	AD_up_mito	2	9414	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_CT_F_e4_AD_down_mito	primary	Exc L6 CT	Excitatory_neurons	F_e4	AD_down_mito	19	9414	eligible	completed_no_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_CT_M_e2_AD_up_mito	primary	Exc L6 CT	Excitatory_neurons	M_e2	AD_up_mito	37	9203	eligible	completed_no_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_CT_M_e2_AD_down_mito	primary	Exc L6 CT	Excitatory_neurons	M_e2	AD_down_mito	43	9203	eligible	completed_no_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_CT_M_e33_AD_up_mito	primary	Exc L6 CT	Excitatory_neurons	M_e33	AD_up_mito	28	9017	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_CT_M_e33_AD_down_mito	primary	Exc L6 CT	Excitatory_neurons	M_e33	AD_down_mito	4	9017	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_CT_M_e4_AD_up_mito	primary	Exc L6 CT	Excitatory_neurons	M_e4	AD_up_mito	11	9324	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_CT_M_e4_AD_down_mito	primary	Exc L6 CT	Excitatory_neurons	M_e4	AD_down_mito	12	9324	eligible	completed_no_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_THEMIS_NFIA_F_e2_AD_up_mito	primary	Exc L6 THEMIS NFIA	Excitatory_neurons	F_e2	AD_up_mito	101	9785	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_THEMIS_NFIA_F_e2_AD_down_mito	primary	Exc L6 THEMIS NFIA	Excitatory_neurons	F_e2	AD_down_mito	5	9785	eligible	completed_no_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_THEMIS_NFIA_F_e33_AD_up_mito	primary	Exc L6 THEMIS NFIA	Excitatory_neurons	F_e33	AD_up_mito	18	9772	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_THEMIS_NFIA_F_e33_AD_down_mito	primary	Exc L6 THEMIS NFIA	Excitatory_neurons	F_e33	AD_down_mito	2	9772	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_THEMIS_NFIA_F_e4_AD_up_mito	primary	Exc L6 THEMIS NFIA	Excitatory_neurons	F_e4	AD_up_mito	0	9832	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_THEMIS_NFIA_F_e4_AD_down_mito	primary	Exc L6 THEMIS NFIA	Excitatory_neurons	F_e4	AD_down_mito	15	9832	eligible	completed_no_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_THEMIS_NFIA_M_e2_AD_up_mito	primary	Exc L6 THEMIS NFIA	Excitatory_neurons	M_e2	AD_up_mito	109	9768	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_THEMIS_NFIA_M_e2_AD_down_mito	primary	Exc L6 THEMIS NFIA	Excitatory_neurons	M_e2	AD_down_mito	11	9768	eligible	completed_no_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_THEMIS_NFIA_M_e33_AD_up_mito	primary	Exc L6 THEMIS NFIA	Excitatory_neurons	M_e33	AD_up_mito	1	9709	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_THEMIS_NFIA_M_e33_AD_down_mito	primary	Exc L6 THEMIS NFIA	Excitatory_neurons	M_e33	AD_down_mito	0	9709	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_THEMIS_NFIA_M_e4_AD_up_mito	primary	Exc L6 THEMIS NFIA	Excitatory_neurons	M_e4	AD_up_mito	24	9764	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6_THEMIS_NFIA_M_e4_AD_down_mito	primary	Exc L6 THEMIS NFIA	Excitatory_neurons	M_e4	AD_down_mito	4	9764	eligible	completed_no_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6b_F_e2_AD_up_mito	primary	Exc L6b	Excitatory_neurons	F_e2	AD_up_mito	10	9771	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6b_F_e2_AD_down_mito	primary	Exc L6b	Excitatory_neurons	F_e2	AD_down_mito	5	9771	eligible	completed_no_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6b_F_e33_AD_up_mito	primary	Exc L6b	Excitatory_neurons	F_e33	AD_up_mito	42	9686	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6b_F_e33_AD_down_mito	primary	Exc L6b	Excitatory_neurons	F_e33	AD_down_mito	5	9686	eligible	completed_no_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6b_F_e4_AD_up_mito	primary	Exc L6b	Excitatory_neurons	F_e4	AD_up_mito	0	9799	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6b_F_e4_AD_down_mito	primary	Exc L6b	Excitatory_neurons	F_e4	AD_down_mito	42	9799	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6b_M_e2_AD_up_mito	primary	Exc L6b	Excitatory_neurons	M_e2	AD_up_mito	123	9707	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6b_M_e2_AD_down_mito	primary	Exc L6b	Excitatory_neurons	M_e2	AD_down_mito	38	9707	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6b_M_e33_AD_up_mito	primary	Exc L6b	Excitatory_neurons	M_e33	AD_up_mito	21	9566	eligible	completed_no_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6b_M_e33_AD_down_mito	primary	Exc L6b	Excitatory_neurons	M_e33	AD_down_mito	10	9566	eligible	completed_no_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L6b_M_e4_AD_up_mito	primary	Exc L6b	Excitatory_neurons	M_e4	AD_up_mito	14	9726	eligible	completed_significant	TRUE	NA	TRUE	NA
