schema_version	figure_id	execution_stage	input_validation_status	input_status_sha256	renderer_sha256	figure_width_inches	figure_height_inches	png_dpi	plotted_rows	membership_rows	image_artifacts	declared_outputs	checks	failed_blocking_checks	pending_nonblocking_checks	visual_review_status	validation_status
phase18_filter_attrition_figure_v1	phase18_filter_attrition	local_production_equivalent	validated_complete	91b2d997e9b15be1c06ceccff32a65b46f5f499e5ba607fe7990a99b826c9672	6a430fb98abf1bf164324d452e529db1c7f1305383350fdabab853640f56bb54	7.2	6.0	360	16	49618	3	10	33	0	0	complete	validated_complete
