schema_version	library	pathway	pathway_url	background_definition	background_gene_count	displayed_mapped_gene_count	pathway_background_gene_count	overlap_gene_count	overlap_genes	fold_enrichment	raw_hypergeometric_p	bh_fdr	selected_representative	pathway_code	pathway_display_label	pathway_color	selection_rule
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	REACTOME_AUTOPHAGY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_AUTOPHAGY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	128	1	RPS27A	1.59742647058824	0.469194818844003	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	WP_NUCLEAR_RECEPTORS_METAPATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_NUCLEAR_RECEPTORS_METAPATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	129	1	TXNRD1	1.58504331965344	0.471839510543784	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	REACTOME_DISEASES_OF_METABOLISM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_DISEASES_OF_METABOLISM	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	132	1	RPS27A	1.54901960784314	0.479697077758806	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	REACTOME_HIV_LIFE_CYCLE	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HIV_LIFE_CYCLE	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	135	1	RPS27A	1.51459694989107	0.487441134584679	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	REACTOME_MRNA_3_END_PROCESSING	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MRNA_3_END_PROCESSING	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	139	1	RPS27A	1.4710114261532	0.497592718344415	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	145	1	PDHB	1.41014198782961	0.512455123624657	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	REACTOME_CELL_CYCLE_MITOTIC	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CELL_CYCLE_MITOTIC	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	348	2	PSMB6;RPS27A	1.17511832319135	0.513466745015845	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	REACTOME_INTERFERON_SIGNALING	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_INTERFERON_SIGNALING	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	150	1	RPS27A	1.36313725490196	0.524513689812957	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	369	2	PSMB6;RPS27A	1.108241670652	0.545630401811313	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	175	1	RPS27A	1.16840336134454	0.58059401727386	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	REACTOME_CELL_CYCLE	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CELL_CYCLE	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	441	2	PSMB6;RPS27A	0.927304255035348	0.644909042730675	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	REACTOME_DNA_REPAIR	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_DNA_REPAIR	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	223	1	RPS27A	0.916908467422843	0.670829602536299	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	WP_FATTY_ACID_AND_LIPOPROTEIN_TRANSPORT_IN_HEPATOCYTES	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_FATTY_ACID_AND_LIPOPROTEIN_TRANSPORT_IN_HEPATOCYTES	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	227	1	APOO	0.900751490023322	0.677433682083171	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	WP_MIRTARGETED_GENES_IN_MUSCLE_CELL	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_MIRTARGETED_GENES_IN_MUSCLE_CELL	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	230	1	TXNRD1	0.889002557544757	0.682302164696441	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	236	1	RPS27A	0.866400797607178	0.691826093219694	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	REACTOME_NEUTROPHIL_DEGRANULATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_NEUTROPHIL_DEGRANULATION	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	242	1	SRP14	0.844919786096257	0.701072666059873	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	WP_CANCER_PATHWAYS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_CANCER_PATHWAYS	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	244	1	TXNRD1	0.837994214079074	0.704094583598913	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	266	1	RPS27A	0.768686421937196	0.735438998468871	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	REACTOME_DENGUE_VIRUS_INFECTION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_DENGUE_VIRUS_INFECTION	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	279	1	RPS27A	0.732869491882775	0.752419642919612	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	WP_MIRTARGETED_GENES_IN_LYMPHOCYTES	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_MIRTARGETED_GENES_IN_LYMPHOCYTES	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	288	1	TXNRD1	0.709967320261438	0.763550679657791	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	313	1	RPS27A	0.65326066528848	0.791981930701453	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	REACTOME_METABOLISM_OF_LIPIDS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_METABOLISM_OF_LIPIDS	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	436	1	TXNRD1	0.468969239071775	0.890030614000006	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	REACTOME_MEMBRANE_TRAFFICKING	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MEMBRANE_TRAFFICKING	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	465	1	RPS27A	0.439721695129665	0.905541721462762	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	REACTOME_VESICLE_MEDIATED_TRANSPORT	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_VESICLE_MEDIATED_TRANSPORT	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	475	1	RPS27A	0.43046439628483	0.910380645957966	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_AGR_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_AGR_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	24	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_AKT_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_AKT_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	16	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_ALK_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_ALK_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	18	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_ARAP_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_ARAP_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	15	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_AT1R_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_AT1R_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	22	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_BAD_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_BAD_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	17	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_BCR_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_BCR_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	21	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_BIOPEPTIDES_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_BIOPEPTIDES_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	22	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_CARM_ER_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_CARM_ER_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	22	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_CERAMIDE_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_CERAMIDE_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	17	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_CHEMICAL_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_CHEMICAL_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	16	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_CREB_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_CREB_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	20	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_CXCR4_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_CXCR4_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	16	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_DEATH_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_DEATH_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	22	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_ECM_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_ECM_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	16	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_EDG1_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_EDG1_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	16	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_EGF_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_EGF_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	22	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_EIF4_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_EIF4_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	22	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_EIF_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_EIF_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	15	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_ERAD_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_ERAD_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	18	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_ERK_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_ERK_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	18	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_FAS_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_FAS_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	21	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_FCER1_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_FCER1_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	24	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_FMLP_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_FMLP_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	24	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_GH_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_GH_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	17	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_GLEEVEC_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_GLEEVEC_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	19	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_GPCR_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_GPCR_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	24	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_HCMV_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_HCMV_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	16	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_HDAC_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_HDAC_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	16	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_HER2_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_HER2_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	16	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_HIVNEF_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_HIVNEF_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	43	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_IGF1MTOR_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_IGF1MTOR_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	15	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_IGF1R_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_IGF1R_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	20	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_IGF1_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_IGF1_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	17	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_IL1R_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_IL1R_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	18	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_IL2RB_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_IL2RB_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	20	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_IL6_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_IL6_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	16	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_INSULIN_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_INSULIN_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	17	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_INTEGRIN_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_INTEGRIN_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	27	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_KERATINOCYTE_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_KERATINOCYTE_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	30	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_LIS1_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_LIS1_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	15	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_MAL_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_MAL_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	16	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_MAPK_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_MAPK_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	68	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_MET_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_MET_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	26	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_MTOR_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_MTOR_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	19	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_NFAT_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_NFAT_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	29	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_NOS1_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_NOS1_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	16	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_NTHI_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_NTHI_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	17	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_P38MAPK_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_P38MAPK_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	27	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_PAR1_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_PAR1_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	15	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_PDGF_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_PDGF_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	23	0		0	1	1	FALSE	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	MSigDB C2:CP v2026.1 Hs symbols	BIOCARTA_PDZS_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_PDZS_PATHWAY	all excitatory Bayesian-network genes represented in MSigDB C2:CP	6952	34	16	0		0	1	1	FALSE	NA	NA	NA	NA
