schema_version	technical_status	visual_review_status	output_files	source_files	source_sha256_bundle	renderer_sha256	figure_width_inches	figure_height_inches	png_dpi	completed_utc	source_schema_version	source_accession	unique_gene_count	cutoff_p	cutoff_minus_log10	below_cutoff_count	at_or_above_cutoff_count	cutoff_class_is_total_evidence_conclusion	apoe_numeric_underflow	nearby_signal_assigns_gene	visible_internal_phase_label
genetic_support_ad_nearby_pvalues_v1	validated_complete	complete	9	3	6cd4bf0bba41c7008a04e4043f8eecd9000abbedf1a71ac27457655a35d44fa4	7c981b6cc6539cdc006908a8b0b3429988138d2dbcb479df3801e21ade7fe51e	12.4	4.7	450	2026-08-22T14:52:52.811251+00:00	human_genetic_support_tier2_classical_coloc_recovery_v1	GCST90027158	19	5e-08	7.301029995663981	4	15	False	True	False	False
