schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	task_mode	scientific_script	scientific_script_sha256	scientific_config_sha256	pipeline_config_sha256	execution_config_sha256	rds_manifest_sha256	phase10_status_sha256	phase10_checks_sha256	phase10_artifacts_sha256	phase10_comparison_manifest_sha256	phase10_feature_manifest_sha256	phase10_results_sha256	phase10_rank_sets_sha256	phase10_state_pairs_sha256	msigdb_sha256	mitocarta_sha256	rds_sets	fine_cell_types	comparison_families	pathway_collections	source_pathways	normalized_memberships	background_families	query_families	ora_rows	tested_ora_rows	primary_significant_ora_rows	similarity_panel_rows	pathway_panel_rows	downstream_panel_definitions	fdr_method	primary_fdr_family	global_fdr_family	fdr_threshold	failed_checks	r_version	data_table_version	yaml_version	digest_version	readxl_version	peak_ram_gib	elapsed_seconds	validation_status	git_revision	timestamp_utc
mitochondrial_pathway_status_v1	minerva_production	2	direct	minerva_production_192gb_001	global:pathway	pathway	scripts/11_prepare_mitochondrial_pathway_data.R	c647a5272c09b2a5c754a65c644cbf0b3ea7cc1f466c596593d2b3ee7ea93410	b9c672bad6542bfba255bddd66c1160415abe9535785cec7c1ee045605787caa	5fe53ad08c5260037906b240d1f3cb4c398e88671a504c62d3a921aba8507fd9	5a5ae29447668e1a9ccb6aaac1d8d0e4939b442028bf0abe16bf6514d12836c3	af25eb6e2144b6a25e4438fd89571364d5c731e6c4ba8140a30626ef21c50bef	6f15e96cc013c7df6b9b152d30cdaaa97937b2442a0081f98aab91486003676b	346294357cadaddab11c148d08fe9aa2c4bf88e47fc440307811baae5c91a99d	e275c684197a65fc7769c12088a88b2b545fe39a728123dfd043e4fe51446afb	4de8cc2557ead673c36369ecd6b184fcb3c0cdbff015dacd2736760d526a2ae3	d2b960b44ed3828b5e7b81b7c6f8e50a5a636d98262579f6fd6473bb6d67ffb7	6e66a5e60abb0972cb6e153cd249268484fe0dc0d207f82126e88603ae249018	5ea557e5a64e7ebb0a2d0dea4367ca3657447ffc32ba0ebb776b26c24910801f	d3fb85b2390de8957f28b3e7e6ab67dbdb390241ffe5d9d1fafe184603b2224e	af1b31c091f5d296438f6ca20fba0286ca31fd8ae84efd6317675e6579968093	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	9	54	6	2	4264	183531	12	24	102336	14942	837	3780	75411	27	BH	comparison_id_x_analysis_universe_x_pathway_collection_x_tail	analysis_universe_x_pathway_collection	0.05	0	4.3.3	1.18.4	2.3.12	0.6.39	1.5.0	0.708225250244141	18.4901881217957	validated_complete	7ea0d9841b233590328c6e37d778a9b094333670	2026-07-23 16:34:30 UTC
