schema_version	analysis_id	task_mode	execution_class	phase12_directory	primary_groups	directions	minimum_query_genes	minimum_coverage	run_q_threshold	aggregate_q_threshold	ranking_order	display_limit	validation_class
mitochondrial_key_driver_selection_v1_analysis_manifest_v1	phase18_key_driver_selection_v1	key_driver_selection	real_phase12_data_local_production_equivalent	results/minerva_production/12_kda	F_e2|F_e33|F_e4|M_e2|M_e33|M_e4	AD_up_mito|AD_down_mito	10	0.8	0.05	0.05	aggregate_acat_q|aggregate_acat_p|current_symbol	5	validated_complete
