schema_version	signature_group	sex	apoe_group	broad_network	category_label	current_symbol	case_id	is_core_mito	source_all_gene_rank	non_mt_rank	returned_call_count	returned_fine_cell_type_count	returned_fine_cell_types	minimum_returned_within_call_q	median_returned_within_call_q	maximum_returned_within_call_q	acat_of_returned_within_call_q	returned_run_q_acat_score	requested_final_q	score_neg_log10	final_value_method	aggregation_display	inferential_status	formal_fdr_controlled_q	source_analysis_id	source_category_aggregate_sha256
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Excitatory_neurons	F_e4 · Excitatory neurons	SELENOW	non_mt_driver	FALSE	11	5	2	2	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2	0.00013950404294047	0.008575118469164384	0.0170107328953883	0.0002767406599986106	0.0002767406599986	0.0002767406599986	3.557927027647138	acat_of_returned_within_call_q_values	ACAT across ≥2 returned calls	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Inhibitory_neurons	F_e4 · Inhibitory neurons	RPS15	non_mt_driver	FALSE	6	1	1	1	Inh LAMP5 NRG1 (Rosehip)	2.97611758107614e-05	2.97611758107614e-05	2.97611758107614e-05	NA	2.97611758107614e-05	2.97611758107614e-05	4.526349914589939	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Inhibitory_neurons	F_e4 · Inhibitory neurons	ATP6V1F	non_mt_driver	FALSE	9	2	1	1	Inh LAMP5 NRG1 (Rosehip)	0.000235190750140255	0.000235190750140255	0.000235190750140255	NA	0.0002351907501402	0.0002351907501402	3.628579762706717	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Inhibitory_neurons	F_e4 · Inhibitory neurons	RPLP1	non_mt_driver	FALSE	11	3	1	1	Inh LAMP5 NRG1 (Rosehip)	0.000280415610338102	0.000280415610338102	0.000280415610338102	NA	0.0002804156103381	0.0002804156103381	3.5521978134764494	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Inhibitory_neurons	F_e4 · Inhibitory neurons	BEX3	non_mt_driver	FALSE	15	4	3	3	Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh PVALB SULF1	0.00239179099564083	0.0103332245750885	0.0156030780484489	0.005182064919651338	0.0051820649196513	0.0051820649196513	2.285497150580275	acat_of_returned_within_call_q_values	ACAT across ≥2 returned calls	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Inhibitory_neurons	F_e4 · Inhibitory neurons	DNAJB1	non_mt_driver	FALSE	18	5	1	1	Inh LAMP5 NRG1 (Rosehip)	0.00860327647539876	0.00860327647539876	0.00860327647539876	NA	0.0086032764753987	0.0086032764753987	2.065336120362023	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Microglia	F_e4 · Microglia	TBRG1	non_mt_driver	FALSE	4	1	1	1	Mic TPT1	0.019353585737284	0.019353585737284	0.019353585737284	NA	0.019353585737284	0.019353585737284	1.7132385592421862	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Microglia	F_e4 · Microglia	TYROBP	non_mt_driver	FALSE	6	2	1	1	Mic TPT1	0.0241638846397679	0.0241638846397679	0.0241638846397679	NA	0.0241638846397679	0.0241638846397679	1.6168332462926716	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Microglia	F_e4 · Microglia	FAM13A	non_mt_driver	FALSE	7	3	1	1	Mic TPT1	0.0248446553684394	0.0248446553684394	0.0248446553684394	NA	0.0248446553684394	0.0248446553684394	1.6047670231737567	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Microglia	F_e4 · Microglia	GAPDH	non_mt_driver	FALSE	8	4	1	1	Mic TPT1	0.0289629837087891	0.0289629837087891	0.0289629837087891	NA	0.0289629837087891	0.0289629837087891	1.538156700019275	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Microglia	F_e4 · Microglia	B2M	non_mt_driver	FALSE	9	5	1	1	Mic TPT1	0.032156170613586	0.032156170613586	0.032156170613586	NA	0.032156170613586	0.032156170613586	1.492735675732372	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	OPCs	F_e4 · OPCs	NCOA1	non_mt_driver	FALSE	2	1	1	1	OPC	0.00289056173949863	0.00289056173949863	0.00289056173949863	NA	0.0028905617394986	0.0028905617394986	2.539017750095403	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	OPCs	F_e4 · OPCs	PAPOLA	non_mt_driver	FALSE	4	2	1	1	OPC	0.003843240073628	0.003843240073628	0.003843240073628	NA	0.003843240073628	0.003843240073628	2.4153024858465115	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	OPCs	F_e4 · OPCs	MBNL1	non_mt_driver	FALSE	5	3	1	1	OPC	0.00803169111030609	0.00803169111030609	0.00803169111030609	NA	0.008031691110306	0.008031691110306	2.0951930023491054	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	OPCs	F_e4 · OPCs	HSPH1	non_mt_driver	FALSE	7	4	1	1	OPC	0.0434241964776663	0.0434241964776663	0.0434241964776663	NA	0.0434241964776663	0.0434241964776663	1.362268209001629	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	OPCs	F_e4 · OPCs	PIK3CA	non_mt_driver	FALSE	8	5	1	1	OPC	0.0434241964776663	0.0434241964776663	0.0434241964776663	NA	0.0434241964776663	0.0434241964776663	1.362268209001629	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Oligodendrocytes	F_e4 · Oligodendrocytes	BCL6	non_mt_driver	FALSE	2	1	1	1	Oli	0.0241902151702447	0.0241902151702447	0.0241902151702447	NA	0.0241902151702447	0.0241902151702447	1.616360268602389	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Oligodendrocytes	F_e4 · Oligodendrocytes	MEIS2	non_mt_driver	FALSE	3	2	1	1	Oli	0.0241902151702447	0.0241902151702447	0.0241902151702447	NA	0.0241902151702447	0.0241902151702447	1.616360268602389	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Oligodendrocytes	F_e4 · Oligodendrocytes	OGA	non_mt_driver	FALSE	8	3	1	1	Oli	0.0241902151702447	0.0241902151702447	0.0241902151702447	NA	0.0241902151702447	0.0241902151702447	1.616360268602389	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Oligodendrocytes	F_e4 · Oligodendrocytes	SHMT1	non_mt_driver	FALSE	9	4	1	1	Oli	0.0241902151702447	0.0241902151702447	0.0241902151702447	NA	0.0241902151702447	0.0241902151702447	1.616360268602389	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Oligodendrocytes	F_e4 · Oligodendrocytes	SLC35D2	non_mt_driver	FALSE	10	5	1	1	Oli	0.0241902151702447	0.0241902151702447	0.0241902151702447	NA	0.0241902151702447	0.0241902151702447	1.616360268602389	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Vasculature_cells	F_e4 · Vasculature	HSPA1A	non_mt_driver	FALSE	6	1	1	1	End	0.0264114657120023	0.0264114657120023	0.0264114657120023	NA	0.0264114657120023	0.0264114657120023	1.578207496825202	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Vasculature_cells	F_e4 · Vasculature	HSPH1	non_mt_driver	FALSE	7	2	1	1	End	0.0280139894508968	0.0280139894508968	0.0280139894508968	NA	0.0280139894508968	0.0280139894508968	1.552625039225858	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Vasculature_cells	F_e4 · Vasculature	SPATS2L	non_mt_driver	FALSE	8	3	1	1	End	0.0280139894508968	0.0280139894508968	0.0280139894508968	NA	0.0280139894508968	0.0280139894508968	1.552625039225858	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Vasculature_cells	F_e4 · Vasculature	PTGES3	non_mt_driver	FALSE	9	4	1	1	End	0.0419736514229724	0.0419736514229724	0.0419736514229724	NA	0.0419736514229724	0.0419736514229724	1.3770232484709164	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Vasculature_cells	F_e4 · Vasculature	HNRNPA2B1	non_mt_driver	FALSE	10	5	1	1	End	0.0447382641113326	0.0447382641113326	0.0447382641113326	NA	0.0447382641113326	0.0447382641113326	1.3493208709656974	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	Astrocytes	M_e2 · Astrocytes	RPL11	non_mt_driver	FALSE	4	1	1	1	Ast GRM3	1.85581196683869e-07	1.85581196683869e-07	1.85581196683869e-07	NA	1.85581196683869e-07	1.85581196683869e-07	6.731466029141546	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	Astrocytes	M_e2 · Astrocytes	RPLP1	non_mt_driver	FALSE	6	2	1	1	Ast GRM3	1.20910989273421e-05	1.20910989273421e-05	1.20910989273421e-05	NA	1.20910989273421e-05	1.20910989273421e-05	4.917534225492274	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	Astrocytes	M_e2 · Astrocytes	RPL15	non_mt_driver	FALSE	9	3	1	1	Ast GRM3	2.94635808575063e-05	2.94635808575063e-05	2.94635808575063e-05	NA	2.94635808575063e-05	2.94635808575063e-05	4.530714472288051	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	Astrocytes	M_e2 · Astrocytes	LAPTM4A	non_mt_driver	FALSE	10	4	2	2	Ast DPP10|Ast GRM3	8.28198314063305e-05	0.0003403490400300793	0.000597878248653828	0.00014548646991604448	0.000145486469916	0.000145486469916	3.8371773937161846	acat_of_returned_within_call_q_values	ACAT across ≥2 returned calls	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	Astrocytes	M_e2 · Astrocytes	APOE	non_mt_driver	FALSE	11	5	2	2	Ast DPP10|Ast GRM3	0.000333321938726912	0.000372289259300509	0.000411256579874106	0.0003682105722112374	0.0003682105722112	0.0003682105722112	3.4339037460137822	acat_of_returned_within_call_q_values	ACAT across ≥2 returned calls	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	Excitatory_neurons	M_e2 · Excitatory neurons	RPL11	non_mt_driver	FALSE	4	1	9	9	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 NP|Exc L6 THEMIS NFIA|Exc NRGN|Exc RELN CHD7	1.02953291810306e-11	9.81120044782158e-09	0.044011491955279	5.345767658619889e-11	5.345767658619889e-11	5.345767658619889e-11	10.271989920770663	acat_of_returned_within_call_q_values	ACAT across ≥2 returned calls	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	Excitatory_neurons	M_e2 · Excitatory neurons	SELENOW	non_mt_driver	FALSE	7	2	6	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3	2.57362807967556e-08	7.305908318731316e-06	0.00753120237268132	1.1533190603478022e-07	1.1533190603478022e-07	1.1533190603478022e-07	6.938050530537185	acat_of_returned_within_call_q_values	ACAT across ≥2 returned calls	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	Excitatory_neurons	M_e2 · Excitatory neurons	RPS13	non_mt_driver	FALSE	8	3	6	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc RELN CHD7	6.61840027749079e-08	2.6408326962153753e-06	0.036663336337977	2.8365866071859374e-07	2.836586607185938e-07	2.836586607185938e-07	6.5472039519375524	acat_of_returned_within_call_q_values	ACAT across ≥2 returned calls	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	Excitatory_neurons	M_e2 · Excitatory neurons	TMEM147	non_mt_driver	FALSE	11	4	4	4	Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	9.58333180359953e-07	0.00016994297676685316	0.000383743777004474	2.3370409271244255e-06	2.3370409271244255e-06	2.3370409271244255e-06	5.631333682015706	acat_of_returned_within_call_q_values	ACAT across ≥2 returned calls	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	Excitatory_neurons	M_e2 · Excitatory neurons	LAMTOR5	non_mt_driver	FALSE	15	5	5	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	1.03319433826866e-05	7.64770379259025e-05	0.00106592654661867	3.8586837289677546e-05	3.8586837289677546e-05	3.8586837289677546e-05	4.413560816244092	acat_of_returned_within_call_q_values	ACAT across ≥2 returned calls	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	Inhibitory_neurons	M_e2 · Inhibitory neurons	RPS15	non_mt_driver	FALSE	8	1	9	9	Inh CUX2 MSR1|Inh ENOX2 SPHKAP|Inh L1-6 LAMP5 CA13|Inh L3-5 SST MAFB|Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh PVALB SULF1|Inh RYR3 TSHZ2|Inh VIP CLSTN2	4.76915476909854e-05	0.00222208004233118	0.0486780215746502	0.00019954047350106177	0.000199540473501	0.000199540473501	3.699969001554265	acat_of_returned_within_call_q_values	ACAT across ≥2 returned calls	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	Inhibitory_neurons	M_e2 · Inhibitory neurons	LAMTOR5	non_mt_driver	FALSE	9	2	5	5	Inh CUX2 MSR1|Inh L3-5 SST MAFB|Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh VIP CLSTN2	4.29108440479707e-05	0.00713701046192278	0.0379737672912309	0.00020114422615601953	0.000201144226156	0.000201144226156	3.6964924293347172	acat_of_returned_within_call_q_values	ACAT across ≥2 returned calls	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	Inhibitory_neurons	M_e2 · Inhibitory neurons	RPLP1	non_mt_driver	FALSE	12	3	8	8	Inh CUX2 MSR1|Inh L1-6 LAMP5 CA13|Inh L3-5 SST MAFB|Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh PVALB SULF1|Inh RYR3 TSHZ2|Inh VIP CLSTN2	7.18175700001896e-05	0.002199213413675575	0.0375014432386552	0.0003881761401714912	0.0003881761401714	0.0003881761401714	3.410971162688917	acat_of_returned_within_call_q_values	ACAT across ≥2 returned calls	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	Inhibitory_neurons	M_e2 · Inhibitory neurons	INTS8	non_mt_driver	FALSE	15	4	1	1	Inh L3-5 SST MAFB	0.00107265052245908	0.00107265052245908	0.00107265052245908	NA	0.001072650522459	0.001072650522459	2.969541751370325	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	Inhibitory_neurons	M_e2 · Inhibitory neurons	RPL38	non_mt_driver	FALSE	18	5	3	3	Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh PVALB SULF1	0.000832803718831863	0.00238540297678417	0.00475093174519212	0.0016389372190059022	0.0016389372190059	0.0016389372190059	2.7854376821595275	acat_of_returned_within_call_q_values	ACAT across ≥2 returned calls	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	Microglia	M_e2 · Microglia	HDAC4	non_mt_driver	FALSE	6	1	1	1	Mic P2RY12	0.0291129701207568	0.0291129701207568	0.0291129701207568	NA	0.0291129701207568	0.0291129701207568	1.5359134853459875	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	OPCs	M_e2 · OPCs	RPS15	non_mt_driver	FALSE	1	1	1	1	OPC	4.5741181951196e-14	4.5741181951196e-14	4.5741181951196e-14	NA	4.5741181951196e-14	4.5741181951196e-14	13.339692617423843	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	OPCs	M_e2 · OPCs	FTL	non_mt_driver	FALSE	4	2	1	1	OPC	2.08908344472111e-06	2.08908344472111e-06	2.08908344472111e-06	NA	2.08908344472111e-06	2.08908344472111e-06	5.68004421255289	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	OPCs	M_e2 · OPCs	ANKRD11	non_mt_driver	FALSE	5	3	1	1	OPC	8.80731791340593e-06	8.80731791340593e-06	8.80731791340593e-06	NA	8.80731791340593e-06	8.80731791340593e-06	5.055156326860372	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	OPCs	M_e2 · OPCs	BEX3	non_mt_driver	FALSE	8	4	1	1	OPC	0.00100458118730078	0.00100458118730078	0.00100458118730078	NA	0.0010045811873007	0.0010045811873007	2.9980149590930503	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	OPCs	M_e2 · OPCs	RPL18	non_mt_driver	FALSE	9	5	1	1	OPC	0.00164258199043853	0.00164258199043853	0.00164258199043853	NA	0.0016425819904385	0.0016425819904385	2.7844729431646518	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	M_e2	Male	e2	Oligodendrocytes	M_e2 · Oligodendrocytes	RPL11	non_mt_driver	FALSE	4	1	1	1	Oli	0.000359325566062585	0.000359325566062585	0.000359325566062585	NA	0.0003593255660625	0.0003593255660625	3.4445118815850493	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
