schema_version	figure_id	scope	source_analysis_id	plot_data_rows	failed_checks	validation_status
phase20_simple_aggr_non_mt_figure_v1_status_v1	top5_candidates	non_mt_driver	phase20_simple_returned_only_acat_v1	149	0	validated_complete
