feature_index	source_symbol	ensembl_id	mapping_status	gencode_mapping_method	eligible_donors_detected	unique_count_values	expression_filter_pass	annotation_filter_pass	network_filter_pass	residual_variance	selected_network_gene	exclusion_reason	discretization_pass	discretization_exclusion_reason	center_low	center_middle	center_high	final_node_order
215	SLC45A1	ENSG00000162426	phase18_exact	phase18	73	21	TRUE	TRUE	TRUE	0.711573057831838	TRUE		TRUE		-3.16592080145368	-0.461786434089349	0.628413844692174	27
217	RERE-AS1	ENSG00000232912	exact	unique_symbol	76	23	TRUE	TRUE	TRUE	0.629221989233988	TRUE		TRUE		-1.24975024264626	-0.115321076734125	0.963889066089489	28
224	GPR157	ENSG00000180758	phase18_exact	phase18	76	28	TRUE	TRUE	TRUE	0.658364844756953	TRUE		TRUE		-4.10727647545927	-0.39780416507886	0.722782840938284	29
236	PIK3CD-AS2	ENSG00000231789	phase18_exact	phase18	78	41	TRUE	TRUE	TRUE	0.814119206937455	TRUE		TRUE		-1.48096741863047	-0.434957055919485	0.69658544591296	30
245	RBP7	ENSG00000162444	phase18_exact	phase18	70	23	TRUE	TRUE	TRUE	1.0198029487649	TRUE		TRUE		-2.02764365891573	-0.247633869994304	0.950777564681663	31
252	CENPS	ENSG00000175279	phase18_exact	phase18	64	20	TRUE	TRUE	TRUE	1.13392146128575	TRUE		TRUE		-2.73928365543957	-0.501639065660997	0.822468041456125	32
253	CORT	ENSG00000241563	phase18_exact	phase18	27	12	TRUE	TRUE	TRUE	1.5980340869342	TRUE		TRUE		-1.62867334393963	0.0032764625225631	1.62244806514676	33
262	MASP2	ENSG00000009724	phase18_exact	phase18	22	10	TRUE	TRUE	TRUE	1.58305930792596	TRUE		TRUE		-1.71894341709432	0.0190904202506748	1.59576992675079	34
269	MTOR-AS1	ENSG00000225602	phase18_exact	phase18	17	6	TRUE	TRUE	TRUE	1.75156365288367	TRUE		TRUE		-1.55762095479736	0.265383918669548	1.69144321503863	35
270	ANGPTL7	ENSG00000171819	phase18_exact	phase18	44	12	TRUE	TRUE	TRUE	1.50930671868875	TRUE		TRUE		-1.98462969874046	-0.086001850128903	1.21724118836101	36
273	DISP3	ENSG00000204624	phase18_exact	phase18	62	20	TRUE	TRUE	TRUE	1.09147256700466	TRUE		TRUE		-1.86831849772469	-0.0957511521310706	1.05382476840281	37
277	FBXO2	ENSG00000116661	phase18_exact	phase18	76	29	TRUE	TRUE	TRUE	0.710918422420469	TRUE		TRUE		-1.97669888059158	-0.433172183984342	0.659066337958155	38
281	DRAXIN	ENSG00000162490	phase18_exact	phase18	24	9	TRUE	TRUE	TRUE	1.26329215416294	TRUE		TRUE		-1.89363927008806	-0.319744418362032	1.05603429996151	39
283	C1orf167	ENSG00000215910	phase18_exact	phase18	18	6	TRUE	TRUE	TRUE	1.3193571991325	TRUE		TRUE		-1.80637829532229	0.00961032000661029	1.35752521928027	40
287	NPPA	ENSG00000175206	phase18_exact	phase18	35	11	TRUE	TRUE	TRUE	1.63076749780925	TRUE		TRUE		-2.42392643593075	-0.201023529411085	1.2107988096656	41
295	TNFRSF8	ENSG00000120949	phase18_exact	phase18	67	26	TRUE	TRUE	TRUE	1.41032411211068	TRUE		TRUE		-2.42882649735258	-0.46010313116292	1.01526347341494	42
334	LRRC38	ENSG00000162494	phase18_exact	phase18	16	9	TRUE	TRUE	TRUE	1.26747475543662	TRUE		TRUE		-1.32735859415393	0.329911559381544	1.5696202993931	43
