schema_version	figure_id	input_path	input_sha256	renderer_sha256	figure_width_inches	figure_height_inches	png_dpi	input_rows	candidate_units	driver_candidates	displayed_positions	declared_outputs	checks	failed_blocking_checks	pending_nonblocking_checks	visual_review_status	validation_status
phase18_key_driver_selection_process_figure_v1	phase18_key_driver_selection_process	/Users/rzhuang/Documents/VscodeProjects/alzheimer/results/minerva_production/18_key_driver_selection/call_key_driver_returns.tsv	b917f70e6edcdf030f63e88ba8fbc5b22b80714599c12c80ea449e8c38bd51d8	2ae38ab978f52c225eb6d7551fb71d8190a5019d5363787cb3892b6b322f196e	7.2	5.1	450	95557	10433	78	47	8	26	0	0	complete	validated_complete
