schema_version	validation_status	case_figures	included_broad_networks	plotted_slot_rows	displayed_candidate_rows	cross_network_links	failed_checks	timestamp_utc
phase18_three_case_circular_status_v1	validated_complete	3	7	105	63	26	0	2026-08-15T02:05:49Z
