schema_version	case_order	case_id	case_label	broad_network	network_display_order	display_network	network_color	slot_rank	slot_status	list_status	empty_result_reason	total_passing_candidate_count	displayed_candidate_count	display_rank	current_symbol	is_core_mito	mitocarta_canonical_symbol	mapping_status	mito_tier	genome_origin	is_mtdna_gene	extended_reference_member	aggregate_acat_p	aggregate_acat_q	negative_log10_acat_q	capped_negative_log10_acat_q	display_score	coverage_numerator	coverage_denominator	coverage_fraction	conservative_support_count	evidence_tier	supporting_groups	supporting_directions	supporting_fine_cell_types	selected_network_count_within_case	sector_start_degrees	sector_end_degrees	sector_mid_degrees	source_top5_sha256	source_candidates_sha256	source_figure_data_sha256
phase18_three_case_circular_plot_data_v1	1	case1_core_mito_in_query	MT-related and in query	Astrocytes	1	Astrocytes	#009E73	1	ranked_candidate	ranked_candidates	NA	6	5	1	MT-CO2	TRUE	MT-CO2	mapped_ensembl	core_mito_protein	mtDNA	TRUE	FALSE	1.01249779835378e-16	6.27849884759181e-13	12.2021441811257	12.2021441811257	0.813476278741713	4	4	1	4	tier1_recurrent_stable	M_e2|M_e33|M_e4	AD_down_mito|AD_up_mito	Ast CHI3L1|Ast DPP10|Ast GRM3	7	90	81.7142857142857	85.8571428571429	8a5c1e669a264da403175844c607068476298ec2bd936b8dc3ae6c4a8c8f8327	3c4f2b98bc87e1d6d60badd6688f3b5086975f2611a8545a87f7013a19c70ad1	ca34f4b01c474205622972dddb39bb9b9f5df471835fef11f66b490d31f51679
phase18_three_case_circular_plot_data_v1	1	case1_core_mito_in_query	MT-related and in query	Astrocytes	1	Astrocytes	#009E73	2	ranked_candidate	ranked_candidates	NA	6	5	2	MT-CO3	TRUE	MT-CO3	mapped_ensembl	core_mito_protein	mtDNA	TRUE	FALSE	1.04439140555599e-12	3.23813555292635e-09	8.48970497502189	8.48970497502189	0.565980331668126	4	4	1	4	tier1_recurrent_stable	F_e4|M_e2|M_e4	AD_down_mito|AD_up_mito	Ast CHI3L1|Ast DPP10|Ast GRM3	4	80.7142857142857	72.4285714285714	76.5714285714286	8a5c1e669a264da403175844c607068476298ec2bd936b8dc3ae6c4a8c8f8327	3c4f2b98bc87e1d6d60badd6688f3b5086975f2611a8545a87f7013a19c70ad1	ca34f4b01c474205622972dddb39bb9b9f5df471835fef11f66b490d31f51679
phase18_three_case_circular_plot_data_v1	1	case1_core_mito_in_query	MT-related and in query	Astrocytes	1	Astrocytes	#009E73	3	ranked_candidate	ranked_candidates	NA	6	5	3	MT-ATP6	TRUE	MT-ATP6	mapped_ensembl	core_mito_protein	mtDNA	TRUE	TRUE	1.01691774348847e-08	1.57647673184299e-05	4.80231243487914	4.80231243487914	0.320154162325276	4	4	1	2	tier1_recurrent_stable	M_e2|M_e4	AD_down_mito|AD_up_mito	Ast DPP10|Ast GRM3	2	71.4285714285714	63.1428571428571	67.2857142857143	8a5c1e669a264da403175844c607068476298ec2bd936b8dc3ae6c4a8c8f8327	3c4f2b98bc87e1d6d60badd6688f3b5086975f2611a8545a87f7013a19c70ad1	ca34f4b01c474205622972dddb39bb9b9f5df471835fef11f66b490d31f51679
phase18_three_case_circular_plot_data_v1	1	case1_core_mito_in_query	MT-related and in query	Astrocytes	1	Astrocytes	#009E73	4	ranked_candidate	ranked_candidates	NA	6	5	4	COX7C	TRUE	COX7C	mapped_ensembl	core_mito_protein	nuclear	FALSE	FALSE	6.32264829170312e-08	6.53445700947517e-05	4.18479049493672	4.18479049493672	0.278986032995781	3	3	1	2	tier2_localized_or_unstable	F_e2|M_e2	AD_down_mito|AD_up_mito	Ast GRM3	2	62.1428571428571	53.8571428571428	58	8a5c1e669a264da403175844c607068476298ec2bd936b8dc3ae6c4a8c8f8327	3c4f2b98bc87e1d6d60badd6688f3b5086975f2611a8545a87f7013a19c70ad1	ca34f4b01c474205622972dddb39bb9b9f5df471835fef11f66b490d31f51679
phase18_three_case_circular_plot_data_v1	1	case1_core_mito_in_query	MT-related and in query	Astrocytes	1	Astrocytes	#009E73	5	ranked_candidate	ranked_candidates	NA	6	5	5	COX4I1	TRUE	COX4I1	mapped_ensembl	core_mito_protein	nuclear	FALSE	FALSE	7.18523847623308e-07	0.000636509482730305	3.19619512183473	3.19619512183473	0.213079674788982	4	4	1	2	tier2_localized_or_unstable	F_e2|M_e2	AD_down_mito|AD_up_mito	Ast GRM3	2	52.8571428571428	44.5714285714286	48.7142857142857	8a5c1e669a264da403175844c607068476298ec2bd936b8dc3ae6c4a8c8f8327	3c4f2b98bc87e1d6d60badd6688f3b5086975f2611a8545a87f7013a19c70ad1	ca34f4b01c474205622972dddb39bb9b9f5df471835fef11f66b490d31f51679
phase18_three_case_circular_plot_data_v1	1	case1_core_mito_in_query	MT-related and in query	Excitatory_neurons	2	Excitatory neurons	#E69F00	1	ranked_candidate	ranked_candidates	NA	19	5	1	MT-CO2	TRUE	MT-CO2	mapped_ensembl	core_mito_protein	mtDNA	TRUE	FALSE	3.44299385893705e-25	3.18649081644624e-21	20.4966873288309	15	1	34	34	1	32	tier1_recurrent_stable	F_e2|F_e33|M_e2|M_e33|M_e4	AD_down_mito|AD_up_mito	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5 ET|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L5/6 NP|Exc L6 CT|Exc L6 THEMIS NFIA|Exc L6b|Exc NRGN|Exc RELN CHD7	7	38.5714285714286	30.2857142857143	34.4285714285714	8a5c1e669a264da403175844c607068476298ec2bd936b8dc3ae6c4a8c8f8327	3c4f2b98bc87e1d6d60badd6688f3b5086975f2611a8545a87f7013a19c70ad1	ca34f4b01c474205622972dddb39bb9b9f5df471835fef11f66b490d31f51679
phase18_three_case_circular_plot_data_v1	1	case1_core_mito_in_query	MT-related and in query	Excitatory_neurons	2	Excitatory neurons	#E69F00	2	ranked_candidate	ranked_candidates	NA	19	5	2	UQCR10	TRUE	UQCR10	mapped_ensembl	core_mito_protein	nuclear	FALSE	FALSE	1.20747525556481e-14	5.58759174512616e-11	10.2527753329294	10.2527753329294	0.683518355528625	18	18	1	18	tier1_recurrent_stable	F_e2|F_e4|M_e2|M_e33|M_e4	AD_down_mito|AD_up_mito	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA|Exc NRGN|Exc RELN CHD7	1	29.2857142857143	21	25.1428571428571	8a5c1e669a264da403175844c607068476298ec2bd936b8dc3ae6c4a8c8f8327	3c4f2b98bc87e1d6d60badd6688f3b5086975f2611a8545a87f7013a19c70ad1	ca34f4b01c474205622972dddb39bb9b9f5df471835fef11f66b490d31f51679
phase18_three_case_circular_plot_data_v1	1	case1_core_mito_in_query	MT-related and in query	Excitatory_neurons	2	Excitatory neurons	#E69F00	3	ranked_candidate	ranked_candidates	NA	19	5	3	COX4I1	TRUE	COX4I1	mapped_ensembl	core_mito_protein	nuclear	FALSE	FALSE	1.55432932618886e-12	3.59632947846948e-09	8.44414052713726	8.44414052713726	0.562942701809151	21	21	1	15	tier1_recurrent_stable	F_e2|F_e33|F_e4|M_e2|M_e33	AD_down_mito|AD_up_mito	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L5/6 NP|Exc L6 THEMIS NFIA|Exc NRGN|Exc RELN CHD7	2	20	11.7142857142857	15.8571428571429	8a5c1e669a264da403175844c607068476298ec2bd936b8dc3ae6c4a8c8f8327	3c4f2b98bc87e1d6d60badd6688f3b5086975f2611a8545a87f7013a19c70ad1	ca34f4b01c474205622972dddb39bb9b9f5df471835fef11f66b490d31f51679
phase18_three_case_circular_plot_data_v1	1	case1_core_mito_in_query	MT-related and in query	Excitatory_neurons	2	Excitatory neurons	#E69F00	4	ranked_candidate	ranked_candidates	NA	19	5	4	COX6B1	TRUE	COX6B1	mapped_ensembl	core_mito_protein	nuclear	FALSE	FALSE	9.04548781730209e-11	1.39526649581885e-07	6.85534283424707	6.85534283424707	0.457022855616471	25	25	1	20	tier1_recurrent_stable	F_e2|F_e33|F_e4|M_e2|M_e33	AD_down_mito|AD_up_mito	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 CT|Exc L6 THEMIS NFIA|Exc L6b|Exc RELN CHD7	1	10.7142857142857	2.42857142857142	6.57142857142856	8a5c1e669a264da403175844c607068476298ec2bd936b8dc3ae6c4a8c8f8327	3c4f2b98bc87e1d6d60badd6688f3b5086975f2611a8545a87f7013a19c70ad1	ca34f4b01c474205622972dddb39bb9b9f5df471835fef11f66b490d31f51679
phase18_three_case_circular_plot_data_v1	1	case1_core_mito_in_query	MT-related and in query	Excitatory_neurons	2	Excitatory neurons	#E69F00	5	ranked_candidate	ranked_candidates	NA	19	5	5	MT-CYB	TRUE	MT-CYB	mapped_ensembl	core_mito_protein	mtDNA	TRUE	FALSE	4.86511240882068e-09	5.00295726040393e-06	5.30077320722053	5.30077320722053	0.353384880481369	32	32	1	21	tier1_recurrent_stable	F_e2|F_e33|M_e2|M_e33|M_e4	AD_down_mito|AD_up_mito	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5 ET|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L5/6 NP|Exc L6 CT|Exc L6 THEMIS NFIA|Exc L6b|Exc NRGN	2	1.42857142857142	-6.85714285714287	-2.71428571428572	8a5c1e669a264da403175844c607068476298ec2bd936b8dc3ae6c4a8c8f8327	3c4f2b98bc87e1d6d60badd6688f3b5086975f2611a8545a87f7013a19c70ad1	ca34f4b01c474205622972dddb39bb9b9f5df471835fef11f66b490d31f51679
