schema_version	generated_at_utc	figure_script	input_directory	output_directory	cases	included_broad_networks	slots_per_case	case1_displayed_candidates	case2_displayed_candidates	case3_displayed_candidates	cross_network_links	evidence_measure	evidence_cap	width_inches	height_inches	png_dpi	automated_checks	automated_checks_passed
phase18_three_case_circular_generation_log_v1	2026-08-15T02:05:49Z	scripts/figures/analysis/phase_18_key_driver_selection/visualize_phase18_three_case_circular.R	results/minerva_production/18_key_driver_selection	results/figures/analysis/phase_18_key_driver_selection/three_case_circular	3	7	35	27	15	21	26	negative_log10_aggregate_acat_q	15	12	7.2	450	22	22
