scenario_id	rds_id	cell_type_high_resolution	representative_role	contrast_id	contrast_name	contrast_role	gene	gene_role	observed_detection_probability	observed_mean_count_per_nucleus	observed_positive_mean	observed_donor_dispersion	donors_ad	donors_nci	observed_nuclei_ad	observed_nuclei_nci	effect_log2	effect_fold_change	method_branch	grid_id	schema_version	execution_stage	output_status	repetitions
power_scenario_001	inhibitory	Inh L5-6 SST TH	rare	inhibitory::Inh.L5.6.SST.TH::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	limiting	MT-ND6	low_detection	0.0610418664109939	0.0460048426150121	1	0.294834034572749	5	8	178	235	1	2	paper_like_mast_hurdle	power_grid_0012	power_grid_v1	minerva_production	final	100
power_scenario_002	inhibitory	Inh L5-6 SST TH	rare	inhibitory::Inh.L5.6.SST.TH::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	limiting	MT-CO3	high_detection	0.980504953659316	32.6924939467312	33.3425076790489	0.215064157307647	5	8	178	235	0	1	pseudobulk_edgeR_known_dispersion	power_grid_0013	power_grid_v1	minerva_production	final	100
power_scenario_002	inhibitory	Inh L5-6 SST TH	rare	inhibitory::Inh.L5.6.SST.TH::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	limiting	MT-CO3	high_detection	0.980504953659316	32.6924939467312	33.3425076790489	0.215064157307647	5	8	178	235	0	1	paper_like_mast_hurdle	power_grid_0014	power_grid_v1	minerva_production	final	100
power_scenario_002	inhibitory	Inh L5-6 SST TH	rare	inhibitory::Inh.L5.6.SST.TH::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	limiting	MT-CO3	high_detection	0.980504953659316	32.6924939467312	33.3425076790489	0.215064157307647	5	8	178	235	0.25	1.18920711500272	pseudobulk_edgeR_known_dispersion	power_grid_0015	power_grid_v1	minerva_production	final	100
power_scenario_002	inhibitory	Inh L5-6 SST TH	rare	inhibitory::Inh.L5.6.SST.TH::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	limiting	MT-CO3	high_detection	0.980504953659316	32.6924939467312	33.3425076790489	0.215064157307647	5	8	178	235	0.25	1.18920711500272	paper_like_mast_hurdle	power_grid_0016	power_grid_v1	minerva_production	final	100
power_scenario_002	inhibitory	Inh L5-6 SST TH	rare	inhibitory::Inh.L5.6.SST.TH::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	limiting	MT-CO3	high_detection	0.980504953659316	32.6924939467312	33.3425076790489	0.215064157307647	5	8	178	235	0.3785116	1.29999997904627	pseudobulk_edgeR_known_dispersion	power_grid_0017	power_grid_v1	minerva_production	final	100
power_scenario_002	inhibitory	Inh L5-6 SST TH	rare	inhibitory::Inh.L5.6.SST.TH::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	limiting	MT-CO3	high_detection	0.980504953659316	32.6924939467312	33.3425076790489	0.215064157307647	5	8	178	235	0.3785116	1.29999997904627	paper_like_mast_hurdle	power_grid_0018	power_grid_v1	minerva_production	final	100
power_scenario_002	inhibitory	Inh L5-6 SST TH	rare	inhibitory::Inh.L5.6.SST.TH::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	limiting	MT-CO3	high_detection	0.980504953659316	32.6924939467312	33.3425076790489	0.215064157307647	5	8	178	235	0.5	1.4142135623731	pseudobulk_edgeR_known_dispersion	power_grid_0019	power_grid_v1	minerva_production	final	100
power_scenario_002	inhibitory	Inh L5-6 SST TH	rare	inhibitory::Inh.L5.6.SST.TH::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	limiting	MT-CO3	high_detection	0.980504953659316	32.6924939467312	33.3425076790489	0.215064157307647	5	8	178	235	0.5	1.4142135623731	paper_like_mast_hurdle	power_grid_0020	power_grid_v1	minerva_production	final	100
power_scenario_002	inhibitory	Inh L5-6 SST TH	rare	inhibitory::Inh.L5.6.SST.TH::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	limiting	MT-CO3	high_detection	0.980504953659316	32.6924939467312	33.3425076790489	0.215064157307647	5	8	178	235	0.75	1.68179283050743	pseudobulk_edgeR_known_dispersion	power_grid_0021	power_grid_v1	minerva_production	final	100
power_scenario_002	inhibitory	Inh L5-6 SST TH	rare	inhibitory::Inh.L5.6.SST.TH::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	limiting	MT-CO3	high_detection	0.980504953659316	32.6924939467312	33.3425076790489	0.215064157307647	5	8	178	235	0.75	1.68179283050743	paper_like_mast_hurdle	power_grid_0022	power_grid_v1	minerva_production	final	100
power_scenario_002	inhibitory	Inh L5-6 SST TH	rare	inhibitory::Inh.L5.6.SST.TH::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	limiting	MT-CO3	high_detection	0.980504953659316	32.6924939467312	33.3425076790489	0.215064157307647	5	8	178	235	1	2	pseudobulk_edgeR_known_dispersion	power_grid_0023	power_grid_v1	minerva_production	final	100
power_scenario_002	inhibitory	Inh L5-6 SST TH	rare	inhibitory::Inh.L5.6.SST.TH::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	limiting	MT-CO3	high_detection	0.980504953659316	32.6924939467312	33.3425076790489	0.215064157307647	5	8	178	235	1	2	paper_like_mast_hurdle	power_grid_0024	power_grid_v1	minerva_production	final	100
power_scenario_003	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-ND6	low_detection	0.0222735061447622	0.0235763978356094	1.05849513239538	0.439464996860043	7	6	9717	5807	0	1	pseudobulk_edgeR_known_dispersion	power_grid_0025	power_grid_v1	minerva_production	final	100
power_scenario_003	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-ND6	low_detection	0.0222735061447622	0.0235763978356094	1.05849513239538	0.439464996860043	7	6	9717	5807	0	1	paper_like_mast_hurdle	power_grid_0026	power_grid_v1	minerva_production	final	100
power_scenario_003	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-ND6	low_detection	0.0222735061447622	0.0235763978356094	1.05849513239538	0.439464996860043	7	6	9717	5807	0.25	1.18920711500272	pseudobulk_edgeR_known_dispersion	power_grid_0027	power_grid_v1	minerva_production	final	100
power_scenario_003	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-ND6	low_detection	0.0222735061447622	0.0235763978356094	1.05849513239538	0.439464996860043	7	6	9717	5807	0.25	1.18920711500272	paper_like_mast_hurdle	power_grid_0028	power_grid_v1	minerva_production	final	100
power_scenario_003	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-ND6	low_detection	0.0222735061447622	0.0235763978356094	1.05849513239538	0.439464996860043	7	6	9717	5807	0.3785116	1.29999997904627	pseudobulk_edgeR_known_dispersion	power_grid_0029	power_grid_v1	minerva_production	final	100
power_scenario_003	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-ND6	low_detection	0.0222735061447622	0.0235763978356094	1.05849513239538	0.439464996860043	7	6	9717	5807	0.3785116	1.29999997904627	paper_like_mast_hurdle	power_grid_0030	power_grid_v1	minerva_production	final	100
power_scenario_003	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-ND6	low_detection	0.0222735061447622	0.0235763978356094	1.05849513239538	0.439464996860043	7	6	9717	5807	0.5	1.4142135623731	pseudobulk_edgeR_known_dispersion	power_grid_0031	power_grid_v1	minerva_production	final	100
power_scenario_003	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-ND6	low_detection	0.0222735061447622	0.0235763978356094	1.05849513239538	0.439464996860043	7	6	9717	5807	0.5	1.4142135623731	paper_like_mast_hurdle	power_grid_0032	power_grid_v1	minerva_production	final	100
power_scenario_003	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-ND6	low_detection	0.0222735061447622	0.0235763978356094	1.05849513239538	0.439464996860043	7	6	9717	5807	0.75	1.68179283050743	pseudobulk_edgeR_known_dispersion	power_grid_0033	power_grid_v1	minerva_production	final	100
power_scenario_003	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-ND6	low_detection	0.0222735061447622	0.0235763978356094	1.05849513239538	0.439464996860043	7	6	9717	5807	0.75	1.68179283050743	paper_like_mast_hurdle	power_grid_0034	power_grid_v1	minerva_production	final	100
power_scenario_003	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-ND6	low_detection	0.0222735061447622	0.0235763978356094	1.05849513239538	0.439464996860043	7	6	9717	5807	1	2	pseudobulk_edgeR_known_dispersion	power_grid_0035	power_grid_v1	minerva_production	final	100
power_scenario_003	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-ND6	low_detection	0.0222735061447622	0.0235763978356094	1.05849513239538	0.439464996860043	7	6	9717	5807	1	2	paper_like_mast_hurdle	power_grid_0036	power_grid_v1	minerva_production	final	100
power_scenario_004	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-CO2	high_detection	0.880898178576774	6.55539809327493	7.44172056737157	0.339037456868411	7	6	9717	5807	0	1	pseudobulk_edgeR_known_dispersion	power_grid_0037	power_grid_v1	minerva_production	final	100
power_scenario_004	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-CO2	high_detection	0.880898178576774	6.55539809327493	7.44172056737157	0.339037456868411	7	6	9717	5807	0	1	paper_like_mast_hurdle	power_grid_0038	power_grid_v1	minerva_production	final	100
power_scenario_004	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-CO2	high_detection	0.880898178576774	6.55539809327493	7.44172056737157	0.339037456868411	7	6	9717	5807	0.25	1.18920711500272	pseudobulk_edgeR_known_dispersion	power_grid_0039	power_grid_v1	minerva_production	final	100
power_scenario_004	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-CO2	high_detection	0.880898178576774	6.55539809327493	7.44172056737157	0.339037456868411	7	6	9717	5807	0.25	1.18920711500272	paper_like_mast_hurdle	power_grid_0040	power_grid_v1	minerva_production	final	100
power_scenario_004	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-CO2	high_detection	0.880898178576774	6.55539809327493	7.44172056737157	0.339037456868411	7	6	9717	5807	0.3785116	1.29999997904627	pseudobulk_edgeR_known_dispersion	power_grid_0041	power_grid_v1	minerva_production	final	100
power_scenario_004	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-CO2	high_detection	0.880898178576774	6.55539809327493	7.44172056737157	0.339037456868411	7	6	9717	5807	0.3785116	1.29999997904627	paper_like_mast_hurdle	power_grid_0042	power_grid_v1	minerva_production	final	100
power_scenario_004	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-CO2	high_detection	0.880898178576774	6.55539809327493	7.44172056737157	0.339037456868411	7	6	9717	5807	0.5	1.4142135623731	pseudobulk_edgeR_known_dispersion	power_grid_0043	power_grid_v1	minerva_production	final	100
power_scenario_004	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-CO2	high_detection	0.880898178576774	6.55539809327493	7.44172056737157	0.339037456868411	7	6	9717	5807	0.5	1.4142135623731	paper_like_mast_hurdle	power_grid_0044	power_grid_v1	minerva_production	final	100
power_scenario_004	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-CO2	high_detection	0.880898178576774	6.55539809327493	7.44172056737157	0.339037456868411	7	6	9717	5807	0.75	1.68179283050743	pseudobulk_edgeR_known_dispersion	power_grid_0045	power_grid_v1	minerva_production	final	100
power_scenario_004	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-CO2	high_detection	0.880898178576774	6.55539809327493	7.44172056737157	0.339037456868411	7	6	9717	5807	0.75	1.68179283050743	paper_like_mast_hurdle	power_grid_0046	power_grid_v1	minerva_production	final	100
power_scenario_004	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-CO2	high_detection	0.880898178576774	6.55539809327493	7.44172056737157	0.339037456868411	7	6	9717	5807	1	2	pseudobulk_edgeR_known_dispersion	power_grid_0047	power_grid_v1	minerva_production	final	100
power_scenario_004	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	AD_vs_NCI__Male__e2	limiting	MT-CO2	high_detection	0.880898178576774	6.55539809327493	7.44172056737157	0.339037456868411	7	6	9717	5807	1	2	paper_like_mast_hurdle	power_grid_0048	power_grid_v1	minerva_production	final	100
power_scenario_005	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-ND6	low_detection	0.0222735061447622	0.0207065833088575	1	0.14849147985455	37	45	67094	75904	0	1	pseudobulk_edgeR_known_dispersion	power_grid_0049	power_grid_v1	minerva_production	final	100
power_scenario_005	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-ND6	low_detection	0.0222735061447622	0.0207065833088575	1	0.14849147985455	37	45	67094	75904	0	1	paper_like_mast_hurdle	power_grid_0050	power_grid_v1	minerva_production	final	100
power_scenario_005	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-ND6	low_detection	0.0222735061447622	0.0207065833088575	1	0.14849147985455	37	45	67094	75904	0.25	1.18920711500272	pseudobulk_edgeR_known_dispersion	power_grid_0051	power_grid_v1	minerva_production	final	100
power_scenario_005	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-ND6	low_detection	0.0222735061447622	0.0207065833088575	1	0.14849147985455	37	45	67094	75904	0.25	1.18920711500272	paper_like_mast_hurdle	power_grid_0052	power_grid_v1	minerva_production	final	100
power_scenario_005	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-ND6	low_detection	0.0222735061447622	0.0207065833088575	1	0.14849147985455	37	45	67094	75904	0.3785116	1.29999997904627	pseudobulk_edgeR_known_dispersion	power_grid_0053	power_grid_v1	minerva_production	final	100
power_scenario_005	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-ND6	low_detection	0.0222735061447622	0.0207065833088575	1	0.14849147985455	37	45	67094	75904	0.3785116	1.29999997904627	paper_like_mast_hurdle	power_grid_0054	power_grid_v1	minerva_production	final	100
power_scenario_005	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-ND6	low_detection	0.0222735061447622	0.0207065833088575	1	0.14849147985455	37	45	67094	75904	0.5	1.4142135623731	pseudobulk_edgeR_known_dispersion	power_grid_0055	power_grid_v1	minerva_production	final	100
power_scenario_005	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-ND6	low_detection	0.0222735061447622	0.0207065833088575	1	0.14849147985455	37	45	67094	75904	0.5	1.4142135623731	paper_like_mast_hurdle	power_grid_0056	power_grid_v1	minerva_production	final	100
power_scenario_005	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-ND6	low_detection	0.0222735061447622	0.0207065833088575	1	0.14849147985455	37	45	67094	75904	0.75	1.68179283050743	pseudobulk_edgeR_known_dispersion	power_grid_0057	power_grid_v1	minerva_production	final	100
power_scenario_005	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-ND6	low_detection	0.0222735061447622	0.0207065833088575	1	0.14849147985455	37	45	67094	75904	0.75	1.68179283050743	paper_like_mast_hurdle	power_grid_0058	power_grid_v1	minerva_production	final	100
power_scenario_005	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-ND6	low_detection	0.0222735061447622	0.0207065833088575	1	0.14849147985455	37	45	67094	75904	1	2	pseudobulk_edgeR_known_dispersion	power_grid_0059	power_grid_v1	minerva_production	final	100
power_scenario_005	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-ND6	low_detection	0.0222735061447622	0.0207065833088575	1	0.14849147985455	37	45	67094	75904	1	2	paper_like_mast_hurdle	power_grid_0060	power_grid_v1	minerva_production	final	100
power_scenario_006	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-CO2	high_detection	0.880898178576774	8.03207737171149	9.11805423946789	0.211567947384957	37	45	67094	75904	0	1	pseudobulk_edgeR_known_dispersion	power_grid_0061	power_grid_v1	minerva_production	final	100
power_scenario_006	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-CO2	high_detection	0.880898178576774	8.03207737171149	9.11805423946789	0.211567947384957	37	45	67094	75904	0	1	paper_like_mast_hurdle	power_grid_0062	power_grid_v1	minerva_production	final	100
power_scenario_006	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-CO2	high_detection	0.880898178576774	8.03207737171149	9.11805423946789	0.211567947384957	37	45	67094	75904	0.25	1.18920711500272	pseudobulk_edgeR_known_dispersion	power_grid_0063	power_grid_v1	minerva_production	final	100
power_scenario_006	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-CO2	high_detection	0.880898178576774	8.03207737171149	9.11805423946789	0.211567947384957	37	45	67094	75904	0.25	1.18920711500272	paper_like_mast_hurdle	power_grid_0064	power_grid_v1	minerva_production	final	100
power_scenario_006	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-CO2	high_detection	0.880898178576774	8.03207737171149	9.11805423946789	0.211567947384957	37	45	67094	75904	0.3785116	1.29999997904627	pseudobulk_edgeR_known_dispersion	power_grid_0065	power_grid_v1	minerva_production	final	100
power_scenario_006	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-CO2	high_detection	0.880898178576774	8.03207737171149	9.11805423946789	0.211567947384957	37	45	67094	75904	0.3785116	1.29999997904627	paper_like_mast_hurdle	power_grid_0066	power_grid_v1	minerva_production	final	100
power_scenario_006	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-CO2	high_detection	0.880898178576774	8.03207737171149	9.11805423946789	0.211567947384957	37	45	67094	75904	0.5	1.4142135623731	pseudobulk_edgeR_known_dispersion	power_grid_0067	power_grid_v1	minerva_production	final	100
power_scenario_006	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-CO2	high_detection	0.880898178576774	8.03207737171149	9.11805423946789	0.211567947384957	37	45	67094	75904	0.5	1.4142135623731	paper_like_mast_hurdle	power_grid_0068	power_grid_v1	minerva_production	final	100
power_scenario_006	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-CO2	high_detection	0.880898178576774	8.03207737171149	9.11805423946789	0.211567947384957	37	45	67094	75904	0.75	1.68179283050743	pseudobulk_edgeR_known_dispersion	power_grid_0069	power_grid_v1	minerva_production	final	100
power_scenario_006	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-CO2	high_detection	0.880898178576774	8.03207737171149	9.11805423946789	0.211567947384957	37	45	67094	75904	0.75	1.68179283050743	paper_like_mast_hurdle	power_grid_0070	power_grid_v1	minerva_production	final	100
power_scenario_006	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-CO2	high_detection	0.880898178576774	8.03207737171149	9.11805423946789	0.211567947384957	37	45	67094	75904	1	2	pseudobulk_edgeR_known_dispersion	power_grid_0071	power_grid_v1	minerva_production	final	100
power_scenario_006	oligodendrocytes	Oli	abundant	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	AD_vs_NCI__Female__e33	better_powered	MT-CO2	high_detection	0.880898178576774	8.03207737171149	9.11805423946789	0.211567947384957	37	45	67094	75904	1	2	paper_like_mast_hurdle	power_grid_0072	power_grid_v1	minerva_production	final	100
