schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	source_rds	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	rds_manifest_sha256	upstream_input_bundle_sha256	output_status	representative_cell_types	representative_scenarios	grid_rows	simulation_rows	repetitions_per_condition	target_power	mde_target_reached_rows	mde_target_not_reached_rows	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
power_status_v1	minerva_production	2	direct	minerva_production_192gb_001	global:power	inhibitory;oligodendrocytes	scripts/13_power_analysis.R	1ae7fbc198752b09a9ac7a7cdef6ee20a9618b4559269f1234768d78e09224df	124d43671d16833d59f271ba3c5c8f898e2a234abf52c21bb7cbf8dfb428d310	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	fdeeca3e29f4e1037e47a15e92ad3d5d8f4aafe3ec31fd947a53b9b74858bc43	final	2	6	72	7200	100	0.8	7	5	2.70670700073242	50.2003397941589	validated_complete		953f9dc961c0180b663db1338cf5538a48084463	2026-07-14 15:45:30 UTC
