schema_version	route_id	candidate_id	gene	priority_tier	signature_group	sex	apoe_group	broad_network	qtl_type	context_match	sex_apoe_match	qtl_finemapping_rows	source_significant_rows	credible_set_95_rows	min_qtl_p	min_qtl_fdr	max_pip	qtl_signal	evidence_state
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0090_sQTL	GS19B0116	MT3	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0091_eQTL	GS19B0142	PRDX1	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	91	35	0	6.261903521055831e-07	0.0004647163762877	0.0650946513777315	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0091_sQTL	GS19B0142	PRDX1	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	62	14	2	2.36631982436276e-07	0.0001284911664628	0.999193532541212	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0092_eQTL	GS19B0143	PSMB6	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	1	0	0	3.468792443792942e-05	0.7269058158194659	0.0307532428000593	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0092_sQTL	GS19B0143	PSMB6	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0093_eQTL	GS19B0147	RABAC1	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	2	0	0	1.5093602780560405e-05	0.5796382631419986	0.0328452038826855	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0093_sQTL	GS19B0147	RABAC1	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	41	15	12	1.42787746423904e-06	0.0004079024728546	0.993369719974085	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0094_eQTL	GS19B0153	RPL11	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	13	0	0	2.996634281141102e-06	0.0221889003726564	0.146557138499193	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0094_sQTL	GS19B0153	RPL11	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	24	0	0	6.74739674781547e-06	0.0133058663866921	0.3875816278342	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0095_eQTL	GS19B0154	RPL15	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	1	0	0	0.0002135318838159	0.212917354092753	0.0374499231265052	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0095_sQTL	GS19B0154	RPL15	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	45	14	7	4.79093636683973e-07	0.0001934845628519	0.586925553332968	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0096_eQTL	GS19B0155	RPL29	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	10	2	2	5.288550058386568e-09	0.0001385282802293	0.995621399258727	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0096_sQTL	GS19B0155	RPL29	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	53	2	0	4.07833395906777e-06	0.0106311291523563	0.395462112307797	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0097_eQTL	GS19B0158	RPL36AL	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	226	119	118	3.6104188093116586e-77	7.737488550235815e-73	0.880863142001478	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0097_sQTL	GS19B0158	RPL36AL	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	423	120	410	4.1865653794706895e-30	3.793278319617257e-27	0.997964119411668	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0098_eQTL	GS19B0160	RPL6	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	14	0	0	4.06040602755175e-05	0.0633546494349755	0.0633589718176442	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0098_sQTL	GS19B0160	RPL6	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	69	5	5	5.824867760277971e-09	2.021229112816456e-06	1.0	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0099_eQTL	GS19B0164	RPLP2	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	13	2	0	5.142785322364805e-07	0.0100664781802423	0.394232837031249	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0099_sQTL	GS19B0164	RPLP2	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	232	51	35	3.3862079634685e-13	9.047947678387831e-10	0.999948509519617	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0100_eQTL	GS19B0166	RPS13	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	3	0	0	2.0346062274779532e-05	0.2592995332970919	0.0835649378487138	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0100_sQTL	GS19B0166	RPS13	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	5	0	0	3.4509525359644e-05	0.1004572283219236	0.0787115722173299	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0101_eQTL	GS19B0170	RPS4X	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0101_sQTL	GS19B0170	RPS4X	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0102_eQTL	GS19B0182	SELENOM	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	73	15	14	6.675897705645483e-08	6.297874998063308e-05	0.335117254950211	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0102_sQTL	GS19B0182	SELENOM	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	124	47	94	6.622821436124871e-09	1.6869977288150838e-06	0.654786247105222	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0103_eQTL	GS19B0183	SELENOW	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	20	5	17	7.819566078600616e-08	0.001919167244809	0.22941352586347	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0103_sQTL	GS19B0183	SELENOW	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	383	98	23	1.38210350814771e-08	2.411054390594405e-05	0.999990448163491	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0104_eQTL	GS19B0194	SSR2	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	19	3	3	9.383534023132992e-07	0.001999943884797	0.330818948882998	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0104_sQTL	GS19B0194	SSR2	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0105_eQTL	GS19B0207	TMEM147	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	28	0	0	4.680471686959206e-06	0.1078848723844096	0.29317560717266	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0105_sQTL	GS19B0207	TMEM147	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	61	11	6	7.461483088883061e-09	3.262160406459674e-05	0.998221750622366	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0106_eQTL	GS19B0213	TTC8	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	3	0	0	6.707672429938996e-05	0.3756615967999993	0.0508479093535612	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0106_sQTL	GS19B0213	TTC8	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	161	46	17	6.3880865769647e-07	8.6715969078556e-05	0.894439262452917	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0107_eQTL	GS19B0219	UBC	P2	F_e4	Female	e4	Excitatory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	8	0	0	8.53892659520452e-06	0.0787901651045714	0.179785589998778	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0107_sQTL	GS19B0219	UBC	P2	F_e4	Female	e4	Excitatory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	1686	423	251	7.68705607752598e-276	1.5604723837377739e-273	1.0	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0108_eQTL	GS19B0017	ATP6V1F	P2	F_e4	Female	e4	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	2	0	0	4.689468123070261e-05	0.4358017253959489	0.0556613541018715	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0108_sQTL	GS19B0017	ATP6V1F	P2	F_e4	Female	e4	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	83	7	0	1.26369285110519e-06	0.0011967171299966	0.862031909066902	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0109_eQTL	GS19B0023	BEX3	P2	F_e4	Female	e4	Inhibitory_neurons	eQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0109_sQTL	GS19B0023	BEX3	P2	F_e4	Female	e4	Inhibitory_neurons	sQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0110_eQTL	GS19B0034	CCDC85B	P2	F_e4	Female	e4	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	5	0	0	3.6724047065467174e-05	0.2463185736352798	0.0609062005327156	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0110_sQTL	GS19B0034	CCDC85B	P2	F_e4	Female	e4	Inhibitory_neurons	sQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0111_eQTL	GS19B0052	DYNLT1	P2	F_e4	Female	e4	Inhibitory_neurons	eQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	168	31	31	8.577723268438004e-13	4.4417981400575905e-09	0.486665254892765	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0111_sQTL	GS19B0052	DYNLT1	P2	F_e4	Female	e4	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	80	19	5	3.20385933078289e-07	0.0006756088044305	0.947477967682031	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0112_eQTL	GS19B0088	HSPA1A	P2	F_e4	Female	e4	Inhibitory_neurons	eQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	344	0	230	1.2418410338694677e-06	0.0005749078670363	0.999085594717634	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0112_sQTL	GS19B0088	HSPA1A	P2	F_e4	Female	e4	Inhibitory_neurons	sQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0113_eQTL	GS19B0100	LAMTOR5	P2	F_e4	Female	e4	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	14	0	0	4.466773411041783e-06	0.0325076879610917	0.345572786493606	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0113_sQTL	GS19B0100	LAMTOR5	P2	F_e4	Female	e4	Inhibitory_neurons	sQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0114_eQTL	GS19B0111	METTL21A	P2	F_e4	Female	e4	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	7	0	0	2.3888745847727823e-05	0.1555931496953309	0.161883126663238	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0114_sQTL	GS19B0111	METTL21A	P2	F_e4	Female	e4	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	202	63	35	1.77840540965118e-07	6.259987041972153e-05	0.977874862453426	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0115_eQTL	GS19B0112	MIPOL1	P1	F_e4	Female	e4	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	248	248	162	1.8183928327050268e-29	2.5516826133783246e-26	0.082311773255168	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0115_sQTL	GS19B0112	MIPOL1	P1	F_e4	Female	e4	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	2487	454	487	1.00825256583557e-38	3.2620752743215694e-36	1.0	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0116_eQTL	GS19B0130	PCBP4	P2	F_e4	Female	e4	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	2	2	2	8.493892567476248e-09	0.0002234913012354	0.999048446627573	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0116_sQTL	GS19B0130	PCBP4	P2	F_e4	Female	e4	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	120	31	2	1.23093839095389e-07	8.376535750441222e-05	0.981140430611269	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0117_eQTL	GS19B0133	PER3	P2	F_e4	Female	e4	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	9	2	2	1.746518791793251e-11	3.488321982848661e-07	0.999840899440681	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0117_sQTL	GS19B0133	PER3	P2	F_e4	Female	e4	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	707	206	70	1.95611553008495e-23	3.137343088674888e-21	0.999994530694405	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0118_eQTL	GS19B0139	PLCG2	P2	F_e4	Female	e4	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	7	0	0	5.3924431805213875e-06	0.1438154449478389	0.154417828854244	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0118_sQTL	GS19B0139	PLCG2	P2	F_e4	Female	e4	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	230	56	27	1.80862625640026e-143	1.6386153882986357e-140	1.0	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0119_eQTL	GS19B0163	RPLP1	P2	F_e4	Female	e4	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	12	0	0	5.026686781478635e-06	0.0736652548463219	0.267718404476816	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0119_sQTL	GS19B0163	RPLP1	P2	F_e4	Female	e4	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	47	6	5	8.113557240253101e-24	1.921290354491934e-20	0.999999999990953	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0120_eQTL	GS19B0167	RPS15	P2	F_e4	Female	e4	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	19	0	0	3.906535119387882e-06	0.097652030514876	0.119668275306465	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0120_sQTL	GS19B0167	RPS15	P2	F_e4	Female	e4	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	181	55	26	4.57697341338813e-22	7.46504363723604e-19	1.0	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0121_eQTL	GS19B0182	SELENOM	P2	F_e4	Female	e4	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	15	0	0	1.67653965585547e-06	0.0098225491540783	0.16326153916338	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0121_sQTL	GS19B0182	SELENOM	P2	F_e4	Female	e4	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	124	47	94	6.622821436124871e-09	1.6869977288150838e-06	0.654786247105222	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0122_eQTL	GS19B0183	SELENOW	P2	F_e4	Female	e4	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	8	0	0	2.312384673633922e-06	0.1559171613891144	0.226854525279828	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0122_sQTL	GS19B0183	SELENOW	P2	F_e4	Female	e4	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	383	98	23	1.38210350814771e-08	2.411054390594405e-05	0.999990448163491	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0123_eQTL	GS19B0197	SYN1	P2	F_e4	Female	e4	Inhibitory_neurons	eQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0123_sQTL	GS19B0197	SYN1	P2	F_e4	Female	e4	Inhibitory_neurons	sQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0124_eQTL	GS19B0226	ZNF280D	P2	F_e4	Female	e4	Inhibitory_neurons	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	11	2	0	4.624868830772032e-07	0.0039359946184285	0.431986124334183	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0124_sQTL	GS19B0226	ZNF280D	P2	F_e4	Female	e4	Inhibitory_neurons	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	413	67	9	3.39656311192583e-08	1.2601249145244829e-05	0.999915524656477	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0125_eQTL	GS19B0108	MBNL1	P2	F_e4	Female	e4	OPCs	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	81	18	0	2.544015604342395e-07	0.0006243064910253	0.481404963102011	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0125_sQTL	GS19B0108	MBNL1	P2	F_e4	Female	e4	OPCs	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	192	82	33	2.11470123259867e-13	1.1313651594402884e-10	0.999999999915063	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0126_eQTL	GS19B0122	NCOA1	P2	F_e4	Female	e4	OPCs	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	18	7	6	1.920789020942455e-10	1.1615841729361813e-06	0.698594445951619	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0126_sQTL	GS19B0122	NCOA1	P2	F_e4	Female	e4	OPCs	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	2079	420	305	1.89390646669324e-14	4.2287524962097134e-13	0.999989000865101	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0127_eQTL	GS19B0129	PAPOLA	P1	F_e4	Female	e4	OPCs	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	14	0	0	2.586413192588336e-06	0.0584451789129186	0.883306958425228	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0127_sQTL	GS19B0129	PAPOLA	P1	F_e4	Female	e4	OPCs	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	205	32	14	3.93295168340912e-07	0.0003089333547317	0.974315618588767	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0128_eQTL	GS19B0021	BCL6	P2	F_e4	Female	e4	Oligodendrocytes	eQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	168	0	27	1.272431256217515e-06	0.0113619431997915	0.978348031511655	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0128_sQTL	GS19B0021	BCL6	P2	F_e4	Female	e4	Oligodendrocytes	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	175	33	7	3.45133644877799e-11	2.4067920338179584e-08	0.982800995133602	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0129_eQTL	GS19B0110	MEIS2	P2	F_e4	Female	e4	Oligodendrocytes	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	54	37	19	1.8833064634187369e-19	3.6118051355444536e-15	0.946653682479996	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0129_sQTL	GS19B0110	MEIS2	P2	F_e4	Female	e4	Oligodendrocytes	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	456	121	41	5.06831838420838e-08	2.6203206046357324e-05	0.997301351772128	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0130_eQTL	GS19B0127	OGA	P2	F_e4	Female	e4	Oligodendrocytes	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	4	0	0	9.50212817519251e-05	0.1959725208852867	0.0306968133621158	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0130_sQTL	GS19B0127	OGA	P2	F_e4	Female	e4	Oligodendrocytes	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	272	42	4	6.29062454843114e-16	2.381001391581186e-13	0.99182802196125	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0131_eQTL	GS19B0185	SHMT1	P2	F_e4	Female	e4	Oligodendrocytes	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	115	38	0	1.026029353995006e-11	1.4806861621458061e-07	0.631779698578557	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0131_sQTL	GS19B0185	SHMT1	P2	F_e4	Female	e4	Oligodendrocytes	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	883	251	403	2.08445240465547e-55	9.76353561030804e-53	0.997119820940333	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0132_eQTL	GS19B0187	SLC35D2	P2	F_e4	Female	e4	Oligodendrocytes	eQTL	exact_broad_lineage	unavailable_public_source_not_stratified	123	91	119	2.245165732322932e-07	7.263833909133894e-05	0.785576731229131	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0132_sQTL	GS19B0187	SLC35D2	P2	F_e4	Female	e4	Oligodendrocytes	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	328	33	190	1.03514645353238e-08	1.98748119078217e-06	1.0	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0133_eQTL	GS19B0088	HSPA1A	P2	F_e4	Female	e4	Vasculature_cells	eQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	344	0	230	1.2418410338694677e-06	0.0005749078670363	0.999085594717634	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0133_sQTL	GS19B0088	HSPA1A	P2	F_e4	Female	e4	Vasculature_cells	sQTL	no_released_finemapping	unavailable_public_source_not_stratified	0	0	0	NA	NA	NA	False	no_released_candidate_finemapping
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0134_eQTL	GS19B0089	HSPH1	P2	F_e4	Female	e4	Vasculature_cells	eQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	87	0	0	1.2804717898584368e-05	0.0933207840448828	0.571323873499629	False	released_finemapping_no_source_significant_signal
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0134_sQTL	GS19B0089	HSPH1	P2	F_e4	Female	e4	Vasculature_cells	sQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	172	24	1	2.27187081474489e-08	1.8084091685369324e-05	0.961382945077439	True	source_significant
phase19b_sex_apoe_kda_combo_v2_qtl_coverage	QTL19B0135_eQTL	GS19B0144	PTGES3	P2	F_e4	Female	e4	Vasculature_cells	eQTL	bulk_brain_fallback	unavailable_public_source_not_stratified	72	0	0	9.011929055042332e-06	0.035916349143971	0.306114611596631	False	released_finemapping_no_source_significant_signal
