schema_version	modality	path	bytes	md5	sha256	tar_members	data_members	validation_state
phase19b_sex_apoe_kda_combo_v2_qtl_sources	eQTL	data/reference/phase19_genetic_support/tier2/niagads_ng00184/ADSP_FunGen_xQTL.v1.eQTL.single_context_finemapping_all.tar	365291520	cb06f0fded0879612fa534066b255e63	554a9303d54fea6ab34d91eb35afe4ee99264dea7f3ae599bf2eb83841841931	971.0	484.0	validated
phase19b_sex_apoe_kda_combo_v2_qtl_sources	sQTL	data/reference/phase19_genetic_support/tier2/niagads_ng00184/ADSP_FunGen_xQTL.v1.sQTL.single_context_finemapping_all.tar	563374080	c1e0c85799b027849fbe64496d7ef326	a65eb8c458d0d151cec2ea0b6e2c80aef81d36a17688723e190b7a0547d150ba	267.0	132.0	validated
phase19b_sex_apoe_kda_combo_v2_qtl_sources	snuc-eQTL	data/reference/phase19_genetic_support/tier2/niagads_ng00184/ADSP_FunGen_xQTL.v1.snuc-eQTL.single_context_finemapping_all.tar	313733120	f0d3457b1ed556f85cfbc2651a20190f	2f2cdf316e825cf424ce5532679584bba70fa8d11b58f8698ce178b2ddeafcc0	1587.0	792.0	validated
phase19b_sex_apoe_kda_combo_v2_qtl_sources	metadata	data/reference/phase19_genetic_support/tier2/niagads_ng00184/ADSP_FunGen_xQTL.v1.metadata.txt	4177756	618ae1a9167160d5eb647f989c2e6531	b8ccf9520276b532f7a43f943db6ab9a737bc12c3f12bbf833f1a8b54a12029f	NA	NA	validated
