schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	source_rds	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	rds_manifest_sha256	upstream_input_bundle_sha256	formula_version	significance_rule	permutations	seed	output_status	method_branches	comparison_templates	estimable_branch_comparisons	not_estimable_branch_comparisons	result_rows	unique_genes	mtdna_result_rows	mitocarta_result_rows	significant_empirical_fdr_005	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
similarity_status_v1	minerva_production	2	direct	minerva_production_192gb_001	global:similarity	astrocytes;excitatory_set1;excitatory_set2;excitatory_set3;immune;inhibitory;oligodendrocytes;opcs;vasculature	scripts/10_similarity_analysis.R	618801e980e829dbc0a0141d46f08d9bcdd5cf2efd14181bba65abf5c09a92d2	124d43671d16833d59f271ba3c5c8f898e2a234abf52c21bb7cbf8dfb428d310	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	a02c8363a0d064aa973a886cc5d035f1ef549ee624e88186f53aaf0506061845	zhang_yu_similarity_v1	BH_FDR<0.05_and_abs_FC>1.3	10000	20260711	final	2	10	20	0	398090	25304	250	20997	0	3.71368789672852	30817.0693259239	validated_complete		659e2faf2124fe69c581d0479c8df182d3eafec8	2026-07-14 11:25:22 UTC
