schema_version	figure_id	case_id	atlas_display_order	current_symbol	network_order	broad_network	network_label	network_color	tile_status	passing_context	circle_displayed	within_case_rank	aggregate_acat_q	negative_log10_aggregate_acat_q	capped_negative_log10_aggregate_acat_q	extended_reference_member
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	3	LAMTOR5	1	Astrocytes	Astrocytes	#009E73	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	3	LAMTOR5	2	Excitatory_neurons	Excitatory neurons	#E69F00	circle_displayed	TRUE	TRUE	4	0.0025876540730208103	2.5870937821840485	2.5870937821840485	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	3	LAMTOR5	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	circle_displayed	TRUE	TRUE	2	0.004139415668393983	2.383060960787999	2.383060960787999	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	3	LAMTOR5	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	3	LAMTOR5	5	OPCs	OPCs	#56B4E9	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	3	LAMTOR5	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	3	LAMTOR5	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	4	RPLP1	1	Astrocytes	Astrocytes	#009E73	circle_displayed	TRUE	TRUE	2	0.002379975749166637	2.623427468177425	2.623427468177425	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	4	RPLP1	2	Excitatory_neurons	Excitatory neurons	#E69F00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	4	RPLP1	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	circle_displayed	TRUE	TRUE	3	0.0056437065250551	2.248435577813319	2.248435577813319	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	4	RPLP1	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	4	RPLP1	5	OPCs	OPCs	#56B4E9	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	4	RPLP1	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	4	RPLP1	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	5	SELENOW	1	Astrocytes	Astrocytes	#009E73	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	5	SELENOW	2	Excitatory_neurons	Excitatory neurons	#E69F00	circle_displayed	TRUE	TRUE	3	5.751965982889878e-06	5.240183691033884	5.240183691033884	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	5	SELENOW	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	5	SELENOW	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	5	SELENOW	5	OPCs	OPCs	#56B4E9	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	5	SELENOW	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	5	SELENOW	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	6	RPS13	1	Astrocytes	Astrocytes	#009E73	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	6	RPS13	2	Excitatory_neurons	Excitatory neurons	#E69F00	circle_displayed	TRUE	TRUE	2	5.3915709052029135e-06	5.268284678957524	5.268284678957524	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	6	RPS13	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	6	RPS13	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	6	RPS13	5	OPCs	OPCs	#56B4E9	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	6	RPS13	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	6	RPS13	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	7	ATP6V1F	1	Astrocytes	Astrocytes	#009E73	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	7	ATP6V1F	2	Excitatory_neurons	Excitatory neurons	#E69F00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	7	ATP6V1F	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	circle_displayed	TRUE	TRUE	4	0.026291210484152734	1.580189417907116	1.580189417907116	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	7	ATP6V1F	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	7	ATP6V1F	5	OPCs	OPCs	#56B4E9	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	7	ATP6V1F	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	7	ATP6V1F	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	8	APOE	1	Astrocytes	Astrocytes	#009E73	circle_displayed	TRUE	TRUE	4	0.012710318724587031	1.8958435589193308	1.8958435589193308	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	8	APOE	2	Excitatory_neurons	Excitatory neurons	#E69F00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	8	APOE	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	8	APOE	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	8	APOE	5	OPCs	OPCs	#56B4E9	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	8	APOE	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	8	APOE	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	9	RPL38	1	Astrocytes	Astrocytes	#009E73	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	9	RPL38	2	Excitatory_neurons	Excitatory neurons	#E69F00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	9	RPL38	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	circle_displayed	TRUE	TRUE	5	0.04103795315258487	1.38681430863469	1.38681430863469	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	9	RPL38	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	9	RPL38	5	OPCs	OPCs	#56B4E9	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	9	RPL38	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	9	RPL38	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	10	RPL15	1	Astrocytes	Astrocytes	#009E73	circle_displayed	TRUE	TRUE	3	0.0037138697510189543	2.4301733314539793	2.4301733314539793	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	10	RPL15	2	Excitatory_neurons	Excitatory neurons	#E69F00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	10	RPL15	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	10	RPL15	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	10	RPL15	5	OPCs	OPCs	#56B4E9	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	10	RPL15	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	10	RPL15	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	11	DYNLT1	1	Astrocytes	Astrocytes	#009E73	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	11	DYNLT1	2	Excitatory_neurons	Excitatory neurons	#E69F00	circle_displayed	TRUE	TRUE	5	0.0025876540730208103	2.5870937821840485	2.5870937821840485	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	11	DYNLT1	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	11	DYNLT1	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	11	DYNLT1	5	OPCs	OPCs	#56B4E9	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	11	DYNLT1	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	11	DYNLT1	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	12	LAPTM4A	1	Astrocytes	Astrocytes	#009E73	circle_displayed	TRUE	TRUE	5	0.012710318724587031	1.8958435589193308	1.8958435589193308	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	12	LAPTM4A	2	Excitatory_neurons	Excitatory neurons	#E69F00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	12	LAPTM4A	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	12	LAPTM4A	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	12	LAPTM4A	5	OPCs	OPCs	#56B4E9	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	12	LAPTM4A	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	12	LAPTM4A	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	13	ANKRD11	1	Astrocytes	Astrocytes	#009E73	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	13	ANKRD11	2	Excitatory_neurons	Excitatory neurons	#E69F00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	13	ANKRD11	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	13	ANKRD11	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	13	ANKRD11	5	OPCs	OPCs	#56B4E9	circle_displayed	TRUE	TRUE	3	0.0007117827820485487	3.147652521743449	3.147652521743449	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	13	ANKRD11	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	13	ANKRD11	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	14	FTL	1	Astrocytes	Astrocytes	#009E73	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	14	FTL	2	Excitatory_neurons	Excitatory neurons	#E69F00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	14	FTL	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	14	FTL	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	14	FTL	5	OPCs	OPCs	#56B4E9	circle_displayed	TRUE	TRUE	2	0.00021897723579791776	3.6596010307361815	3.6596010307361815	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	14	FTL	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	14	FTL	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	15	NCOA1	1	Astrocytes	Astrocytes	#009E73	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	TRUE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	15	NCOA1	2	Excitatory_neurons	Excitatory neurons	#E69F00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	TRUE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	15	NCOA1	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	TRUE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	15	NCOA1	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	TRUE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	15	NCOA1	5	OPCs	OPCs	#56B4E9	circle_displayed	TRUE	TRUE	4	0.04592314890755612	1.3379683404208702	1.3379683404208702	TRUE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	15	NCOA1	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	TRUE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	15	NCOA1	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	TRUE
