schema_version	figure_id	case_id	atlas_display_order	current_symbol	network_order	broad_network	network_label	network_color	tile_status	passing_context	circle_displayed	within_case_rank	aggregate_acat_q	negative_log10_aggregate_acat_q	capped_negative_log10_aggregate_acat_q	extended_reference_member
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	1	RPL11	1	Astrocytes	Astrocytes	#009E73	circle_displayed	TRUE	TRUE	1	3.440356841520878e-05	4.463396509095327	4.463396509095327	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	1	RPL11	2	Excitatory_neurons	Excitatory neurons	#E69F00	circle_displayed	TRUE	TRUE	1	1.8402234017260841e-09	8.735129450769028	8.735129450769028	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	1	RPL11	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	1	RPL11	4	Microglia	Microglia	#CC79A7	circle_displayed	TRUE	TRUE	1	0.010583090913485178	1.975387473073541	1.975387473073541	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	1	RPL11	5	OPCs	OPCs	#56B4E9	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	1	RPL11	6	Oligodendrocytes	Oligodendrocytes	#F0E442	circle_displayed	TRUE	TRUE	1	0.028037203698568353	1.5522653030748415	1.5522653030748415	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	1	RPL11	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	2	RPS15	1	Astrocytes	Astrocytes	#009E73	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	2	RPS15	2	Excitatory_neurons	Excitatory neurons	#E69F00	passing_not_circle_displayed	TRUE	FALSE	20	0.03674556777659455	1.4347950377022978	1.4347950377022978	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	2	RPS15	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	circle_displayed	TRUE	TRUE	1	0.0013200043168133655	2.879424648517515	2.879424648517515	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	2	RPS15	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	2	RPS15	5	OPCs	OPCs	#56B4E9	circle_displayed	TRUE	TRUE	1	3.967753027356026e-12	11.40145536832092	11.40145536832092	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	2	RPS15	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
phase18_non_mt_evidence_atlas_v2_plot_data_v1	phase18_evidence_atlas_non_mt	non_mt_driver	2	RPS15	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE
