schema_version	figure_id	validation_status	circle_genes	circle_display_contexts	passing_contexts	panel_a_grid_rows	selected_tested_runs	selected_significant_runs	selected_support_runs	figure_width_inches	figure_height_inches	png_dpi	declared_outputs	automated_checks	automated_checks_passed	failed_blocking_checks	visual_review_status	timestamp_utc
phase18_non_mt_evidence_atlas_v2_status_v1	phase18_evidence_atlas_non_mt	validated_complete	15	21	22	105	830	149	135	12.0	8.0	450	12	27	27	0	complete	2026-08-16 00:41:01 UTC
