schema_version	artifact	path	bytes	sha256	records	validation_status
sensitivity_artifacts_v1	sensitivity_results.tsv.gz	results/minerva_production/12_sensitivity/sensitivity_results.tsv.gz	68049608	f153a41ede960b42c47a44f7d5b8ac84a5e82a2f48b9b71c6aa0c85ff7300b78	1779842	validated_complete
sensitivity_artifacts_v1	sensitivity_robustness.tsv	results/minerva_production/12_sensitivity/sensitivity_robustness.tsv	2412	2b2202f9146312a4d54d4d6291c9ef38688ddb4af88139c94d2defd89dd3bcd8	11	validated_complete
sensitivity_artifacts_v1	sensitivity_diagnostics.tsv	results/minerva_production/12_sensitivity/sensitivity_diagnostics.tsv	55643	394b0dc6fe4e8c2b857a6b6d45f8d2bf3c0949f500fb29a346d76f75d7977d5e	304	validated_complete
sensitivity_artifacts_v1	sensitivity_checks.tsv	results/minerva_production/12_sensitivity/sensitivity_checks.tsv	1772	06297836076266f03314e3dd3feecd5ef73c6e89a79fac67c609efc57a39bc3e	14	validated_complete
