schema_version	sensitivity_id	rds_id	cell_type_high_resolution	samples	eligible_contrasts	completed_contrasts	terminal_status	message	repetitions_planned	repetitions_with_any_result	execution_stage	output_status
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh SORCS1 TTN	28	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh VIP ABI3BP	70	1	1	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh VIP CLSTN2	92	5	5	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh VIP THSD7B	14	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh VIP TSHZ2	46	1	1	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	oligodendrocytes	Oli	274	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	opcs	OPC	255	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	vasculature	End	20	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	vasculature	Fib FLRT2	3	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	vasculature	Fib SLC4A4	3	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	vasculature	Per	9	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	vasculature	SMC	2	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	astrocytes	Ast CHI3L1	104	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	astrocytes	Ast DPP10	226	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	astrocytes	Ast GRM3	249	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	excitatory_set1	Exc L2-3 CBLN2 LINC02306	272	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	excitatory_set2	Exc L3-4 RORB CUX2	268	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	excitatory_set2	Exc L3-5 RORB PLCH1	249	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	excitatory_set2	Exc L4-5 RORB GABRG1	262	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	excitatory_set2	Exc L4-5 RORB IL1RAPL2	269	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	excitatory_set3	Exc L5 ET	20	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	excitatory_set3	Exc L5-6 RORB LINC02196	232	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	excitatory_set3	Exc L5/6 IT Car3	211	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	excitatory_set3	Exc L5/6 NP	210	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	excitatory_set3	Exc L6 CT	220	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	excitatory_set3	Exc L6 THEMIS NFIA	261	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	excitatory_set3	Exc L6b	222	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	excitatory_set3	Exc NRGN	208	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	excitatory_set3	Exc RELN CHD7	187	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	immune	CAMs	12	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	immune	Mic MKI67	3	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	immune	Mic P2RY12	258	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	immune	Mic TPT1	57	1	1	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	immune	T cells	14	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh ALCAM TRPM3	157	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh CUX2 MSR1	192	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh ENOX2 SPHKAP	171	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh FBN2 EPB41L4A	93	5	5	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh GPC5 RIT2	58	3	3	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh L1 PAX6 CA4	60	3	3	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh L1-2 PAX6 SCGN	2	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh L1-6 LAMP5 CA13	209	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh L3-5 SST MAFB	211	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh L5-6 PVALB STON2	59	3	3	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh L5-6 SST TH	43	1	1	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh L6 SST NPY	1	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh LAMP5 NRG1 (Rosehip)	237	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh LAMP5 RELN	112	5	5	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh PTPRK FAM19A1	148	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh PVALB CA8 (Chandelier)	201	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh PVALB HTR4	245	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh PVALB SULF1	226	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh RYR3 TSHZ2	217	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh SGCD PDE3A	29	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh SORCS1 TTN	129	5	5	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh VIP ABI3BP	195	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh VIP CLSTN2	209	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh VIP THSD7B	140	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	inhibitory	Inh VIP TSHZ2	172	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	oligodendrocytes	Oli	275	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	opcs	OPC	268	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	vasculature	End	87	3	3	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	vasculature	Fib FLRT2	36	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	vasculature	Fib SLC4A4	7	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	vasculature	Per	58	1	1	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	alternative_age_pmi_encoding	vasculature	SMC	8	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	astrocytes	Ast CHI3L1	NA	NA	NA	validated_complete		104	104	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	astrocytes	Ast DPP10	NA	NA	NA	validated_complete		226	226	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	astrocytes	Ast GRM3	NA	NA	NA	validated_complete		249	249	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	excitatory_set1	Exc L2-3 CBLN2 LINC02306	NA	NA	NA	validated_complete		272	272	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	excitatory_set2	Exc L3-4 RORB CUX2	NA	NA	NA	validated_complete		268	268	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	excitatory_set2	Exc L3-5 RORB PLCH1	NA	NA	NA	validated_complete		249	249	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	excitatory_set2	Exc L4-5 RORB GABRG1	NA	NA	NA	validated_complete		262	262	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	excitatory_set2	Exc L4-5 RORB IL1RAPL2	NA	NA	NA	validated_complete		269	269	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	excitatory_set3	Exc L5-6 RORB LINC02196	NA	NA	NA	validated_complete		232	232	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	excitatory_set3	Exc L5/6 IT Car3	NA	NA	NA	validated_complete		211	211	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	excitatory_set3	Exc L5/6 NP	NA	NA	NA	validated_complete		210	210	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	excitatory_set3	Exc L6 CT	NA	NA	NA	validated_complete		220	220	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	excitatory_set3	Exc L6 THEMIS NFIA	NA	NA	NA	validated_complete		261	261	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	excitatory_set3	Exc L6b	NA	NA	NA	validated_complete		222	222	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	excitatory_set3	Exc NRGN	NA	NA	NA	validated_complete		208	208	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	excitatory_set3	Exc RELN CHD7	NA	NA	NA	validated_complete		187	187	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	immune	Mic P2RY12	NA	NA	NA	validated_complete		258	258	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	immune	Mic TPT1	NA	NA	NA	validated_complete		57	57	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh ALCAM TRPM3	NA	NA	NA	validated_complete		157	157	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh CUX2 MSR1	NA	NA	NA	validated_complete		192	192	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh ENOX2 SPHKAP	NA	NA	NA	validated_complete		171	171	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh FBN2 EPB41L4A	NA	NA	NA	validated_complete		93	93	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh GPC5 RIT2	NA	NA	NA	validated_complete		58	58	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh L1 PAX6 CA4	NA	NA	NA	validated_complete		60	60	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh L1-6 LAMP5 CA13	NA	NA	NA	validated_complete		209	209	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh L3-5 SST MAFB	NA	NA	NA	validated_complete		211	211	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh L5-6 PVALB STON2	NA	NA	NA	validated_complete		59	59	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh L5-6 SST TH	NA	NA	NA	validated_complete		43	43	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh LAMP5 NRG1 (Rosehip)	NA	NA	NA	validated_complete		237	237	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh LAMP5 RELN	NA	NA	NA	validated_complete		112	112	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh PTPRK FAM19A1	NA	NA	NA	validated_complete		148	148	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh PVALB CA8 (Chandelier)	NA	NA	NA	validated_complete		201	201	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh PVALB HTR4	NA	NA	NA	validated_complete		245	245	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh PVALB SULF1	NA	NA	NA	validated_complete		226	226	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh RYR3 TSHZ2	NA	NA	NA	validated_complete		217	217	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh SORCS1 TTN	NA	NA	NA	validated_complete		129	129	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh VIP ABI3BP	NA	NA	NA	validated_complete		195	195	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh VIP CLSTN2	NA	NA	NA	validated_complete		209	209	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh VIP THSD7B	NA	NA	NA	validated_complete		140	140	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	inhibitory	Inh VIP TSHZ2	NA	NA	NA	validated_complete		172	172	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	oligodendrocytes	Oli	NA	NA	NA	validated_complete		275	275	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	opcs	OPC	NA	NA	NA	validated_complete		268	268	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	vasculature	End	NA	NA	NA	validated_complete		87	87	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	leave_one_donor_out	vasculature	Per	NA	NA	NA	validated_complete		58	58	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	astrocytes	Ast CHI3L1	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	astrocytes	Ast DPP10	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	astrocytes	Ast GRM3	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	excitatory_set1	Exc L2-3 CBLN2 LINC02306	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	excitatory_set2	Exc L3-4 RORB CUX2	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	excitatory_set2	Exc L3-5 RORB PLCH1	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	excitatory_set2	Exc L4-5 RORB GABRG1	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	excitatory_set2	Exc L4-5 RORB IL1RAPL2	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	excitatory_set3	Exc L5-6 RORB LINC02196	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	excitatory_set3	Exc L5/6 IT Car3	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	excitatory_set3	Exc L5/6 NP	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	excitatory_set3	Exc L6 CT	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	excitatory_set3	Exc L6 THEMIS NFIA	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	excitatory_set3	Exc L6b	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	excitatory_set3	Exc NRGN	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	excitatory_set3	Exc RELN CHD7	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	immune	Mic P2RY12	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	immune	Mic TPT1	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh ALCAM TRPM3	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh CUX2 MSR1	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh ENOX2 SPHKAP	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh FBN2 EPB41L4A	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh GPC5 RIT2	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh L1 PAX6 CA4	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh L1-6 LAMP5 CA13	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh L3-5 SST MAFB	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh L5-6 PVALB STON2	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh L5-6 SST TH	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh LAMP5 NRG1 (Rosehip)	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh LAMP5 RELN	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh PTPRK FAM19A1	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh PVALB CA8 (Chandelier)	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh PVALB HTR4	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh PVALB SULF1	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh RYR3 TSHZ2	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh SORCS1 TTN	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh VIP ABI3BP	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh VIP CLSTN2	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh VIP THSD7B	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	inhibitory	Inh VIP TSHZ2	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	oligodendrocytes	Oli	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	opcs	OPC	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	vasculature	End	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
sensitivity_replicate_diagnostics_v1	donor_bootstrap	vasculature	Per	NA	NA	NA	validated_complete		1000	1000	minerva_production	partial_with_blocked_sensitivities
