schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	source_rds	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	rds_manifest_sha256	upstream_input_bundle_sha256	bootstrap_repetitions	output_status	prespecified_sensitivities	completed_sensitivities	not_estimable_sensitivities	blocked_sensitivities	result_rows	effect_nonapplicable_rows	conclusion_changes	direction_discordant_rows	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
sensitivity_status_v1	minerva_production	2	direct	minerva_production_192gb_001	global:sensitivity	astrocytes;excitatory_set1;excitatory_set2;excitatory_set3;immune;inhibitory;oligodendrocytes;opcs;vasculature	scripts/12_sensitivity_analysis.R	de338bcb3d73fb3c253209317e4bc892075a72d09e9caca8772116c94aea1d73	124d43671d16833d59f271ba3c5c8f898e2a234abf52c21bb7cbf8dfb428d310	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	2b1867cc4e8bdf2fda1756ed0d38d5ad0c2fdb9fbc1292ce5ea5e629c74abefc	1000	partial_with_blocked_sensitivities	11	7	0	4	1779842	10761	639056	129810	8.21279907226563	717.76855969429	validated_complete		87c874f3db0885e4807354147894c889b09d368f	2026-07-14 15:39:11 UTC
