schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	contrast_family	contrast_name	eligibility_status	terminal_status	message
mito_fraction_contrast_status_v1	immune	239	immune::CAMs::AD_vs_NCI__Female__e2	CAMs	AD_vs_NCI	AD_vs_NCI__Female__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2
mito_fraction_contrast_status_v1	immune	240	immune::CAMs::AD_vs_NCI__Female__e33	CAMs	AD_vs_NCI	AD_vs_NCI__Female__e33	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e33,NCI__Female__e33
mito_fraction_contrast_status_v1	immune	241	immune::CAMs::AD_vs_NCI__Female__e4	CAMs	AD_vs_NCI	AD_vs_NCI__Female__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e4,NCI__Female__e4
mito_fraction_contrast_status_v1	immune	242	immune::CAMs::AD_vs_NCI__Male__e2	CAMs	AD_vs_NCI	AD_vs_NCI__Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	immune	243	immune::CAMs::AD_vs_NCI__Male__e33	CAMs	AD_vs_NCI	AD_vs_NCI__Male__e33	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e33
mito_fraction_contrast_status_v1	immune	244	immune::CAMs::AD_vs_NCI__Male__e4	CAMs	AD_vs_NCI	AD_vs_NCI__Male__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e4,NCI__Male__e4
mito_fraction_contrast_status_v1	immune	245	immune::CAMs::AD_effect_Female_minus_Male__e2	CAMs	sex_interaction	AD_effect_Female_minus_Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2,AD__Male__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	immune	246	immune::CAMs::AD_effect_Female_minus_Male__e33	CAMs	sex_interaction	AD_effect_Female_minus_Male__e33	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e33,NCI__Female__e33,AD__Male__e33
mito_fraction_contrast_status_v1	immune	247	immune::CAMs::AD_effect_Female_minus_Male__e4	CAMs	sex_interaction	AD_effect_Female_minus_Male__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e4,NCI__Female__e4,AD__Male__e4,NCI__Male__e4
mito_fraction_contrast_status_v1	immune	248	immune::CAMs::AD_effect_e2_minus_e33__Female	CAMs	apoe_interaction	AD_effect_e2_minus_e33__Female	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2,AD__Female__e33,NCI__Female__e33
mito_fraction_contrast_status_v1	immune	249	immune::CAMs::AD_effect_e4_minus_e33__Female	CAMs	apoe_interaction	AD_effect_e4_minus_e33__Female	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e4,NCI__Female__e4,AD__Female__e33,NCI__Female__e33
mito_fraction_contrast_status_v1	immune	250	immune::CAMs::AD_effect_e2_minus_e33__Male	CAMs	apoe_interaction	AD_effect_e2_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2,AD__Male__e33
mito_fraction_contrast_status_v1	immune	251	immune::CAMs::AD_effect_e4_minus_e33__Male	CAMs	apoe_interaction	AD_effect_e4_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e4,NCI__Male__e4,AD__Male__e33
mito_fraction_contrast_status_v1	immune	252	immune::CAMs::AD_effect_heterogeneity_across_sex_APOE	CAMs	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Female__e2,AD__Female__e2,NCI__Male__e2,AD__Male__e2,NCI__Female__e33,AD__Female__e33,AD__Male__e33,NCI__Female__e4,AD__Female__e4,NCI__Male__e4,AD__Male__e4
