schema_version	rds_id	check	passed	observed	expected
mito_pathway_checks_v1	immune	pathway_result_keys_unique	TRUE	0	0
mito_pathway_checks_v1	immune	both_de_branches_present	TRUE	mast;pseudobulk	mast;pseudobulk
mito_pathway_checks_v1	immune	all_named_frozen_pathways_represented	TRUE	149;149	149
mito_pathway_checks_v1	immune	blank_pathway_rows_explicitly_excluded	TRUE	5	5
mito_pathway_checks_v1	immune	backgrounds_nonempty_and_constant	TRUE	4328	>0
mito_pathway_checks_v1	immune	external_gene_set_checksum_present	TRUE	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2
mito_pathway_checks_v1	immune	rank_p_values_in_range	TRUE	0	0
mito_pathway_checks_v1	immune	rank_fdr_in_range	TRUE	0	0
mito_pathway_checks_v1	immune	ora_p_values_in_range	TRUE	0	0
mito_pathway_checks_v1	immune	mitonuclear_rows_match_primary_samples	TRUE	344	344
mito_pathway_checks_v1	immune	mitonuclear_numerator_denominator_present	TRUE	0	0
mito_pathway_checks_v1	immune	execution_stage_recorded	TRUE	minerva_production	minerva_production
