schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	source_rds	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	rds_manifest_sha256	pseudobulk_de_sha256	mast_de_sha256	pseudobulk_bundle_sha256	tested_universe_sha256	pathway_table_sha256	gene_set_source_sha256	pathway_source_rows	pathway_definitions	excluded_blank_pathway_rows	de_branches	branch_contrasts	pathway_result_rows	eligible_pathway_tests	significant_rank_fdr_005	significant_ora_fdr_005	mitonuclear_rows	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
mito_pathway_status_v1	minerva_production	2	direct	minerva_production_192gb_001	pathways:immune	data/processed/Immune_cells.rds	scripts/09_run_mito_pathways.R	dc369b37dcd0ed5d503ad569b677db40922741945b9db117b535a57d7e4535dc	8b7847757b19b1a0585a125f77d4850e23e2c18cc37cee2195893628f246e3d5	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	b43936bd1baa30b46ce0675f1795d915aae00504948c13c15da86497ebc82645	1957732d590df314d23fbe9b9d58cfa44e6d21a6bd5248eb8ff7b9da34e7139e	28185fe58580d85e9f4b12e5466c63bd9b62e173bf5ba8a2d0883c187402869d	8a0ef566b8abd253e8cbff57e71f00508ebbd3720934d9542817d8b7deb98a2b	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	154	149	5	2	21	3129	1871	39	0	344	1.36655044555664	154.401747465134	validated_complete		a2a5000293687493d6bddf0f11759ba0b1c50473	2026-07-14 02:13:59 UTC
