schema_version	execution_stage	rds_id	source_rds	method_branch	cell_type_high_resolution	contrast_id	contrast_family	contrast_name	ranking_method	pathway	hierarchy	gene_set_source	gene_set_source_sha256	pathway_table_sha256	background_sha256	background_genes	pathway_genes_frozen	pathway_genes_tested	rank_mean_pathway	rank_mean_complement	rank_mean_difference	direction	rank_p_value	rank_fdr_bh_within_branch_contrast	significant_background_genes	significant_pathway_genes	ora_odds_ratio	ora_p_value	ora_fdr_bh_within_branch_contrast	terminal_status	message
mito_pathway_results_v1	minerva_production	immune	data/processed/Immune_cells.rds	pseudobulk	Mic P2RY12	immune::Mic.P2RY12::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	Mitochondrial central dogma	Mitochondrial central dogma	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	1ac86de829df2f92158d92e9ba27ee86bdaf5be37b9cf7d65dbd613bc04d7bff	15647	231	209	-0.293259022255494	-0.0565678526344478	-0.236691169621046	down_in_AD_or_negative_effect	0.00090086219991042	0.0243232793975813	0	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	immune	data/processed/Immune_cells.rds	pseudobulk	Mic P2RY12	immune::Mic.P2RY12::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	mtDNA maintenance	Mitochondrial central dogma > mtDNA maintenance	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	1ac86de829df2f92158d92e9ba27ee86bdaf5be37b9cf7d65dbd613bc04d7bff	15647	31	28	-0.325359426577477	-0.0592531903884905	-0.266106236188986	down_in_AD_or_negative_effect	0.187014502262056	0.420782630089626	0	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	immune	data/processed/Immune_cells.rds	pseudobulk	Mic P2RY12	immune::Mic.P2RY12::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	mtDNA replication	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	1ac86de829df2f92158d92e9ba27ee86bdaf5be37b9cf7d65dbd613bc04d7bff	15647	14	12	-0.371760773480076	-0.0594898954486883	-0.312270878031388	down_in_AD_or_negative_effect	0.328228833510998	0.529085283868475	0	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	immune	data/processed/Immune_cells.rds	pseudobulk	Mic P2RY12	immune::Mic.P2RY12::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	mtDNA nucleoid	Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	1ac86de829df2f92158d92e9ba27ee86bdaf5be37b9cf7d65dbd613bc04d7bff	15647	11	10	-0.373991630759469	-0.0595284087941682	-0.3144632219653	down_in_AD_or_negative_effect	0.295235997243583	0.523438052590527	0	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	immune	data/processed/Immune_cells.rds	pseudobulk	Mic P2RY12	immune::Mic.P2RY12::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	mtDNA repair	Mitochondrial central dogma > mtDNA maintenance > mtDNA repair	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	1ac86de829df2f92158d92e9ba27ee86bdaf5be37b9cf7d65dbd613bc04d7bff	15647	9	9	-0.110280677103872	-0.0597002889453938	-0.0505803881584785	down_in_AD_or_negative_effect	0.889833136425258	0.942176262097332	0	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	immune	data/processed/Immune_cells.rds	pseudobulk	Mic P2RY12	immune::Mic.P2RY12::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	mtDNA modifications	Mitochondrial central dogma > mtDNA maintenance > mtDNA modifications	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	1ac86de829df2f92158d92e9ba27ee86bdaf5be37b9cf7d65dbd613bc04d7bff	15647	1	1	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	immune	data/processed/Immune_cells.rds	pseudobulk	Mic P2RY12	immune::Mic.P2RY12::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	mtDNA stability and decay	Mitochondrial central dogma > mtDNA maintenance > mtDNA stability and decay	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	1ac86de829df2f92158d92e9ba27ee86bdaf5be37b9cf7d65dbd613bc04d7bff	15647	3	3	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	immune	data/processed/Immune_cells.rds	pseudobulk	Mic P2RY12	immune::Mic.P2RY12::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	mtRNA metabolism	Mitochondrial central dogma > mtRNA metabolism	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	1ac86de829df2f92158d92e9ba27ee86bdaf5be37b9cf7d65dbd613bc04d7bff	15647	76	68	-0.359473275934657	-0.0584210451157614	-0.301052230818896	down_in_AD_or_negative_effect	0.0137748770182402	0.114619287573898	0	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	immune	data/processed/Immune_cells.rds	pseudobulk	Mic P2RY12	immune::Mic.P2RY12::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	Transcription	Mitochondrial central dogma > mtRNA metabolism > Transcription	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	1ac86de829df2f92158d92e9ba27ee86bdaf5be37b9cf7d65dbd613bc04d7bff	15647	8	6	-0.340352014234331	-0.0596217334273126	-0.280730280807019	down_in_AD_or_negative_effect	0.728735916581016	0.837271053093082	0	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	immune	data/processed/Immune_cells.rds	pseudobulk	Mic P2RY12	immune::Mic.P2RY12::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	mtRNA granules	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	1ac86de829df2f92158d92e9ba27ee86bdaf5be37b9cf7d65dbd613bc04d7bff	15647	28	25	-0.521175087939126	-0.0589909273731612	-0.462184160565965	down_in_AD_or_negative_effect	0.0142892585700211	0.114619287573898	0	0	0	1	1	validated_complete	
