schema_version	execution_stage	rds_id	source_rds	method_branch	cell_type_high_resolution	contrast_id	contrast_family	contrast_name	ranking_method	pathway	hierarchy	gene_set_source	gene_set_source_sha256	pathway_table_sha256	background_sha256	background_genes	pathway_genes_frozen	pathway_genes_tested	rank_mean_pathway	rank_mean_complement	rank_mean_difference	direction	rank_p_value	rank_fdr_bh_within_branch_contrast	significant_background_genes	significant_pathway_genes	ora_odds_ratio	ora_p_value	ora_fdr_bh_within_branch_contrast	terminal_status	message
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	Polycistronic mtRNA processing	Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	13	2	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	mt-tRNA modifications	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	22	5	-0.134325147799353	-0.0107625241989843	-0.123562623600368	down_in_AD_or_negative_effect	0.748377561356113	0.870839344123477	0	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	mt-rRNA modifications	Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	18	3	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	mt-mRNA modifications	Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	4	2	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	mtRNA stability and decay	Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	17	5	-0.319420955947282	-0.0106064569071226	-0.308814499040159	down_in_AD_or_negative_effect	0.363588442944223	0.750634204788074	0	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	Translation	Mitochondrial central dogma > Translation	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	155	37	-0.216921500825237	-0.0095739740095693	-0.207347526815668	down_in_AD_or_negative_effect	0.188741674286665	0.525194224102025	0	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	Mitochondrial ribosome	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	83	23	-0.173576043139164	-0.0102336172609561	-0.163342425878208	down_in_AD_or_negative_effect	0.381223449792594	0.76093229398309	0	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	Mitochondrial ribosome assembly	Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	24	3	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	Translation factors	Mitochondrial central dogma > Translation > Translation factors	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	16	5	-0.0745430917589942	-0.0108129306543303	-0.0637301611046639	down_in_AD_or_negative_effect	0.793500704245116	0.890948159152411	0	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	mt-tRNA synthetases	Mitochondrial central dogma > Translation > mt-tRNA synthetases	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	22	5	-0.669049636668814	-0.010311660380376	-0.658737976288438	down_in_AD_or_negative_effect	0.146884940766827	0.447649343289378	0	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	fMet processing	Mitochondrial central dogma > Translation > fMet processing	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	3	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	Protein import, sorting and homeostasis	Protein import, sorting and homeostasis	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	86	24	-0.154518481277775	-0.0102833616457971	-0.144235119631978	down_in_AD_or_negative_effect	0.362548004297023	0.750634204788074	0	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	Protein import and sorting	Protein import, sorting and homeostasis > Protein import and sorting	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	48	13	-0.260310292972025	-0.0103190409372403	-0.249991252034785	down_in_AD_or_negative_effect	0.25304270025863	0.613158399287759	0	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	TOM	Protein import, sorting and homeostasis > Protein import and sorting > TOM	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	9	3	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	SAM	Protein import, sorting and homeostasis > Protein import and sorting > SAM	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	3	2	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	MIA40	Protein import, sorting and homeostasis > Protein import and sorting > MIA40	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	3	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	TIM22 carrier pathway	Protein import, sorting and homeostasis > Protein import and sorting > TIM22 carrier pathway	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	3	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	TIM23 presequence pathway	Protein import, sorting and homeostasis > Protein import and sorting > TIM23 presequence pathway	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	6	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	Import motor	Protein import, sorting and homeostasis > Protein import and sorting > Import motor	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	6	1	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	OXA	Protein import, sorting and homeostasis > Protein import and sorting > OXA	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	1	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	Preprotein cleavage	Protein import, sorting and homeostasis > Protein import and sorting > Preprotein cleavage	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	8	4	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	Protein homeostasis	Protein import, sorting and homeostasis > Protein homeostasis	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	51	16	-0.130636310429014	-0.0105428642122165	-0.120093446216798	down_in_AD_or_negative_effect	0.536227613728294	0.817108744728829	0	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	Proteases	Protein import, sorting and homeostasis > Protein homeostasis > Proteases	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	28	11	-0.196244732530004	-0.0105224007733193	-0.185722331756685	down_in_AD_or_negative_effect	0.475582683739431	0.76093229398309	0	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	Chaperones	Protein import, sorting and homeostasis > Protein homeostasis > Chaperones	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	16	4	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	vasculature	data/processed/Vasculature_cells.rds	pseudobulk	End	vasculature::End::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	signed_sqrt_edgeR_QLF	OXPHOS	OXPHOS	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e11836e0b63eca447c56db62d0a81c845a14187511a5b1b3103fb54c3e6883f5	5935	169	80	-0.477879624181951	-0.00448557204174509	-0.473394052140205	down_in_AD_or_negative_effect	2.42185457778353e-06	7.74993464890731e-05	0	0	0	1	1	validated_complete	
