schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	source_rds	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	rds_manifest_sha256	pseudobulk_de_sha256	mast_de_sha256	pseudobulk_bundle_sha256	tested_universe_sha256	pathway_table_sha256	gene_set_source_sha256	pathway_source_rows	pathway_definitions	excluded_blank_pathway_rows	de_branches	branch_contrasts	pathway_result_rows	eligible_pathway_tests	significant_rank_fdr_005	significant_ora_fdr_005	mitonuclear_rows	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
mito_pathway_status_v1	minerva_production	2	direct	minerva_production_192gb_001	pathways:excitatory_set1	data/processed/Excitatory_neurons_set1.rds	scripts/09_run_mito_pathways.R	dc369b37dcd0ed5d503ad569b677db40922741945b9db117b535a57d7e4535dc	8b7847757b19b1a0585a125f77d4850e23e2c18cc37cee2195893628f246e3d5	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	b70d0937aeefa5e9bd4bf2e63948f1e7968f22406fe57d30bd90ae7e34af0418	8c0fef711ed1d815917c594e31ea95b74852fbffbcc88b9a055fda572ba575b2	f5f82c3c80b0bf60bc1dab5cfad621f31ff23b89a95abe46e9033e28295130cf	8a0ef566b8abd253e8cbff57e71f00508ebbd3720934d9542817d8b7deb98a2b	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	154	149	5	2	19	2831	2032	94	20	272	1.40931701660156	187.564356803894	validated_complete		a2a5000293687493d6bddf0f11759ba0b1c50473	2026-07-14 01:46:11 UTC
