schema_version	rds_id	source_rds	cell_type_high_resolution	manifest_row	contrast_id	contrast_family	contrast_name	contrast_kind	model_method	numerator_field	denominator_field	effect_type	effect_size	odds_ratio	standard_error	ci95_low	ci95_high	statistic	statistic_type	numerator_df	denominator_df	p_value	fdr_bh_mito_fraction_family	required_group_mt_counts	required_group_total_counts	positive_groups_mt_counts	positive_groups_total_counts	negative_groups_mt_counts	negative_groups_total_counts	model_donors	model_nuclei	dispersion	covariates
mito_fraction_results_v1	immune	data/processed/Immune_cells.rds	Mic P2RY12	267	immune::Mic.P2RY12::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	0.065476821190142	1.06766798975336	0.265122535294083	-0.456744048696046	0.58769769107633	0.246968146700592	t	1	244	0.805140541834724	0.926450298209168	AD__Female__e2=24884;NCI__Female__e2=51210	AD__Female__e2=2633122;NCI__Female__e2=5861680	24884	2633122	51210	5861680	258	48461	1164.94432358434	age_death_scaled;pmi_scaled
mito_fraction_results_v1	immune	data/processed/Immune_cells.rds	Mic P2RY12	268	immune::Mic.P2RY12::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	0.234344863732924	1.26408035251634	0.110122731031557	0.0174323770981975	0.451257350367651	2.12803352711775	t	1	244	0.0343369974698706	0.257527481024029	AD__Female__e33=185230;NCI__Female__e33=210726	AD__Female__e33=19461435;NCI__Female__e33=27490779	185230	19461435	210726	27490779	258	48461	1164.94432358434	age_death_scaled;pmi_scaled
mito_fraction_results_v1	immune	data/processed/Immune_cells.rds	Mic P2RY12	269	immune::Mic.P2RY12::AD_vs_NCI__Female__e4	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	0.215562233985315	1.24055918546291	0.16489256221089	-0.109232250874364	0.540356718844994	1.30728900743031	t	1	244	0.19234512697204	0.373275077802625	AD__Female__e4=143164;NCI__Female__e4=65640	AD__Female__e4=16145875;NCI__Female__e4=8868979	143164	16145875	65640	8868979	258	48461	1164.94432358434	age_death_scaled;pmi_scaled
mito_fraction_results_v1	immune	data/processed/Immune_cells.rds	Mic P2RY12	270	immune::Mic.P2RY12::AD_vs_NCI__Male__e2	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	-0.507684470965504	0.601887654834328	0.524281357193879	-1.54037928174499	0.525010339813977	-0.968343550651492	t	1	244	0.333831673168053	0.50074750975208	AD__Male__e2=18259;NCI__Male__e2=5653	AD__Male__e2=2890874;NCI__Male__e2=496249	18259	2890874	5653	496249	258	48461	1164.94432358434	age_death_scaled;pmi_scaled
mito_fraction_results_v1	immune	data/processed/Immune_cells.rds	Mic P2RY12	271	immune::Mic.P2RY12::AD_vs_NCI__Male__e33	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	0.250526910979747	1.28470216205469	0.13880819106832	-0.022888301373362	0.523942123332857	1.80484241637037	t	1	244	0.0723321724072902	0.271245646527338	AD__Male__e33=92740;NCI__Male__e33=208087	AD__Male__e33=10718020;NCI__Male__e33=28811476	92740	10718020	208087	28811476	258	48461	1164.94432358434	age_death_scaled;pmi_scaled
mito_fraction_results_v1	immune	data/processed/Immune_cells.rds	Mic P2RY12	272	immune::Mic.P2RY12::AD_vs_NCI__Male__e4	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	-0.253631076516999	0.775978025761901	0.193607151292066	-0.634985663564003	0.127723510530004	-1.31002948405756	t	1	244	0.191417832792981	0.373275077802625	AD__Male__e4=121955;NCI__Male__e4=42814	AD__Male__e4=12367050;NCI__Male__e4=3240529	121955	12367050	42814	3240529	258	48461	1164.94432358434	age_death_scaled;pmi_scaled
mito_fraction_results_v1	immune	data/processed/Immune_cells.rds	Mic P2RY12	273	immune::Mic.P2RY12::AD_effect_Female_minus_Male__e2	sex_interaction	AD_effect_Female_minus_Male__e2	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	0.573161292155646	1.77386590533618	0.5874576318085	-0.583973974237387	1.73029655854868	0.975664049833105	t	1	244	0.330197263491958	0.50074750975208	AD__Female__e2=24884;NCI__Female__e2=51210;AD__Male__e2=18259;NCI__Male__e2=5653	AD__Female__e2=2633122;NCI__Female__e2=5861680;AD__Male__e2=2890874;NCI__Male__e2=496249	30537	3129371	69469	8752554	258	48461	1164.94432358434	age_death_scaled;pmi_scaled
mito_fraction_results_v1	immune	data/processed/Immune_cells.rds	Mic P2RY12	274	immune::Mic.P2RY12::AD_effect_Female_minus_Male__e33	sex_interaction	AD_effect_Female_minus_Male__e33	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	-0.016182047246823	0.983948178692736	0.175116627524767	-0.361115221094457	0.328751126600811	-0.0924072572408031	t	1	244	0.926450298209168	0.926450298209168	AD__Female__e33=185230;NCI__Female__e33=210726;AD__Male__e33=92740;NCI__Male__e33=208087	AD__Female__e33=19461435;NCI__Female__e33=27490779;AD__Male__e33=10718020;NCI__Male__e33=28811476	393317	48272911	303466	38208799	258	48461	1164.94432358434	age_death_scaled;pmi_scaled
mito_fraction_results_v1	immune	data/processed/Immune_cells.rds	Mic P2RY12	275	immune::Mic.P2RY12::AD_effect_Female_minus_Male__e4	sex_interaction	AD_effect_Female_minus_Male__e4	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	0.469193310502314	1.59870401516184	0.252882800032396	-0.0289185367825152	0.967305157787144	1.85537850119584	t	1	244	0.064748181639965	0.271245646527338	AD__Female__e4=143164;NCI__Female__e4=65640;AD__Male__e4=121955;NCI__Male__e4=42814	AD__Female__e4=16145875;NCI__Female__e4=8868979;AD__Male__e4=12367050;NCI__Male__e4=3240529	185978	19386404	187595	21236029	258	48461	1164.94432358434	age_death_scaled;pmi_scaled
mito_fraction_results_v1	immune	data/processed/Immune_cells.rds	Mic P2RY12	276	immune::Mic.P2RY12::AD_effect_e2_minus_e33__Female	apoe_interaction	AD_effect_e2_minus_e33__Female	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	-0.168868042542782	0.844620349986466	0.286908960131479	-0.734002374001276	0.396266288915712	-0.588577095903164	t	1	244	0.556689441322657	0.695861801653322	AD__Female__e2=24884;NCI__Female__e2=51210;AD__Female__e33=185230;NCI__Female__e33=210726	AD__Female__e2=2633122;NCI__Female__e2=5861680;AD__Female__e33=19461435;NCI__Female__e33=27490779	235610	30123901	236440	25323115	258	48461	1164.94432358434	age_death_scaled;pmi_scaled
mito_fraction_results_v1	immune	data/processed/Immune_cells.rds	Mic P2RY12	277	immune::Mic.P2RY12::AD_effect_e4_minus_e33__Female	apoe_interaction	AD_effect_e4_minus_e33__Female	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	-0.0187826297476095	0.981392664630374	0.195876508161432	-0.4046072461608	0.367041986665581	-0.0958901602030282	t	1	244	0.923686517360613	0.926450298209168	AD__Female__e4=143164;NCI__Female__e4=65640;AD__Female__e33=185230;NCI__Female__e33=210726	AD__Female__e4=16145875;NCI__Female__e4=8868979;AD__Female__e33=19461435;NCI__Female__e33=27490779	353890	43636654	250870	28330414	258	48461	1164.94432358434	age_death_scaled;pmi_scaled
mito_fraction_results_v1	immune	data/processed/Immune_cells.rds	Mic P2RY12	278	immune::Mic.P2RY12::AD_effect_e2_minus_e33__Male	apoe_interaction	AD_effect_e2_minus_e33__Male	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	-0.758211381945252	0.468503652139649	0.53975844387597	-1.82139193646379	0.304969172573289	-1.40472352132296	t	1	244	0.161375253855476	0.373275077802625	AD__Male__e2=18259;NCI__Male__e2=5653;AD__Male__e33=92740;NCI__Male__e33=208087	AD__Male__e2=2890874;NCI__Male__e2=496249;AD__Male__e33=10718020;NCI__Male__e33=28811476	226346	31702350	98393	11214269	258	48461	1164.94432358434	age_death_scaled;pmi_scaled
mito_fraction_results_v1	immune	data/processed/Immune_cells.rds	Mic P2RY12	279	immune::Mic.P2RY12::AD_effect_e4_minus_e33__Male	apoe_interaction	AD_effect_e4_minus_e33__Male	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	-0.504157987496747	0.604013948665609	0.236143317211768	-0.969297506456726	-0.0390184685367677	-2.13496614449872	t	1	244	0.0337603658154805	0.257527481024029	AD__Male__e4=121955;NCI__Male__e4=42814;AD__Male__e33=92740;NCI__Male__e33=208087	AD__Male__e4=12367050;NCI__Male__e4=3240529;AD__Male__e33=10718020;NCI__Male__e33=28811476	330042	41178526	135554	13958549	258	48461	1164.94432358434	age_death_scaled;pmi_scaled
mito_fraction_results_v1	immune	data/processed/Immune_cells.rds	Mic P2RY12	280	immune::Mic.P2RY12::AD_effect_heterogeneity_across_sex_APOE	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	multi_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	maximum_absolute_log_odds_heterogeneity	0.742029334698429	NA	NA	NA	NA	1.47347752937869	F	5	244	0.199080041494733	0.373275077802625	NCI__Female__e2=51210;AD__Female__e2=24884;NCI__Male__e2=5653;AD__Male__e2=18259;NCI__Female__e33=210726;AD__Female__e33=185230;NCI__Male__e33=208087;AD__Male__e33=92740;NCI__Female__e4=65640;AD__Female__e4=143164;NCI__Male__e4=42814;AD__Male__e4=121955	NCI__Female__e2=5861680;AD__Female__e2=2633122;NCI__Male__e2=496249;AD__Male__e2=2890874;NCI__Female__e33=27490779;AD__Female__e33=19461435;NCI__Male__e33=28811476;AD__Male__e33=10718020;NCI__Female__e4=8868979;AD__Female__e4=16145875;NCI__Male__e4=3240529;AD__Male__e4=12367050	0	0	0	0	258	48461	1164.94432358434	age_death_scaled;pmi_scaled
mito_fraction_results_v1	immune	data/processed/Immune_cells.rds	Mic TPT1	282	immune::Mic.TPT1::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	0.139361253370373	1.14953929994938	0.20053383137729	-0.264292413243425	0.54301491998417	0.694951332716397	t	1	46	0.490581458038629	0.668974715507221	AD__Female__e33=8891;NCI__Female__e33=15045	AD__Female__e33=1248401;NCI__Female__e33=2319927	8891	1248401	15045	2319927	57	2218	212.596550015685	age_death_scaled;pmi_scaled
