schema_version	execution_stage	rds_id	source_rds	method_branch	cell_type_high_resolution	contrast_id	contrast_family	contrast_name	ranking_method	pathway	hierarchy	gene_set_source	gene_set_source_sha256	pathway_table_sha256	background_sha256	background_genes	pathway_genes_frozen	pathway_genes_tested	rank_mean_pathway	rank_mean_complement	rank_mean_difference	direction	rank_p_value	rank_fdr_bh_within_branch_contrast	significant_background_genes	significant_pathway_genes	ora_odds_ratio	ora_p_value	ora_fdr_bh_within_branch_contrast	terminal_status	message
mito_pathway_results_v1	minerva_production	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	pseudobulk	Exc L2-3 CBLN2 LINC02306	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	Polycistronic mtRNA processing	Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	032142b40c2964bc1c3dd706c4d890fb638013c203ecab2fcde35ea2d787970c	23782	13	11	-0.201738626906107	-0.0681405326791997	-0.133598094226907	down_in_AD_or_negative_effect	0.621671782449094	0.948493217474173	45	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	pseudobulk	Exc L2-3 CBLN2 LINC02306	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	mt-tRNA modifications	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	032142b40c2964bc1c3dd706c4d890fb638013c203ecab2fcde35ea2d787970c	23782	22	22	-0.272908400914675	-0.0680127837707533	-0.204895617143922	down_in_AD_or_negative_effect	0.300607917368675	0.841702168632291	45	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	pseudobulk	Exc L2-3 CBLN2 LINC02306	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	mt-rRNA modifications	Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	032142b40c2964bc1c3dd706c4d890fb638013c203ecab2fcde35ea2d787970c	23782	18	16	-0.133431777755818	-0.0681584119653761	-0.0652733657904419	down_in_AD_or_negative_effect	0.785273609736292	0.948493217474173	45	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	pseudobulk	Exc L2-3 CBLN2 LINC02306	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	mt-mRNA modifications	Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	032142b40c2964bc1c3dd706c4d890fb638013c203ecab2fcde35ea2d787970c	23782	4	3	NA	NA	NA	NA	NA	NA	45	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	pseudobulk	Exc L2-3 CBLN2 LINC02306	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	mtRNA stability and decay	Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	032142b40c2964bc1c3dd706c4d890fb638013c203ecab2fcde35ea2d787970c	23782	17	16	-0.0976000636186743	-0.0681825349741363	-0.0294175286445379	down_in_AD_or_negative_effect	0.888367575211099	0.962914594669072	45	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	pseudobulk	Exc L2-3 CBLN2 LINC02306	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	Translation	Mitochondrial central dogma > Translation	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	032142b40c2964bc1c3dd706c4d890fb638013c203ecab2fcde35ea2d787970c	23782	155	144	-0.066360576400971	-0.0682135461634437	0.00185296976247272	up_in_AD_or_positive_effect	0.992874668047109	0.992874668047109	45	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	pseudobulk	Exc L2-3 CBLN2 LINC02306	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	Mitochondrial ribosome	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	032142b40c2964bc1c3dd706c4d890fb638013c203ecab2fcde35ea2d787970c	23782	83	79	0.0759310700334541	-0.0686827102791151	0.144613780312569	up_in_AD_or_positive_effect	0.144077216958807	0.732545172064331	45	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	pseudobulk	Exc L2-3 CBLN2 LINC02306	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	Mitochondrial ribosome assembly	Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	032142b40c2964bc1c3dd706c4d890fb638013c203ecab2fcde35ea2d787970c	23782	24	22	-0.292852727540897	-0.067994316801655	-0.224858410739242	down_in_AD_or_negative_effect	0.285225734775971	0.84066532355023	45	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	pseudobulk	Exc L2-3 CBLN2 LINC02306	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	Translation factors	Mitochondrial central dogma > Translation > Translation factors	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	032142b40c2964bc1c3dd706c4d890fb638013c203ecab2fcde35ea2d787970c	23782	16	16	-0.501097900589338	-0.0679108878567615	-0.433187012732576	down_in_AD_or_negative_effect	0.0256807980663774	0.239687448619522	45	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	pseudobulk	Exc L2-3 CBLN2 LINC02306	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	mt-tRNA synthetases	Mitochondrial central dogma > Translation > mt-tRNA synthetases	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	032142b40c2964bc1c3dd706c4d890fb638013c203ecab2fcde35ea2d787970c	23782	22	19	-0.1365943200087	-0.0681476427695601	-0.0684466772391401	down_in_AD_or_negative_effect	0.727186717917254	0.948493217474173	45	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	pseudobulk	Exc L2-3 CBLN2 LINC02306	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	fMet processing	Mitochondrial central dogma > Translation > fMet processing	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	032142b40c2964bc1c3dd706c4d890fb638013c203ecab2fcde35ea2d787970c	23782	3	2	NA	NA	NA	NA	NA	NA	45	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	pseudobulk	Exc L2-3 CBLN2 LINC02306	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	Protein import, sorting and homeostasis	Protein import, sorting and homeostasis	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	032142b40c2964bc1c3dd706c4d890fb638013c203ecab2fcde35ea2d787970c	23782	86	80	-0.0209071507123103	-0.0683619591239658	0.0474548084116555	up_in_AD_or_positive_effect	0.613953080064091	0.948493217474173	45	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	pseudobulk	Exc L2-3 CBLN2 LINC02306	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	Protein import and sorting	Protein import, sorting and homeostasis > Protein import and sorting	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	032142b40c2964bc1c3dd706c4d890fb638013c203ecab2fcde35ea2d787970c	23782	48	45	-0.103893400234568	-0.0681346642036764	-0.0357587360308921	down_in_AD_or_negative_effect	0.794626818201982	0.948493217474173	45	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	pseudobulk	Exc L2-3 CBLN2 LINC02306	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	TOM	Protein import, sorting and homeostasis > Protein import and sorting > TOM	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	032142b40c2964bc1c3dd706c4d890fb638013c203ecab2fcde35ea2d787970c	23782	9	7	0.0766494851053848	-0.0682449747048984	0.144894459810283	up_in_AD_or_positive_effect	0.696821140614199	0.948493217474173	45	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	pseudobulk	Exc L2-3 CBLN2 LINC02306	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	SAM	Protein import, sorting and homeostasis > Protein import and sorting > SAM	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	032142b40c2964bc1c3dd706c4d890fb638013c203ecab2fcde35ea2d787970c	23782	3	3	NA	NA	NA	NA	NA	NA	45	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	pseudobulk	Exc L2-3 CBLN2 LINC02306	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	MIA40	Protein import, sorting and homeostasis > Protein import and sorting > MIA40	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	032142b40c2964bc1c3dd706c4d890fb638013c203ecab2fcde35ea2d787970c	23782	3	3	NA	NA	NA	NA	NA	NA	45	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	pseudobulk	Exc L2-3 CBLN2 LINC02306	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	TIM22 carrier pathway	Protein import, sorting and homeostasis > Protein import and sorting > TIM22 carrier pathway	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	032142b40c2964bc1c3dd706c4d890fb638013c203ecab2fcde35ea2d787970c	23782	3	3	NA	NA	NA	NA	NA	NA	45	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	pseudobulk	Exc L2-3 CBLN2 LINC02306	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	TIM23 presequence pathway	Protein import, sorting and homeostasis > Protein import and sorting > TIM23 presequence pathway	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	032142b40c2964bc1c3dd706c4d890fb638013c203ecab2fcde35ea2d787970c	23782	6	6	0.361756054173029	-0.0683108287154383	0.430066882888468	up_in_AD_or_positive_effect	0.150433383548925	0.732545172064331	45	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	pseudobulk	Exc L2-3 CBLN2 LINC02306	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	Import motor	Protein import, sorting and homeostasis > Protein import and sorting > Import motor	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	032142b40c2964bc1c3dd706c4d890fb638013c203ecab2fcde35ea2d787970c	23782	6	6	-0.361190761613566	-0.068128389243083	-0.293062372370483	down_in_AD_or_negative_effect	0.272178021869057	0.84066532355023	45	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	pseudobulk	Exc L2-3 CBLN2 LINC02306	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	OXA	Protein import, sorting and homeostasis > Protein import and sorting > OXA	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	032142b40c2964bc1c3dd706c4d890fb638013c203ecab2fcde35ea2d787970c	23782	1	1	NA	NA	NA	NA	NA	NA	45	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	pseudobulk	Exc L2-3 CBLN2 LINC02306	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	Preprotein cleavage	Protein import, sorting and homeostasis > Protein import and sorting > Preprotein cleavage	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	032142b40c2964bc1c3dd706c4d890fb638013c203ecab2fcde35ea2d787970c	23782	8	8	-0.230011599381776	-0.0681478772784625	-0.161863722103313	down_in_AD_or_negative_effect	0.452659251048267	0.91286197362551	45	0	0	1	1	validated_complete	
