schema_version	rds_id	source_rds	cell_type_high_resolution	manifest_row	contrast_id	contrast_family	contrast_name	contrast_kind	model_method	numerator_field	denominator_field	effect_type	effect_size	odds_ratio	standard_error	ci95_low	ci95_high	statistic	statistic_type	numerator_df	denominator_df	p_value	fdr_bh_mito_fraction_family	required_group_mt_counts	required_group_total_counts	positive_groups_mt_counts	positive_groups_total_counts	negative_groups_mt_counts	negative_groups_total_counts	model_donors	model_nuclei	dispersion	covariates
mito_fraction_results_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	Exc L2-3 CBLN2 LINC02306	43	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	0.134829284786885	1.14434141118732	0.218569741217174	-0.29557855260676	0.56523712218053	0.616870771022768	t	1	258	0.537863939063992	0.939555001258897	AD__Female__e2=1331153;NCI__Female__e2=3363586	AD__Female__e2=55043925;NCI__Female__e2=160833574	1331153	55043925	3363586	160833574	272	203965	44465.3123418313	age_death_scaled;pmi_scaled
mito_fraction_results_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	Exc L2-3 CBLN2 LINC02306	44	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e33	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	0.17823118716964	1.19510158145171	0.102558977324507	-0.0237280931485106	0.38019046748779	1.73784091670199	t	1	258	0.0834320391098039	0.667291164506898	AD__Female__e33=8063345;NCI__Female__e33=9402740	AD__Female__e33=383677225;NCI__Female__e33=528558459	8063345	383677225	9402740	528558459	272	203965	44465.3123418313	age_death_scaled;pmi_scaled
mito_fraction_results_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	Exc L2-3 CBLN2 LINC02306	45	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Female__e4	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	0.0263601749075359	1.02671067730919	0.143537674976075	-0.256294413632142	0.309014763447213	0.183646383515198	t	1	258	0.854435120557971	0.939555001258897	AD__Female__e4=5570579;NCI__Female__e4=4120129	AD__Female__e4=255529728;NCI__Female__e4=192069187	5570579	255529728	4120129	192069187	272	203965	44465.3123418313	age_death_scaled;pmi_scaled
mito_fraction_results_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	Exc L2-3 CBLN2 LINC02306	46	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Male__e2	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	-0.0288103332113634	0.971600727381574	0.379567199139836	-0.776254587926448	0.718633921503721	-0.0759031161719257	t	1	258	0.939555001258897	0.939555001258897	AD__Male__e2=1188121;NCI__Male__e2=442601	AD__Male__e2=66630145;NCI__Male__e2=22676988	1188121	66630145	442601	22676988	272	203965	44465.3123418313	age_death_scaled;pmi_scaled
mito_fraction_results_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	Exc L2-3 CBLN2 LINC02306	47	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Male__e33	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	0.203000622276829	1.22507323058195	0.121261234600109	-0.03578716899414	0.441788413547798	1.67407682221179	t	1	258	0.0953273092152712	0.667291164506898	AD__Male__e33=4650390;NCI__Male__e33=11249855	AD__Male__e33=241146919;NCI__Male__e33=683942140	4650390	241146919	11249855	683942140	272	203965	44465.3123418313	age_death_scaled;pmi_scaled
mito_fraction_results_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	Exc L2-3 CBLN2 LINC02306	48	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_vs_NCI__Male__e4	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	0.0588923025678851	1.06066100412229	0.185913131290399	-0.307208093288254	0.424992698424024	0.316773227147116	t	1	258	0.751671845334927	0.939555001258897	AD__Male__e4=4639932;NCI__Male__e4=1836899	AD__Male__e4=216554120;NCI__Male__e4=89372476	4639932	216554120	1836899	89372476	272	203965	44465.3123418313	age_death_scaled;pmi_scaled
mito_fraction_results_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	Exc L2-3 CBLN2 LINC02306	49	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_Female_minus_Male__e2	sex_interaction	AD_effect_Female_minus_Male__e2	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	0.163639617998248	1.17778978436057	0.438605456521263	-0.700062854993177	1.02734209098967	0.373090702738021	t	1	258	0.709387283179966	0.939555001258897	AD__Female__e2=1331153;NCI__Female__e2=3363586;AD__Male__e2=1188121;NCI__Male__e2=442601	AD__Female__e2=55043925;NCI__Female__e2=160833574;AD__Male__e2=66630145;NCI__Male__e2=22676988	1773754	77720913	4551707	227463719	272	203965	44465.3123418313	age_death_scaled;pmi_scaled
mito_fraction_results_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	Exc L2-3 CBLN2 LINC02306	50	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_Female_minus_Male__e33	sex_interaction	AD_effect_Female_minus_Male__e33	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	-0.0247694351071894	0.975534810179469	0.157209206328074	-0.334346022137165	0.284807151922786	-0.157557153844406	t	1	258	0.874929005353577	0.939555001258897	AD__Female__e33=8063345;NCI__Female__e33=9402740;AD__Male__e33=4650390;NCI__Male__e33=11249855	AD__Female__e33=383677225;NCI__Female__e33=528558459;AD__Male__e33=241146919;NCI__Male__e33=683942140	19313200	1067619365	14053130	769705378	272	203965	44465.3123418313	age_death_scaled;pmi_scaled
mito_fraction_results_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	Exc L2-3 CBLN2 LINC02306	51	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_Female_minus_Male__e4	sex_interaction	AD_effect_Female_minus_Male__e4	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	-0.0325321276603492	0.967991350034412	0.234036767424252	-0.493397654501889	0.428333399181191	-0.139004345421402	t	1	258	0.889555155399101	0.939555001258897	AD__Female__e4=5570579;NCI__Female__e4=4120129;AD__Male__e4=4639932;NCI__Male__e4=1836899	AD__Female__e4=255529728;NCI__Female__e4=192069187;AD__Male__e4=216554120;NCI__Male__e4=89372476	7407478	344902204	8760061	408623307	272	203965	44465.3123418313	age_death_scaled;pmi_scaled
mito_fraction_results_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	Exc L2-3 CBLN2 LINC02306	52	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_e2_minus_e33__Female	apoe_interaction	AD_effect_e2_minus_e33__Female	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	-0.0434019023827545	0.957526480550102	0.241599005291277	-0.51915899851507	0.432355193749561	-0.179644375316977	t	1	258	0.857572772992039	0.939555001258897	AD__Female__e2=1331153;NCI__Female__e2=3363586;AD__Female__e33=8063345;NCI__Female__e33=9402740	AD__Female__e2=55043925;NCI__Female__e2=160833574;AD__Female__e33=383677225;NCI__Female__e33=528558459	10733893	583602384	11426931	544510799	272	203965	44465.3123418313	age_death_scaled;pmi_scaled
mito_fraction_results_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	Exc L2-3 CBLN2 LINC02306	53	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_e4_minus_e33__Female	apoe_interaction	AD_effect_e4_minus_e33__Female	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	-0.151871012262104	0.859099086842496	0.1747666189458	-0.496021680557586	0.192279656033378	-0.86899325041702	t	1	258	0.385658490772278	0.939555001258897	AD__Female__e4=5570579;NCI__Female__e4=4120129;AD__Female__e33=8063345;NCI__Female__e33=9402740	AD__Female__e4=255529728;NCI__Female__e4=192069187;AD__Female__e33=383677225;NCI__Female__e33=528558459	14973319	784088187	12183474	575746412	272	203965	44465.3123418313	age_death_scaled;pmi_scaled
mito_fraction_results_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	Exc L2-3 CBLN2 LINC02306	54	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_e2_minus_e33__Male	apoe_interaction	AD_effect_e2_minus_e33__Male	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	-0.231810955488192	0.793096039589433	0.393966295531169	-1.00760993077761	0.543988019801221	-0.588403013449796	t	1	258	0.556776553054341	0.939555001258897	AD__Male__e2=1188121;NCI__Male__e2=442601;AD__Male__e33=4650390;NCI__Male__e33=11249855	AD__Male__e2=66630145;NCI__Male__e2=22676988;AD__Male__e33=241146919;NCI__Male__e33=683942140	12437976	750572285	5092991	263823907	272	203965	44465.3123418313	age_death_scaled;pmi_scaled
mito_fraction_results_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	Exc L2-3 CBLN2 LINC02306	55	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_e4_minus_e33__Male	apoe_interaction	AD_effect_e4_minus_e33__Male	single_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	log_odds_ratio	-0.144108319708944	0.865793960429973	0.220967052879488	-0.579236946551251	0.291020307133363	-0.652171071800187	t	1	258	0.51487141509991	0.939555001258897	AD__Male__e4=4639932;NCI__Male__e4=1836899;AD__Male__e33=4650390;NCI__Male__e33=11249855	AD__Male__e4=216554120;NCI__Male__e4=89372476;AD__Male__e33=241146919;NCI__Male__e33=683942140	15889787	900496260	6487289	330519395	272	203965	44465.3123418313	age_death_scaled;pmi_scaled
mito_fraction_results_v1	excitatory_set1	data/processed/Excitatory_neurons_set1.rds	Exc L2-3 CBLN2 LINC02306	56	excitatory_set1::Exc.L2.3.CBLN2.LINC02306::AD_effect_heterogeneity_across_sex_APOE	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	multi_df	donor_level_quasibinomial_logit	total_mt_count	total_umi_count	maximum_absolute_log_odds_heterogeneity	0.207041520381003	NA	NA	NA	NA	0.294064972786782	F	5	258	0.915976299092863	0.939555001258897	NCI__Female__e2=3363586;AD__Female__e2=1331153;NCI__Male__e2=442601;AD__Male__e2=1188121;NCI__Female__e33=9402740;AD__Female__e33=8063345;NCI__Male__e33=11249855;AD__Male__e33=4650390;NCI__Female__e4=4120129;AD__Female__e4=5570579;NCI__Male__e4=1836899;AD__Male__e4=4639932	NCI__Female__e2=160833574;AD__Female__e2=55043925;NCI__Male__e2=22676988;AD__Male__e2=66630145;NCI__Female__e33=528558459;AD__Female__e33=383677225;NCI__Male__e33=683942140;AD__Male__e33=241146919;NCI__Female__e4=192069187;AD__Female__e4=255529728;NCI__Male__e4=89372476;AD__Male__e4=216554120	0	0	0	0	272	203965	44465.3123418313	age_death_scaled;pmi_scaled
